doc_id,source_type,source_id,text
doc_prod_oy_a000000229509,product,prod_oy_a000000229509,"상품명: [장벽탄력/화잘먹] 지피덤 셀트리온EGF 스킨베리어 크림에센스 밀키토너 150ml
브랜드: 지피덤
카테고리: TONER
주요 전성분: 정제수, 프로판다이올, 세틸에틸헥사노에이트, 판테놀, 1,2-헥산다이올, 부틸렌글라이콜, 나이아신아마이드, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 카프릴릴메티콘, 글리세릴스테아레이트"
doc_prod_oy_a000000229723,product,prod_oy_a000000229723,"상품명: [뿌리는 진정토너]LBB 모이스처라이징 프라임 토너 100ml
브랜드: LBB
카테고리: TONER
주요 전성분: 정제수, 글리세린, 부틸렌글라이콜, 탄제린수, 1,2-헥산다이올, 폴리글리세릴-4카프레이트, 판테놀, 알란토인, 라벤더오일, 카프릴릭/카프릭트라이글리세라이드"
doc_prod_oy_a000000229955,product,prod_oy_a000000229955,"상품명: [촉촉토너] 스킨앤랩 베리어덤 모이스처 부스팅 토너 300ml
브랜드: 스킨앤랩
카테고리: TONER
주요 전성분: 정제수, 글리세린, 1,2-헥산다이올, 베타인, 판테놀, 옥틸도데세스-16, 부틸렌글라이콜, 알란토인, 에틸헥실글리세린, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머"
doc_prod_oy_a000000230943,product,prod_oy_a000000230943,"상품명: [미네랄 수분 부스팅 토너] SVR 피지오퓨어 토너 200ml
브랜드: SVR
카테고리: TONER
주요 전성분: 정제수, 프로판다이올, 1,2-헥산다이올, 소듐벤조에이트, 마그네슘피씨에이, 클로페네신, 폴리솔베이트20, 시트릭애씨드, 향료"
doc_prod_oy_a000000231459,product,prod_oy_a000000231459,"상품명: [NEW/뿌리는토너미스트] 허블룸 콤부차 플랜트 바이옴 토너 150ml
브랜드: 허블룸
카테고리: TONER
주요 전성분: 정제수, 펜틸렌글라이콜, *글리세린, 프로판다이올, *효모/자일리눔/홍차발효물0.75%/7,500ppm, 부틸렌글라이콜, 카프릴릴글라이콜, 폴리글리세릴-4카프레이트, 맥아추출물, 스위트아몬드오일"
doc_prod_oy_a000000232188,product,prod_oy_a000000232188,"상품명: 피지오겔 DMT 에센스 인 토너 200ml
브랜드: 피지오겔
카테고리: TONER
주요 전성분: 정제수, 다이프로필렌글라이콜, 글리세린, 1,2-헥산다이올, 헥실데실에틸헥사노에이트, 펜타에리스리틸테트라에틸헥사노에이트, 변성알코올, 베타인, 사이클로펜타실록세인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머"
doc_prod_oy_a000000233002,product,prod_oy_a000000233002,"상품명: [민감지성피부/유분케어] 미닉 노세범 블루 캐모마일 수분 토너 200ml
브랜드: 미닉
카테고리: TONER
주요 전성분: 정제수, 부틸렌글라이콜, 프로판다이올, 1,2-헥산다이올, 마트리카리아꽃수10,780ppm, 소듐시트레이트, 에틸헥실글리세린, 시트릭애씨드, 다이소듐이디티에이, 쌀겨추출물"
doc_prod_oy_a000000233020,product,prod_oy_a000000233020,"상품명: [광채부스팅] VT 피디알엔 토너 250ml
브랜드: VT
카테고리: TONER
주요 전성분: 정제수, 글리세린, 부틸렌글라이콜, 다이프로필렌글라이콜, 나이아신아마이드, 1,2-헥산다이올, 베타인, 에리스리톨, 하이드록시아세토페논, 글리세릴글루코사이드"
doc_prod_oy_a000000248031,product,prod_oy_a000000248031,"상품명: [리뉴얼/쫀쫀광채케어] 아임프롬 라이스 토너 150ml
브랜드: 아임프롬
카테고리: TONER
주요 전성분: 정제수, 메틸프로판다이올, 트라이에틸헥사노인, 하이드로제네이티드폴리C6-14올레핀, 1,2-헥산다이올, 나이아신아마이드, 펜틸렌글라이콜, 쌀추출물7778ppm, 쇠비름추출물, 당느릅나무뿌리추출물"
doc_prod_oy_a000000248574,product,prod_oy_a000000248574,"상품명: [NEW/미백] 설화수 자정수 150ml
브랜드: 설화수
카테고리: TONER
주요 전성분: 정제수, 프로판다이올, 베타인, 나이아신아마이드, 1,2-헥산다이올, 글리세린, 글루코노락톤, 부틸렌글라이콜, 폴리아크릴레이트크로스폴리머-6, 트로메타민"
doc_prod_oy_a000000248974,product,prod_oy_a000000248974,"상품명: [NEW] rdrd 레드 애플 락토 진정 팝핑 토너 95g
브랜드: rdrd
카테고리: TONER
주요 전성분: 사과수766,202ppm, 트라이프로필렌글라이콜, 글리세린, 프로판다이올, 부틸렌글라이콜, 1,2-헥산다이올, 판테놀, 솔비톨, 락토바실러스발효물9,790ppm, C12-14알케스-12"
doc_prod_oy_a000000248981,product,prod_oy_a000000248981,"상품명: [NEW] rdrd 핑크 애플 락토 장벽 팝핑 토너 95g
브랜드: rdrd
카테고리: TONER
주요 전성분: 사과수790,083ppm, 트라이프로필렌글라이콜, 글리세린, 프로판다이올, 부틸렌글라이콜, 1,2-헥산다이올, 락토바실러스발효물9,790ppm, C12-14알케스-12, 에틸헥실글리세린, 잔탄검"
doc_prod_oy_a000000248983,product,prod_oy_a000000248983,"상품명: [NEW] rdrd 그린 애플 락토 리밸런싱 팝핑 토너 95g
브랜드: rdrd
카테고리: TONER
주요 전성분: 사과수786,094ppm, 트라이프로필렌글라이콜, 글리세린, 프로판다이올, 부틸렌글라이콜, 1,2-헥산다이올, 락토바실러스발효물9,790ppm, C12-14알케스-12, 정제수, 에틸헥실글리세린"
doc_prod_oy_a000000248985,product,prod_oy_a000000248985,"상품명: [NEW] rdrd 골드 애플 락토 흔적 팝핑 토너 95g
브랜드: rdrd
카테고리: TONER
주요 전성분: 사과수769,534ppm, 트라이프로필렌글라이콜, 글리세린, 프로판다이올, 부틸렌글라이콜, 나이아신아마이드, 1,2-헥산다이올, 락토바실러스발효물9,790ppm, C12-14알케스-12, 에틸헥실글리세린"
doc_prod_oy_a000000249480,product,prod_oy_a000000249480,"상품명: 글로우 레몬 비타민 토너 300ml
브랜드: 글로우
카테고리: TONER
주요 전성분: 정제수, 레몬수153,450ppm, 글리세린, 부틸렌글라이콜, 다이프로필렌글라이콜, 1,2-헥산다이올, 나이아신아마이드*, 병풀추출물, 무화과추출물, 메도우폼씨오일"
doc_prod_oy_a000000251196,product,prod_oy_a000000251196,"상품명: 바이오더마 세비엄 로션 200ml (2604)
브랜드: 바이오더마
카테고리: TONER
주요 전성분: 정제수, 글리세린, 프로판다이올, 폴리솔베이트20, 살리실릭애씨드, 부틸렌글라이콜, 트라이소듐에틸렌다이아민다이석시네이트, 시트릭애씨드, 펜틸렌글라이콜, 소듐하이드록사이드"
doc_prod_oy_a000000251806,product,prod_oy_a000000251806,"상품명: [미백/잡티케어] 가쉬 타겟티드 브라이트닝 겔 미스트 100ml
브랜드: 가쉬
카테고리: TONER
주요 전성분: 정제수, 트라이프로필렌글라이콜, 프로판다이올, 글리세레스-26, 나이아신아마이드, 메틸프로판다이올, 부틸렌글라이콜, 자일리톨, 1,2-헥산다이올, 글리세린"
doc_prod_oy_a000000251814,product,prod_oy_a000000251814,"상품명: [진정/흔적케어] 가쉬 타겟티드 블레미쉬 겔 미스트 100ml
브랜드: 가쉬
카테고리: TONER
주요 전성분: 정제수, 트라이프로필렌글라이콜, 글리세레스-26, 프로판다이올, 메틸프로판다이올, 나이아신아마이드, 부틸렌글라이콜, 자일리톨, 1,2-헥산다이올, 글리세린"
doc_prod_oy_a000000252666,product,prod_oy_a000000252666,"상품명: 크리니크 각질케어토너 1.0 200ml
브랜드: 크리니크
카테고리: TONER
주요 전성분: 클래리파잉로션투와이스어데이1.0전성분:정제수, 위치하젤수, 디프로필렌글라이콜, 바이오사카라이드검-1, 부틸렌글라이콜, 아세틸글루코사민, 글리세린, 슈크로오스, 살리실릭애씨드, 카페인"
doc_prod_oy_a000000252670,product,prod_oy_a000000252670,"상품명: 크리니크 이븐 베터 브라이트닝 에센스 로션 175ml
브랜드: 크리니크
카테고리: TONER
주요 전성분: 정제수, 글리세레스-26, 부틸렌글라이콜, 효모추출물, 아스코빌글루코사이드, 글리세린, 디메톡시톨릴프로필레조시놀, 다이포타슘글리시리제이트, 스페인감초잎추출물, 파이틱애씨드"
doc_prod_oy_a000000255442,product,prod_oy_a000000255442,"상품명: 스킨1004 마다가스카르 센텔라 히알루-테카 글래스 스킨 밀크 210ml
브랜드: 스킨1004
카테고리: TONER
주요 전성분: 정제수, 다이페닐실록시페닐트라이메티콘, 펜타에리스리틸테트라에틸헥사노에이트, 부틸렌글라이콜, 다이프로필렌글라이콜, 1,2-헥산다이올, 글리세린, 나이아신아마이드, 펜틸렌글라이콜, 소듐스테아로일글루타메이트"
doc_prod_oy_a000000223625,product,prod_oy_a000000223625,"상품명: [각질쓱싹] 디오디너리 글리코릭 애시드 7% 엑스폴리에이팅 토너 240ml
브랜드: 디오디너리
카테고리: TONER
주요 전성분: 정제수, 글라이콜릭애씨드7%, 다마스크장미꽃수, 수레국화꽃수, 알로에베라잎수, 프로판다이올, 글리세린, 트라이에탄올아민, 아미노메틸프로판올, 인삼추출물"
doc_prod_oy_a000000176320,product,prod_oy_a000000176320,"상품명: 메이크프렘 인테카 진정 토너 200ml
브랜드: 메이크프렘
카테고리: TONER
주요 전성분: 정제수, 다이프로필렌글라이콜, 부틸렌글라이콜, 나이아신아마이드, 1,2-헥산다이올, 하이드록시아세토페논, 글리세레스-25피씨에이아이소스테아레이트, 글리세린, 글루코노락톤, 프로판다이올"
doc_prod_oy_a000000104144,product,prod_oy_a000000104144,"상품명: 크리니크 안티-블레미쉬 솔루션 클래리파잉 로션 200ml
브랜드: 크리니크
카테고리: TONER
주요 전성분: 정제수, 변성알코올, 나일론-12, 부틸렌글라이콜, 살리실릭애씨드, 위치하젤, 슈가켈프추출물, 카페인, 슈크로오스, 글리세린"
doc_prod_oy_a000000104169,product,prod_oy_a000000104169,"상품명: 크리니크 각질케어토너 3 200ml
브랜드: 크리니크
카테고리: TONER
주요 전성분: 정제수, 변성알코올, 글리세린, 부틸렌글라이콜, 위치하젤, 살리실릭애씨드, 아세틸글루코사민, 소듐하이알루로네이트, 트로메타민, 비에이치티"
doc_prod_oy_a000000116658,product,prod_oy_a000000116658,"상품명: [빠른진정토너] 유리아쥬 배리어덤 시카 토너 250ml
브랜드: 유리아쥬
카테고리: TONER
주요 전성분: 정제수, 온천수*, 부틸렌글라이콜, 글리세린, 마그네슘알루미늄실리케이트, 피이지-80글리세릴코코에이트, 클로페네신, 카퍼글루코네이트, 소듐덱스트란설페이트, 잔탄검"
doc_prod_oy_a000000118247,product,prod_oy_a000000118247,"상품명: 엠브리올리스 오 드 보떼 로자멜리스 200ml
브랜드: 엠브리올리스
카테고리: TONER
주요 전성분: 정제수, 다마스크장미꽃수, 글리세린, 수레국화꽃수, 비터오렌지꽃수, 버지니아풍년화잎수, 피피지-26-부테스-26, 세트리모늄브로마이드, 락틱애씨드, 피이지-40하이드로제네이티드캐스터오일"
doc_prod_oy_a000000128323,product,prod_oy_a000000128323,"상품명: 닥터자르트 컨트롤에이 티트리먼트 토너 200ml (티트리 약산성 토너)
브랜드: 닥터자르트
카테고리: TONER
주요 전성분: 정제수, 나이아신아마이드, 프로판다이올, 펜틸렌글라이콜, 쇠비름추출물, 티트리잎추출물, 병풀추출물, 무화과추출물, 녹차추출물, 버지니아풍년화추출물"
doc_prod_oy_a000000139347,product,prod_oy_a000000139347,"상품명: 라로슈포제 똘러리앙 울트라 로션 200ML
브랜드: 라로슈포제
카테고리: TONER
주요 전성분: 정제수글리세린다이프로필렌글라이콜부틸렌글라이콜프로필렌글라이콜펜틸렌글라이콜나이아신아마이드카프릴릴글라이콜시트릭애씨드잔탄검"
doc_prod_oy_a000000141417,product,prod_oy_a000000141417,"상품명: 잇츠스킨 레몬씨 스퀴즈 앰플 토너 500ml *
브랜드: 잇츠스킨
카테고리: TONER
주요 전성분: 정제수, 글리세린, 부틸렌글라이콜, 1,2-헥산다이올, 레몬추출물, 비타민나무열매추출물, 라임추출물, 무화과추출물, 얼룩파인애플추출물, 소듐하이알루로네이트"
doc_prod_oy_a000000144807,product,prod_oy_a000000144807,"상품명: 아크웰 리얼 아쿠아 밸런싱 토너 160ml
브랜드: 아크웰
카테고리: TONER
주요 전성분: 정제수, 프로판다이올, 글리세린, 1,2-헥산다이올, 글리세레스-26, 부틸렌글라이콜, 에틸헥실글리세린, 소듐폴리아크릴로일다이메틸타우레이트, 송이버섯추출물, 다이소듐이디티에이"
doc_prod_oy_a000000151890,product,prod_oy_a000000151890,"상품명: 생블랑쉬 퓨어토너 300ml
브랜드: 생블랑쉬
카테고리: TONER
주요 전성분: 정제수, 세틸에틸헥사노에이트, 카프릴릭/카프릭트라이글리세라이드, 부틸렌글라이콜, 1,2-헥산다이올, 스쿠알란, 글리세린, 소듐클로라이드, 하이드록시아세토페논, 잔탄검"
doc_prod_oy_a000000157768,product,prod_oy_a000000157768,"상품명: 바비 브라운 하이드레이팅 페이스 토닉
브랜드: 바비브라운
카테고리: TONER
주요 전성분: E65R-HYDRATINGFACETONIC정제수헥실렌글라이콜부틸렌글라이콜프로판다이올폴리솔베이트20글리세린녹차추출물오이열매추출물마트리카리아추출물스페인감초뿌리추출물개청각추출물오렌지판테틴팔마로사오일콜레스테롤트레할로오스알로에베라잎즙소듐하이알루로네이트라벤더오일리놀레익애씨드아크릴레이트코폴리머피탄트라이올피토스핑고신글라이신하이드록시프롤린프롤린카보머리날룰제라니올리모넨다이소듐이디티에이펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트페녹시에탄올"
doc_prod_oy_a000000158369,product,prod_oy_a000000158369,"상품명: [화해1위 3관왕] 에스네이처 아쿠아 오아시스 토너 300ml
브랜드: 에스네이처
카테고리: TONER
주요 전성분: 정제수, 다이프로필렌글라이콜, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 베타인, 판테놀, 알란토인, 파파야열매추출물, 글루코노락톤"
doc_prod_oy_a000000158921,product,prod_oy_a000000158921,"상품명: 빌리프 스트레스 슈터 시카 수딩 토너 200ml
브랜드: 빌리프
카테고리: TONER
주요 전성분: 정제수, 다이프로필렌글라이콜, 글리세레스-26, 1,2-헥산다이올, 글리세린, 별꽃추출물*+, 레이디스맨틀잎추출물+, 쇠뜨기잎추출물+, 쐐기풀잎추출물+, 귀리커넬추출물*"
doc_prod_oy_a000000159291,product,prod_oy_a000000159291,"상품명: 마몽드 레티놀 앰플 토너 250ml
브랜드: 마몽드
카테고리: TONER
주요 전성분: 정제수, 부틸렌글라이콜, 글리세린, 베타인, 하이드롤라이즈드콜라겐, 1,2-헥산다이올, 글리세릴폴리메타크릴레이트, 다이메티콘, 피피지-13-데실테트라데세스-24, 에탄올"
doc_prod_oy_a000000159466,product,prod_oy_a000000159466,"상품명: 닥터브로너스 로즈 발란싱 스킨 소프트너 240ml
브랜드: 닥터브로너스
카테고리: TONER
주요 전성분: 정제수, 에탄올11.824%, 다마스크장미꽃수4%, 알로에베라잎즙2%, 글리세린2%, 꿀1%, 라벤더오일0.4224%, 버지니아풍년화수0.1%, 잔탄검, 호호바씨오일0.03%"
doc_prod_oy_a000000159921,product,prod_oy_a000000159921,"상품명: 라로슈포제 시카플라스트 로션 B5 판테놀 시카에센스 토너 200ml
브랜드: 라로슈포제
카테고리: TONER
주요 전성분: 정제수글리세린프로판다이올판테놀펜틸렌글라이콜소듐시트레이트만노오스마데카소사이드망가니즈글루코네이트소듐클로라이드코코-베타인카퍼글루코네이트카프릴릴글라이콜시트릭애씨드트라이소듐에틸렌다이아민다이석시네이트"
doc_prod_oy_a000000160436,product,prod_oy_a000000160436,"상품명: 그레이멜린 알래스카 내추럴 토너500ml *
브랜드: 그레이멜린
카테고리: TONER
주요 전성분: 빙하수85%, 글리세린, 정제수, 부틸렌글라이콜, 나이아신아마이드, 베타-글루칸, 베타인, 소듐하이알루로네이트, 1,2-헥산다이올, 카프릴릴글라이콜"
doc_prod_oy_a000000161314,product,prod_oy_a000000161314,"상품명: [모공케어] 유세린 더머토클린 클래리파잉 토너 200ml
브랜드: 유세린
카테고리: TONER
주요 전성분: 정제수, 다이프로필렌글라이콜, 글리세린, 페녹시에탄올, 1,2-헥산다이올, 글리세릴글루코사이드, 소듐시트레이트, 시트릭애씨드, 트라이소듐이디티에이, 소듐하이알루로네이트"
doc_prod_oy_a000000162056,product,prod_oy_a000000162056,"상품명: 라네즈 워터뱅크 블루히알루로닉 기초 2종(중건성)
브랜드: 라네즈
카테고리: TONER
주요 전성분: 정제수, 부틸렌글라이콜, 글리세린, 글리세레스-26, 다이프로필렌글라이콜, 1,2-헥산다이올, 판테놀, 폴리쿼터늄-51, 프로판다이올, 피피지-13-데실테트라데세스-24"
doc_prod_oy_a000000173994,product,prod_oy_a000000173994,"상품명: 글로오아시스 프로바이오틱스 플러스 애프리콧 오일 밀크듀 밸런싱 토너 120ml
브랜드: 글로오아시스
카테고리: TONER
주요 전성분: 정제수, 살구씨오일, 글리세린, 다이에톡시에틸석시네이트, 1,2-헥산다이올, 락토바실러스발효물, 부틸렌글라이콜, 하이드로제네이티드레시틴, 폴리글리세릴-10라우레이트, 프로판다이올"
doc_prod_oy_a000000178514,product,prod_oy_a000000178514,"상품명: 코스톡 타임리스 에센스스킨 200ml
브랜드: 코스톡
카테고리: TONER
주요 전성분: 정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 다이프로필렌글라이콜, 나이아신아마이드, 글리세레스-26, 아이리쉬모스추출물, 사탕수수추출물, 소듐하이알루로네이트"
doc_prod_oy_a000000178990,product,prod_oy_a000000178990,"상품명: 비마이셀프 C2 워터플럼핑 토너 200ml
브랜드: 비마이셀프
카테고리: TONER
주요 전성분: 정제수, 부틸렌글라이콜, 글리세린, 다이프로필렌글라이콜, 펜틸렌글라이콜, 마데카소사이드, 소듐하이알루로네이트, 글리세릴시트레이트/락테이트/리놀리에이트/올리에이트, 세라마이드엔피, 다이부틸아디페이트"
doc_prod_oy_a000000181193,product,prod_oy_a000000181193,"상품명: [강력진정/산뜻보습] 닥터자르트 시카페어 인텐시브 수딩 리페어 트리트먼트 로션 150ml
브랜드: 닥터자르트
카테고리: TONER
주요 전성분: 정제수, 프로판다이올, 다이프로필렌글라이콜, 1,2-헥산다이올, 글리세린, 메틸프로판다이올, 베타인, 알란토인, 판테놀, 에틸헥실글리세린"
doc_prod_oy_a000000189404,product,prod_oy_a000000189404,"상품명: 디마르3 디엑스 시타듀 리엑팅 토너 2.0 150ml
브랜드: 디마르3
카테고리: TONER
주요 전성분: 정제수, 프로판다이올, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 부틸렌글라이콜, 병풀추출물, 무화과추출물, 귤껍질추출물, 로즈힙열매추출물"
doc_prod_oy_a000000191894,product,prod_oy_a000000191894,"상품명: 후시다인 더마 트러블 밸런싱 토너 150ml
브랜드: 후시다인
카테고리: TONER
주요 전성분: 정제수, 글리세린, 1,2-헥산다이올, 프로판다이올, 푸시디움코키네움발효용해추출여과물, 알바수련꽃추출물, 프로테아제, 베타인, 스트렙토코쿠스테르모필루스발효물, 클로렐라불가리스추출물"
doc_prod_oy_a000000198625,product,prod_oy_a000000198625,"상품명: 비레디 시카페인 트러블리셋 토너 250ml
브랜드: 비레디
카테고리: TONER
주요 전성분: 편백수, 정제수, 부틸렌글라이콜, 글리세린, 프로판다이올, 1,2-헥산다이올, 다이프로필렌글라이콜, 소듐시트레이트, 에틸헥실글리세린, 시트릭애씨드"
doc_prod_oy_a000000199669,product,prod_oy_a000000199669,"상품명: 슬로소피 뉴티놀 토너 150ml
브랜드: 슬로소피
카테고리: TONER
주요 전성분: 정제수, 다이프로필렌글라이콜, 글리세레스-26, 바쿠치올, 엑토인, 다이포타슘글리시리제이트, 1,2-헥산다이올, 프룩토오스, 코코넛애씨드, 프롤린"
doc_prod_oy_a000000200229,product,prod_oy_a000000200229,"상품명: 케어존 리큐어 노르데나우 시카 토너 490ml
브랜드: 케어존
카테고리: TONER
주요 전성분: 정제수, 다이프로필렌글라이콜, 1,2-헥산다이올, 글리세린, 메틸글루세스-20, 판테놀, 다이포타슘글리시리제이트, 글리시레티닉애씨드, 스페인감초뿌리추출물, 병풀잎추출물"
doc_prod_oy_a000000210171,product,prod_oy_a000000210171,"상품명: 피토메르 로제비자쥐 250ml
브랜드: 피토메르
카테고리: TONER
주요 전성분: 정제수, 다마스크장미꽃수, 프로필렌글라이콜, 피이지-7글리세릴코코에이트, 펜틸렌글라이콜, 피이지-40하이드로제네이티드캐스터오일, 트라이데세스-9, 클로페네신, 글리세린, 세트리모늄브로마이드"
doc_prod_oy_a000000212908,product,prod_oy_a000000212908,"상품명: [각질쓱삭/피지케어] 비플레인 녹두 모공 클리어링 라하 토너 265ml
브랜드: 비플레인
카테고리: TONER
주요 전성분: 정제수, 글리세린, 부틸렌글라이콜, 1,2-헥산다이올, 솔비톨, 하이드록시아세토페논, 프로판다이올, 글리세레스-25피씨에이아이소스테아레이트, 에틸헥실글리세린, 소듐시트레이트"
doc_prod_oy_a000000214753,product,prod_oy_a000000214753,"상품명: 올리고더미 카렌듈라 토닝로션 500ml
브랜드: 올리고더미
카테고리: TONER
주요 전성분: 정제수, 부틸렌글라이콜, 나이아신아마이드, 프로필렌글라이콜, 글리세린, 에탄올, 페녹시에탄올, 피이지-60하이드로제네이티드캐스터오일, 포트마리골드추출물500ppm, 아데노신"
doc_prod_oy_a000000217325,product,prod_oy_a000000217325,"상품명: 달팡 인트랄 데일리 트리트먼트 로션 150ml (온)
브랜드: 달팡
카테고리: TONER
주요 전성분: 정제수, 글리세레스-26, 글리세린, 부틸렌글라이콜, 아세틸글루코사민, 하이드록시에틸우레아, 스칼렛위스테리아트리꽃추출물, 센타우리추출물, 돌콩추출물, 팔손이분홍치추출물"
doc_prod_oy_a000000219144,product,prod_oy_a000000219144,"상품명: 에르쯔틴 리제너레이티브 실트 토너 150ml
브랜드: 에르쯔틴
카테고리: TONER
주요 전성분: 카프릴릭/카프릭트라이글리세라이드나이아신아마이드코코-카프릴레이트/카프레이트1,2-헥산다이올판테놀C12-14알케스-12글리세릴카프릴레이트알란토인아크릴레이트/C10-30알킬아크릴레이트크로스폴리머알지닌병풀추출물아데노신다이소듐이디티에이옥틸도데칸올부틸렌글라이콜하이드롤라이즈드하이알루로닉애씨드하이드로제네이티드레시틴세라마이드엔피아시아티코사이드마데카식애씨드아시아틱애씨드카프릴릴글라이콜팔미토일트라이펩타이드-5카퍼트라이펩타이드-1아세틸헥사펩타이드-8"
doc_prod_oy_a000000226474,product,prod_oy_a000000226474,"상품명: [리뉴얼] 브이앤에이뷰티 안티옥시던트 에센스 토너 120ml
브랜드: 브이앤에이뷰티
카테고리: TONER
주요 전성분: 정제수, 부틸렌글라이콜, 1,2-헥산다이올, 나이아신아마이드, 다이에톡시에틸석시네이트, 프로판다이올, 폴리글리세릴-10라우레이트, 베타인, 판테놀, 에틸헥실글리세린"
doc_prod_oy_a000000229965,product,prod_oy_a000000229965,"상품명: 플로디카 리웨이크 모이스트 트리트먼트 150ml
브랜드: 플로디카
카테고리: TONER
주요 전성분: 정제수, 프로판다이올, 글리세린, 나이아신아마이드, 1,2-헥산다이올, 연꽃캘러스배양추출물, 카카오씨추출물, 요엽후박나무껍질추출물, 2,3-부탄다이올, 폴리글리세릴-4카프레이트"
doc_prod_oy_a000000243074,product,prod_oy_a000000243074,"상품명: [속보습/화잘먹] 라네즈 크림스킨 170ml 기획
브랜드: 라네즈
카테고리: TONER
주요 전성분: 정제수, 부틸렌글라이콜, 글리세린, 메도우폼씨오일, 아이소펜틸다이올, 1,2-헥산다이올, 스쿠알란, 폴리글리세릴-10스테아레이트, 글리세릴스테아레이트시트레이트, 소듐스테아로일글루타메이트"
doc_prod_oy_a000000260382,product,prod_oy_a000000260382,"상품명: [NEW] 토리든 다이브인 저분자 히알루론산 스킨 부스터 200ml
브랜드: 토리든
카테고리: TONER
주요 전성분: 정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 카프릴릭/카프릭트라이글리세라이드, 세라마이드엔피, 피토스핑고신, 알란토인, 판테놀, 소듐하이알루로네이트"
doc_prod_oy_a000000158615,product,prod_oy_a000000158615,"상품명: [트러블모공] 디오디너리 나이아신아마이드 10% + 징크 1% 60ml
브랜드: 디오디너리
카테고리: SERUM
주요 전성분: 정제수, 나이아신아마이드10%, 펜틸렌글라이콜, 징크피씨에이징크로서, 1%, 다이메틸아이소소바이드, 타마린드씨검, 잔탄검, 아이소세테스-20, 에톡시다이글라이콜"
doc_prod_oy_a000000224494,product,prod_oy_a000000224494,"상품명: [조유리 PICK/트러블1등] 셀라딕스 트러블 세범 리밸런싱 131 앰플 30ml
브랜드: 셀라딕스
카테고리: SERUM
주요 전성분: 정제수, 다이프로필렌글라이콜, 부틸렌글라이콜, 글리세레스-26, 나이아신아마이드, 글리세린, 베타인, 피토스테롤, 세라마이드엔피, 스쿠알란"
doc_prod_oy_a000000225217,product,prod_oy_a000000225217,"상품명: 더마팩토리 나이아신아마이드 20% 세럼 30ml
브랜드: 더마팩토리
카테고리: SERUM
주요 전성분: 다마스크장미꽃수, 나이아신아마이드, 글리세린, 부틸렌글라이콜, 1,2-헥산다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 에틸헥실글리세린, 트로메타민, 잔탄검, 다이소듐이디티에이"
doc_prod_oy_a000000157350,product,prod_oy_a000000157350,"상품명: [트러블모공] 디오디너리 나이아신아마이드 10% + 징크 1% 30ml
브랜드: 디오디너리
카테고리: SERUM
주요 전성분: 정제수, 나이아신아마이드, 펜틸렌글라이콜, 징크피씨에이, 다이메틸아이소소바이드, 타마린드씨검, 잔탄검, 아이소세테스-20, 에톡시다이글라이콜, 페녹시에탄올"
doc_prod_oy_a000000214675,product,prod_oy_a000000214675,"상품명: [EGF최대함량/1등진정앰플] 클레어스 블루 유스 액티베이팅 드롭 50ml
브랜드: 디어클레어스
카테고리: SERUM
주요 전성분: 정제수, 부틸렌글라이콜, 에스에이치-올리고펩타이드-1, 에스에이치-폴리펩타이드-1, 로우스위트블루베리추출물, 레시틴, 솔비탄세스퀴올리에이트, 1,2-헥산다이올, 카프릴릴글라이콜, 피이지-60하이드로제네이티드캐스터오일"
doc_prod_oy_a000000249672,product,prod_oy_a000000249672,"상품명: [탱글광/잡티미백] 한스킨 아라연꽃 핑크볼 PDRN 히알루론 광채세럼 30ml
브랜드: 한스킨
카테고리: SERUM
주요 전성분: 정제수, 다이페닐다이메티콘, 부틸렌글라이콜, 나이아신아마이드, 1,2-헥산다이올, 하이드록시아세토페논, 소듐클로라이드, 소듐하이알루로네이트425ppm, 쌀수, 아데노신"
doc_prod_oy_a000000248589,product,prod_oy_a000000248589,"상품명: [화잘먹] 톤28 해남404 글로우 크림앤세럼 50ml
브랜드: 톤28
카테고리: SERUM
주요 전성분: 정제수, 코코-카프릴레이트/카프레이트, 프로판다이올, 스쿠알란, 글리세린, 병풀추출물, 나이아신아마이드, 펜틸렌글라이콜, 1,2-헥산다이올, 폴리글리세릴-10라우레이트"
doc_prod_oy_a000000159468,product,prod_oy_a000000159468,"상품명: [잡티톤업/비타민C세럼] 닥터디퍼런트 CEQ 안티옥시던트 세럼 15ml
브랜드: 닥터디퍼런트
카테고리: SERUM
주요 전성분: 정제수, 아스코빅애씨드15%, 에톡시다이글라이콜, 프로판다이올, 부틸렌글라이콜, 1,2-헥산다이올, 알부틴, 다이프로필렌글라이콜, 브로콜리추출물, 울금뿌리추출물"
