product_id,mall_name,price,product_url,is_lowest,currency
prod_oy_a000000188598,올리브영,18000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000188598,true,KRW
prod_oy_a000000189404,올리브영,23200,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000189404,true,KRW
prod_oy_a000000189586,올리브영,43560,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000189586,true,KRW
prod_oy_a000000191827,올리브영,31100,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000191827,true,KRW
prod_oy_a000000197660,올리브영,16900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000197660,true,KRW
prod_oy_a000000198834,올리브영,25000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000198834,true,KRW
prod_oy_a000000199652,올리브영,25000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000199652,true,KRW
prod_oy_a000000199777,올리브영,32000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000199777,true,KRW
prod_oy_a000000200039,올리브영,18000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000200039,true,KRW
prod_oy_a000000204623,올리브영,64800,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204623,true,KRW
prod_oy_a000000204639,올리브영,49500,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204639,true,KRW
prod_oy_a000000204652,올리브영,56700,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204652,true,KRW
prod_oy_a000000207006,올리브영,16200,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207006,true,KRW
prod_oy_a000000207031,올리브영,24000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207031,true,KRW
prod_oy_a000000208718,올리브영,38500,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208718,true,KRW
prod_oy_a000000208986,올리브영,11200,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208986,true,KRW
prod_oy_a000000209588,올리브영,20700,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209588,true,KRW
prod_oy_a000000209641,올리브영,13000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209641,true,KRW
prod_oy_a000000209908,올리브영,28800,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209908,true,KRW
prod_oy_a000000210950,올리브영,22000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000210950,true,KRW
prod_oy_a000000211218,올리브영,21200,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000211218,true,KRW
prod_oy_a000000211219,올리브영,21200,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000211219,true,KRW
prod_oy_a000000211858,올리브영,19500,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000211858,true,KRW
prod_oy_a000000213385,올리브영,38900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213385,true,KRW
prod_oy_a000000213407,올리브영,17850,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213407,true,KRW
prod_oy_a000000213950,올리브영,38000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213950,true,KRW
prod_oy_a000000214034,올리브영,22400,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000214034,true,KRW
prod_oy_a000000214066,올리브영,28050,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000214066,true,KRW
prod_oy_a000000214179,올리브영,47000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000214179,true,KRW
prod_oy_a000000214254,올리브영,38540,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000214254,true,KRW
prod_oy_a000000216459,올리브영,24000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000216459,true,KRW
prod_oy_a000000216469,올리브영,24000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000216469,true,KRW
prod_oy_a000000217777,올리브영,32000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000217777,true,KRW
prod_oy_a000000219387,올리브영,20000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219387,true,KRW
prod_oy_a000000219966,올리브영,25900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219966,true,KRW
prod_oy_a000000219985,올리브영,27000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219985,true,KRW
prod_oy_a000000221331,올리브영,20000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000221331,true,KRW
prod_oy_a000000224040,올리브영,18900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224040,true,KRW
prod_oy_a000000225907,올리브영,22500,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225907,true,KRW
