product_id,brand,product_name,category,profile_group,profile_label_ko,review_count,avg_rating,repurchase_count,repurchase_rate,photo_review_count,photo_review_rate,avg_helpful_count,profile_confidence
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_tone,여름쿨톤,9,5.000,1,0.1111,1,0.1111,2.444,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_tone,웜톤,8,4.625,1,0.1250,1,0.1250,2.250,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_tone,봄웜톤,4,3.250,0,0.0000,1,0.2500,5.500,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_tone,가을웜톤,3,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_tone,겨울쿨톤,1,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_trouble,트러블,21,4.667,2,0.0952,5,0.2381,3.048,low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_trouble,잡티,16,4.500,2,0.1250,1,0.0625,0.563,low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_trouble,각질,7,3.714,0,0.0000,3,0.4286,3.000,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_trouble,미백,5,5.000,0,0.0000,0,0.0000,0.800,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_trouble,민감성,3,5.000,0,0.0000,1,0.3333,9.667,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_trouble,주름,3,5.000,1,0.3333,1,0.3333,2.000,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_trouble,블랙헤드,3,3.333,0,0.0000,1,0.3333,7.333,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_trouble,모공,2,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_trouble,가려움,2,5.000,0,0.0000,0,0.0000,1.500,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_trouble,탄력,1,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_trouble,피지과다,1,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_type,복합성,18,4.611,2,0.1111,1,0.0556,1.056,low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_type,지성,9,4.556,0,0.0000,4,0.4444,4.778,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_type,트러블성,5,4.400,0,0.0000,1,0.2000,2.200,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_type,건성,4,5.000,1,0.2500,0,0.0000,3.750,very_low
prod_oy_a000000010471,라로슈포제,라로슈포제 에빠끌라 MAT 세보 컨트롤링 모이스춰라이저,cream,skin_type,민감성,3,4.667,1,0.3333,0,0.0000,1.000,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_tone,웜톤,5,4.800,2,0.4000,3,0.6000,5.400,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_tone,여름쿨톤,2,5.000,0,0.0000,1,0.5000,3.000,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_tone,봄웜톤,2,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_tone,쿨톤,2,4.500,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_trouble,미백,5,4.800,0,0.0000,1,0.2000,1.200,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_trouble,잡티,5,5.000,0,0.0000,1,0.2000,1.200,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_trouble,블랙헤드,4,4.750,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_trouble,각질,3,4.667,2,0.6667,3,1.0000,9.000,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_trouble,트러블,1,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_trouble,모공,1,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_type,복합성,6,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_type,건성,4,4.750,2,0.5000,4,1.0000,8.250,very_low
prod_oy_a000000011085,엠도씨,엠도씨 세붐 스트라이크 토너 150ml,toner,skin_type,지성,1,4.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_tone,웜톤,6,4.333,0,0.0000,2,0.3333,3.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_tone,봄웜톤,3,4.667,0,0.0000,2,0.6667,6.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_tone,여름쿨톤,2,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_tone,쿨톤,1,4.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_tone,가을웜톤,1,5.000,0,0.0000,0,0.0000,3.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_trouble,잡티,7,4.571,0,0.0000,3,0.4286,4.286,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_trouble,블랙헤드,5,4.200,0,0.0000,1,0.2000,1.800,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_trouble,미백,4,4.750,0,0.0000,1,0.2500,3.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_trouble,주름,4,5.000,0,0.0000,2,0.5000,4.500,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_trouble,트러블,3,4.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_trouble,각질,1,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_type,복합성,9,4.667,1,0.1111,3,0.3333,3.333,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_type,건성,3,4.667,0,0.0000,1,0.3333,3.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_type,지성,2,4.500,1,0.5000,0,0.0000,0.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_type,민감성,1,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011086,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,lotion,skin_type,트러블성,1,4.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_tone,쿨톤,2,5.000,1,0.5000,2,1.0000,11.000,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_tone,가을웜톤,1,5.000,0,0.0000,1,1.0000,18.000,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_tone,웜톤,1,5.000,1,1.0000,1,1.0000,8.000,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_trouble,주름,2,5.000,1,0.5000,2,1.0000,13.000,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_trouble,모공,1,5.000,1,1.0000,1,1.0000,8.000,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_trouble,잡티,1,5.000,1,1.0000,1,1.0000,11.000,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_trouble,미백,1,5.000,1,1.0000,1,1.0000,11.000,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_trouble,각질,1,5.000,0,0.0000,1,1.0000,11.000,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_trouble,블랙헤드,1,5.000,0,0.0000,1,1.0000,11.000,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_type,건성,2,5.000,2,1.0000,2,1.0000,9.500,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_type,지성,2,4.500,0,0.0000,1,0.5000,5.500,very_low
prod_oy_a000000011087,엠도씨,엠도씨 릴리프 에센스 에멀젼 100ml,lotion,skin_type,복합성,1,5.000,0,0.0000,1,1.0000,18.000,very_low
prod_oy_a000000011088,엠도씨,엠도씨 세붐 스트라이크 세럼 100ml,lotion,skin_tone,봄웜톤,1,5.000,0,0.0000,1,1.0000,396.000,very_low
prod_oy_a000000011088,엠도씨,엠도씨 세붐 스트라이크 세럼 100ml,lotion,skin_tone,웜톤,1,5.000,0,0.0000,0,0.0000,0.000,very_low
prod_oy_a000000011088,엠도씨,엠도씨 세붐 스트라이크 세럼 100ml,lotion,skin_trouble,잡티,2,5.000,0,0.0000,1,0.5000,198.000,very_low
