source_ingredient_id,source_ingredient_name,canonical_id,mapping_type,confidence,source
ing_pending_13a09ce17327,,ruscus_aculeatus_root_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=577 sha256=4a523f990553
ing_pending_13aca48e3dea,,caffeine,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=2912 sha256=4a523f990553
ing_pending_13dde91a4fb0,,diisostearyl_malate,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=5205 sha256=4a523f990553
ing_pending_1411ca5ce483,,nannochloropsis_oculata_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=9883 sha256=4a523f990553
ing_pending_145fb20bf233,,cymbopogon_schoenanthus_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=5465 sha256=4a523f990553
ing_pending_14953e041d15,,citric_acid,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=1532 sha256=4a523f990553
ing_pending_15209c99f875,,cocos_nucifera_coconut_fruit_juice,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=3059 sha256=4a523f990553
ing_pending_15fdfd4c8eca,,menthol,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=244 sha256=4a523f990553
ing_pending_16804bb3609f,,polydextrose,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=3831 sha256=4a523f990553
ing_pending_16b9a660f8cf,,butylene_ethylene_styrene_copolymer,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=590 sha256=4a523f990553
ing_pending_16d963cd81e5,,equisetum_arvense_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=1331 sha256=4a523f990553
ing_pending_16e297df4426,,serine,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=917 sha256=4a523f990553
ing_pending_1725fccd3659,,hypericum_perforatum_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=843 sha256=4a523f990553
ing_pending_175be64b7b7c,,phyllanthus_emblica_fruit_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=2574 sha256=4a523f990553
ing_pending_1763186b3e55,,synthetic_wax,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=4831 sha256=4a523f990553
ing_pending_17af3135e542,,ethylhexyl_triazone,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=2087 sha256=4a523f990553
ing_pending_186eb4411cdf,,lactose,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=5444 sha256=4a523f990553
ing_pending_18e1a9e721e9,,isostearic_acid,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=2485 sha256=4a523f990553
ing_pending_18f9c38aced7,,eugenol,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=2395 sha256=4a523f990553
ing_pending_192fc15c79ef,,coptis_japonica_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=5894 sha256=4a523f990553
ing_pending_19a8a652109d,,calcium_gluconate,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=2945 sha256=4a523f990553
ing_pending_19da73903b06,,santalum_acuminatum_fruit_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=7454 sha256=4a523f990553
ing_pending_19ed17115ec3,,sodium_lauroyl_glutamate,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=1069 sha256=4a523f990553
ing_pending_1a5bb7b82246,,citric_acid,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=1532 sha256=4a523f990553
ing_pending_1a8f4a641dbc,,citral,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=1523 sha256=4a523f990553
ing_pending_1ac075d4f76f,,prunus_persica_peach_flower_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=559 sha256=4a523f990553
ing_pending_1ac852e5ff16,,cyclohexylglycerin,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=16741 sha256=4a523f990553
ing_pending_1af938fdf1d0,,malva_sylvestris_mallow_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=117 sha256=4a523f990553
ing_pending_1af9a895ed19,,palmitoyl_pentapeptide_4,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=3551 sha256=4a523f990553
ing_pending_1b2c7ac22e99,,laminaria_japonica_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=5317 sha256=4a523f990553
ing_pending_1b2e491ec0a5,,potassium_hydroxide,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=3709 sha256=4a523f990553
ing_pending_1bae26cfac86,,sodium_chloride,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=1223 sha256=4a523f990553
ing_pending_1bfdf8d4575e,,tridecyl_trimellitate,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=3335 sha256=4a523f990553
ing_pending_1c0d6315e81a,,polyacrylate_crosspolymer_6,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=7403 sha256=4a523f990553
ing_pending_1c177587abe7,,melia_azadirachta_leaf_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=2556 sha256=4a523f990553
ing_pending_1c229c3006c1,,cyclohexasiloxane,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=770 sha256=4a523f990553
ing_pending_1c297c2f646b,,tetramethyl_acetyloctahydronaphthalenes,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=8033 sha256=4a523f990553
ing_pending_1c46cfb9b61a,,glycogen,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=560 sha256=4a523f990553
ing_pending_1c4bad937804,,hexapeptide_2,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=4871 sha256=4a523f990553
ing_pending_1d06eb3869d7,,xylose,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=2619 sha256=4a523f990553
ing_pending_1d074ec451ad,,rubus_idaeus_raspberry_fruit_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=5422 sha256=4a523f990553
ing_pending_1d7c3032bbd5,,calcium_lactate,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=2947 sha256=4a523f990553
ing_pending_1de49b8282aa,,albatrellus_confluens_mushroom_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=16421 sha256=4a523f990553
ing_pending_1df1e087ba1d,,polyquaternium_37,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=3931 sha256=4a523f990553
ing_pending_1e10594d6a17,,polysorbate_60,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=3858 sha256=4a523f990553
ing_pending_1e28d17d94ea,,aloe_barbadensis_leaf_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=1839 sha256=4a523f990553
ing_pending_1e2ae4b4cb83,,glucuronic_acid,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=895 sha256=4a523f990553
ing_pending_1e2f7f95497d,,hedera_helix_ivy_leaf_stem_extract,official_exact,high,KCIA 표준화명칭목록 2026-06-30 code=857 sha256=4a523f990553
