product_id,dry_fit,oily_fit,combination_fit,normal_fit,dehydrated_oily_fit,sensitive_fit,sensitivity_tag,confidence,reason
dermstore_7170b8e165f73a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
dermstore_a5d395b41ca7cf,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
dermstore_bf9ad31fc7d35b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_3c173cdede3de2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_6f7469b3191c88,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_fe117795fbd509,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_c0618c2fd78bac,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_4efaeb53c4168c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_d211f1aff35944,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_36fc93fbcf300f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_bf8d738c7a18e3,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_df1d9d05ca9e0a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
dermstore_e5b2b56c1ace3a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_c4f8fdf3792d89,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_3a62f1f5bb2a1a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_99b586666e2355,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
dermstore_29b0f8e036e3fe,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_3c622e7069f76b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_af2e84ee6ecae6,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_3237f593cb8b59,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
dermstore_f861ee2fe2ca5b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_eff361b0d72c2b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_46685a237349ca,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_a63159606ce379,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
dermstore_3e4a1600796201,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
dermstore_946288bb70eb53,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_cd3cad23c1da14,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_fcf5049737e963,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_45fc61f372393f,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
dermstore_6e64d5b10a168e,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
dermstore_a3c6853f205151,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_32067ab362e800,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_a56acfbd7a1b19,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_caccee6f902844,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_a6f0a298b411c5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_f9f7445d38c49f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_744f172409259a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_3aff78fb8e80e1,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_f5ff451b394731,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_2637476fea5f46,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_0fd8f5481479e4,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_c30913041d971c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_2f35b1eb087376,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_4a4f3dcaaf2a85,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_06798bd5cbd8a4,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_1fa11b75ceb0ac,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_7693b5a9ea5b64,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_aea603a5e61510,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_1e205be176e855,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_d8213567f142d0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_0007d0e3449e2f,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
dermstore_71edf93e6c4f5a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_fe4256c5909cee,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_13cd965187bd1f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_de616658423edd,0.64,0.58,0.60,0.62,0.66,0.77,민감가능,low,진정/민감 키워드
dermstore_35893a1a38bd2c,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
dermstore_c4cffffa9a084d,0.64,0.58,0.60,0.62,0.66,0.77,민감가능,low,진정/민감 키워드
dermstore_b586b1fd2182d4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_fe0446ede6a187,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_667b4f4842bfad,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_986d5c5f89c61d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_2d5f273adedd31,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_c7a630526be757,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_8453d321254eba,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_c00e5a7b606033,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_f374e30911fc14,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_9423c7d1e37ce0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_39ea37e80300b6,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_1effcf9875247e,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
dermstore_c859ef78f524a3,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
dermstore_68624765432000,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
dermstore_7adca7518a9e8e,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_3da0da5f744d1d,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
dermstore_e3cdcead4ffba4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_b03a15e12cfd12,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_e8afce477f58a3,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_938cf1931ab670,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_4bc96a905a16a2,0.64,0.58,0.60,0.62,0.66,0.77,민감가능,low,진정/민감 키워드
dermstore_2078cb9ddd0752,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
dermstore_5e12749ef44b0c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_a28f36e2ce5916,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_d741df6d8e1f3a,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
dermstore_5b7abe1675da46,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_0cfb2ec5640c0f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_b8b64c0d229c77,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_0f3a7501d1d920,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_541defb20c0c65,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_052510eb3e3622,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_98b14030e57e96,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
dermstore_98d9c87eae0bc9,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
dermstore_95a0c1afc39df7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_e79cc534035b1f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_65111e53c0ea54,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_1c468e1d1edaea,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_4a14d76e72932c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_be7abf7d8f8801,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_82d7193d02b584,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
dermstore_3966f930050810,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_487f2a04197020,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_cb1a77179ed224,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_086e960a009ddd,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_b19fc5e4e9a29c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_3434eb6822e0a4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_cab0c85bcaef44,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
dermstore_7160d20a72e509,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_1d78657f488d47,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_4cf7911f963cef,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_907cfd4f4d5baf,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_512f257b9bf598,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_9794e037b527a3,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_7d8483c646681f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_94d864dcfbd425,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_aa2982b636e422,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_b7a26b81667939,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
dermstore_8191e0523b5f6f,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
dermstore_2b1585a5ee6ef7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_c3b70d92b10e1a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_903dc60b329a2d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_b58e53b556bf8e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_bf70ba805c8076,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_7422dc2339376f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_822eac91b38898,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
dermstore_39f22bd9c545aa,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_70b0bc0ec4d786,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_5e8b7b18adcab7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_cfafbd8e312180,0.64,0.66,0.70,0.62,0.78,0.77,민감가능,low,가벼운 수분 제형; 진정/민감 키워드
dermstore_42010cf8120e70,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_41e35ee579b63c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_cf3c402128c167,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_2ebe865c6d5932,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_4514eaade10441,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_eb51133593cf60,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_aa0452f626fa54,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_6ecb51a658fdb1,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_2eeb86afb28e09,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
dermstore_60ec5609056ef8,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_b2899e653dc188,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_2c272a7e199025,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_60dec1f0ea2d20,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_2b34ed0f0fe935,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_3fec8d29cb08ad,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_7d3c912725a5a0,0.64,0.58,0.60,0.62,0.66,0.77,민감가능,low,진정/민감 키워드
dermstore_c9de15aa95a819,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_29b70611256ee2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_a737e20db3d700,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_f0df7e5044bfc5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_348499eec2b337,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_0c1c8e8ceec392,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_010141397896eb,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
dermstore_4741c30472f644,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_9e6c293300fb79,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_06f8939f20791a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_68e977beb18fdc,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_dc2d5e377059a5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_b8e5ec099c4576,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
dermstore_d73828a8acd6c5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_260a6be43261cc,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_12a1fc7f3421b1,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_a7fca3c161d9ab,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_d2e821728f33e1,0.64,0.66,0.70,0.62,0.78,0.77,정보없음,low,가벼운 수분 제형; 진정/민감 키워드; 기본추천 제외 상품
dermstore_64645a79d31bd6,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
dermstore_d4a5364a7cf0b9,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_bebf51ece6e737,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_74652956bb58e8,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_852ad472180821,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_30656f43348c5b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_dc229ef2296f57,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_4c365b7473fd4c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_1c321c4d98d2be,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_769629c09680f7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_4de5c7ea69283f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_9d2a8fb3837676,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
dermstore_4a19d3e9c2f21e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_b8022a87866a22,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
dermstore_978361017dce79,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_808e8509763549,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드; 기본추천 제외 상품
dermstore_b290b84b4cb5ce,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
dermstore_f73b1ea64c16e0,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
dermstore_4364c60f5d9f1f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
dermstore_f7e9fd67d3f032,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_e25468be931226,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_d6d310c630cf56,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_84deb5103efeb7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_82f97c169c318a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_a3fb82b95a1fb5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_23cb358eeec23a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_0f863c3443dd19,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_6f46546bc36d0d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_6a0bd14f93d285,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_dc62c7775e2069,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_52bbc1eadf3b57,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_a84eef61e8cf10,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_31e2fb5d63c388,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_79955d8cb81117,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드
dermstore_acec423f0bd3b9,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
dermstore_69a1195c01ff0a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
dermstore_79d8b9e57a1e72,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
dermstore_2fd5df5aaa9282,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드; 기본추천 제외 상품
dermstore_257f296687bf35,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
dermstore_2548b2f3594558,0.74,0.56,0.65,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 오일/밤 제형; 기본추천 제외 상품
dermstore_a1db7b9bd5661d,0.74,0.66,0.67,0.62,0.58,0.47,정보없음,low,오일/밤 제형; 피지/트러블 키워드; 기본추천 제외 상품
dermstore_26c81c2682b0cd,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
