product_id,image_type,display_order,source_image_url,storage_key,public_url,upload_status
ulta_0b82d37b644425,thumbnail,1,https://media.ultainc.com/i/ulta/2617217?w=500&h=500,products/ulta_0b82d37b644425/thumbnail_001_02220a0c4da9.jpg,products/ulta_0b82d37b644425/thumbnail_001_02220a0c4da9.jpg,PENDING_UPLOAD
ulta_0b44aeb8ecefad,thumbnail,1,https://media.ultainc.com/i/ulta/2617234?w=500&h=500,products/ulta_0b44aeb8ecefad/thumbnail_001_32cb79a3316d.jpg,products/ulta_0b44aeb8ecefad/thumbnail_001_32cb79a3316d.jpg,PENDING_UPLOAD
ulta_37d0aaa8a660d7,thumbnail,1,https://media.ultainc.com/i/ulta/2617227?w=500&h=500,products/ulta_37d0aaa8a660d7/thumbnail_001_049f9fb1c2f8.jpg,products/ulta_37d0aaa8a660d7/thumbnail_001_049f9fb1c2f8.jpg,PENDING_UPLOAD
ulta_0a89474aaa551c,thumbnail,1,https://media.ultainc.com/i/ulta/2619673?w=500&h=500,products/ulta_0a89474aaa551c/thumbnail_001_f05b2921649a.jpg,products/ulta_0a89474aaa551c/thumbnail_001_f05b2921649a.jpg,PENDING_UPLOAD
ulta_3c54613a6ddd5e,thumbnail,1,https://media.ultainc.com/i/ulta/2619667?w=500&h=500,products/ulta_3c54613a6ddd5e/thumbnail_001_c5f781f78847.jpg,products/ulta_3c54613a6ddd5e/thumbnail_001_c5f781f78847.jpg,PENDING_UPLOAD
ulta_3e2965870dadb1,thumbnail,1,https://media.ultainc.com/i/ulta/2620045?w=500&h=500,products/ulta_3e2965870dadb1/thumbnail_001_6e20f8e54501.jpg,products/ulta_3e2965870dadb1/thumbnail_001_6e20f8e54501.jpg,PENDING_UPLOAD
ulta_3be304b42b31dd,thumbnail,1,https://media.ultainc.com/i/ulta/2617433?w=500&h=500,products/ulta_3be304b42b31dd/thumbnail_001_c1a792100979.jpg,products/ulta_3be304b42b31dd/thumbnail_001_c1a792100979.jpg,PENDING_UPLOAD
ulta_31863fd3525b74,thumbnail,1,https://media.ultainc.com/i/ulta/2617979?w=500&h=500,products/ulta_31863fd3525b74/thumbnail_001_a568aa8466c9.jpg,products/ulta_31863fd3525b74/thumbnail_001_a568aa8466c9.jpg,PENDING_UPLOAD
ulta_84e7e653dddbdf,thumbnail,1,https://media.ultainc.com/i/ulta/2617286?w=500&h=500,products/ulta_84e7e653dddbdf/thumbnail_001_2ccffe7692ce.jpg,products/ulta_84e7e653dddbdf/thumbnail_001_2ccffe7692ce.jpg,PENDING_UPLOAD
ulta_5dd160bd18e176,thumbnail,1,https://media.ultainc.com/i/ulta/2620788?w=500&h=500,products/ulta_5dd160bd18e176/thumbnail_001_1588794db1aa.jpg,products/ulta_5dd160bd18e176/thumbnail_001_1588794db1aa.jpg,PENDING_UPLOAD
ulta_a195be06de5aad,thumbnail,1,https://media.ultainc.com/i/ulta/2617753?w=500&h=500,products/ulta_a195be06de5aad/thumbnail_001_cab43a65f701.jpg,products/ulta_a195be06de5aad/thumbnail_001_cab43a65f701.jpg,PENDING_UPLOAD
ulta_d164bdecf0ffe0,thumbnail,1,https://media.ultainc.com/i/ulta/2619152?w=500&h=500,products/ulta_d164bdecf0ffe0/thumbnail_001_df8d0e5502de.jpg,products/ulta_d164bdecf0ffe0/thumbnail_001_df8d0e5502de.jpg,PENDING_UPLOAD
ulta_5d57c4b585bfa1,thumbnail,1,https://media.ultainc.com/i/ulta/2619861?w=500&h=500,products/ulta_5d57c4b585bfa1/thumbnail_001_6fa8ef9c0168.jpg,products/ulta_5d57c4b585bfa1/thumbnail_001_6fa8ef9c0168.jpg,PENDING_UPLOAD
ulta_97c50a636076bc,thumbnail,1,https://media.ultainc.com/i/ulta/2617146?w=500&h=500,products/ulta_97c50a636076bc/thumbnail_001_b9afa0621305.jpg,products/ulta_97c50a636076bc/thumbnail_001_b9afa0621305.jpg,PENDING_UPLOAD
ulta_278aef77629daf,thumbnail,1,https://media.ultainc.com/i/ulta/2616984?w=500&h=500,products/ulta_278aef77629daf/thumbnail_001_16a77059e294.jpg,products/ulta_278aef77629daf/thumbnail_001_16a77059e294.jpg,PENDING_UPLOAD
ulta_35ef23fa8150d4,thumbnail,1,https://media.ultainc.com/i/ulta/2618049?w=500&h=500,products/ulta_35ef23fa8150d4/thumbnail_001_b08dfaa47f6a.jpg,products/ulta_35ef23fa8150d4/thumbnail_001_b08dfaa47f6a.jpg,PENDING_UPLOAD
ulta_a5c1eb6926f6fe,thumbnail,1,https://media.ultainc.com/i/ulta/2623024?w=500&h=500,products/ulta_a5c1eb6926f6fe/thumbnail_001_bbc99022cfd2.jpg,products/ulta_a5c1eb6926f6fe/thumbnail_001_bbc99022cfd2.jpg,PENDING_UPLOAD
ulta_7fad43a56d6beb,thumbnail,1,https://media.ultainc.com/i/ulta/2618563?w=500&h=500,products/ulta_7fad43a56d6beb/thumbnail_001_9b24651fc7e2.jpg,products/ulta_7fad43a56d6beb/thumbnail_001_9b24651fc7e2.jpg,PENDING_UPLOAD
ulta_21e2d92fb0dd26,thumbnail,1,https://media.ultainc.com/i/ulta/2621467?w=500&h=500,products/ulta_21e2d92fb0dd26/thumbnail_001_bc0b8dcb2347.jpg,products/ulta_21e2d92fb0dd26/thumbnail_001_bc0b8dcb2347.jpg,PENDING_UPLOAD
ulta_9c08d9fb23e0be,thumbnail,1,https://media.ultainc.com/i/ulta/2620554?w=500&h=500,products/ulta_9c08d9fb23e0be/thumbnail_001_7a89c54d9e23.jpg,products/ulta_9c08d9fb23e0be/thumbnail_001_7a89c54d9e23.jpg,PENDING_UPLOAD
ulta_7d5fb39f813fd1,thumbnail,1,https://media.ultainc.com/i/ulta/2620413?w=500&h=500,products/ulta_7d5fb39f813fd1/thumbnail_001_2fa19052e3e7.jpg,products/ulta_7d5fb39f813fd1/thumbnail_001_2fa19052e3e7.jpg,PENDING_UPLOAD
ulta_18d7835df5ca8d,thumbnail,1,https://media.ultainc.com/i/ulta/2619878?w=500&h=500,products/ulta_18d7835df5ca8d/thumbnail_001_a220cd0481ec.jpg,products/ulta_18d7835df5ca8d/thumbnail_001_a220cd0481ec.jpg,PENDING_UPLOAD
ulta_329786df0594df,thumbnail,1,https://media.ultainc.com/i/ulta/2619587?w=500&h=500,products/ulta_329786df0594df/thumbnail_001_5d52c082753f.jpg,products/ulta_329786df0594df/thumbnail_001_5d52c082753f.jpg,PENDING_UPLOAD
ulta_26e8743e3ce2d6,thumbnail,1,https://media.ultainc.com/i/ulta/2619485?w=500&h=500,products/ulta_26e8743e3ce2d6/thumbnail_001_a0edd7cff475.jpg,products/ulta_26e8743e3ce2d6/thumbnail_001_a0edd7cff475.jpg,PENDING_UPLOAD
ulta_ac59086852b6e9,thumbnail,1,https://media.ultainc.com/i/ulta/2619573?w=500&h=500,products/ulta_ac59086852b6e9/thumbnail_001_f8384fa11df8.jpg,products/ulta_ac59086852b6e9/thumbnail_001_f8384fa11df8.jpg,PENDING_UPLOAD
ulta_94df57427351d6,thumbnail,1,https://media.ultainc.com/i/ulta/2619580?w=500&h=500,products/ulta_94df57427351d6/thumbnail_001_37131e162262.jpg,products/ulta_94df57427351d6/thumbnail_001_37131e162262.jpg,PENDING_UPLOAD
