product_id,brand,name,category,skin_type_tags,thumbnail_url,image_urls
prod_oy_a000000229082,차앤박,[화잘먹토너] 차앤박 더마앤서 핑크토닝 PDRN 토너 200ml,toner,,https://static.oliveyoung.co.kr/pc-static-root/image//comm/noimg_550.gif,
prod_oy_a000000229463,디퍼,[수분진정/약산성] 디퍼 히알루론산 히알큐브 수분 토너 300ml,toner,,https://static.oliveyoung.co.kr/pc-static-root/image//comm/noimg_550.gif,
prod_oy_a000000229470,정샘물,[결정돈토너] 정샘물 에센셜 물 토너 200ml,toner,,https://static.oliveyoung.co.kr/pc-static-root/image//comm/noimg_550.gif,
prod_oy_a000000229723,LBB,[뿌리는 진정토너]LBB 모이스처라이징 프라임 토너 100ml,toner,,https://static.oliveyoung.co.kr/pc-static-root/image//comm/noimg_550.gif,
prod_oy_a000000231459,허블룸,[NEW/뿌리는토너미스트] 허블룸 콤부차 플랜트 바이옴 토너 150ml,toner,,https://static.oliveyoung.co.kr/pc-static-root/image//comm/noimg_550.gif,
prod_oy_a000000233002,미닉,[민감지성피부/유분케어] 미닉 노세범 블루 캐모마일 수분 토너 200ml,toner,,https://static.oliveyoung.co.kr/pc-static-root/image//comm/noimg_550.gif,
prod_oy_a000000233020,VT,[광채부스팅] VT 피디알엔 토너 250ml,toner,,https://static.oliveyoung.co.kr/pc-static-root/image//comm/noimg_550.gif,
prod_oy_a000000225217,더마팩토리,더마팩토리 나이아신아마이드 20% 세럼 30ml,serum,,https://static.oliveyoung.co.kr/pc-static-root/image//comm/noimg_550.gif,
prod_oy_a000000224494,셀라딕스,[조유리 PICK/트러블1등] 셀라딕스 트러블 세범 리밸런싱 131 앰플 30ml,serum,,https://static.oliveyoung.co.kr/pc-static-root/image//comm/noimg_550.gif,
prod_oy_a000000158615,디오디너리,[트러블모공] 디오디너리 나이아신아마이드 10% + 징크 1% 60ml,serum,,https://static.oliveyoung.co.kr/pc-static-root/image//comm/noimg_550.gif,
