product_id,brand,product_name,category,is_recommendable,review_count,avg_rating,month_review_count,month_review_rate,repurchase_count,repurchase_rate,photo_review_count,photo_review_rate,profile_review_count,profile_review_rate,avg_helpful_count,top_skin_types,top_skin_tones,top_skin_troubles,review_confidence
lookfantastic_bfff74eb72e380,RapidLash,UKLASH Eyelash Serum 3ml (3 Month Supply),serum,true,29767,4.749,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.001,,,,high
lookfantastic_ba0885a7716e19,COSRX,COSRX The 6 Peptide Skin Booster Serum 150ml,serum,true,26298,4.636,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.000,,,,high
prod_oy_a000000219717,파티온,[트러블1등/단독기획] 파티온 노스카나인 트러블 세럼 50ml 기획(+15ml+마스크 1매),serum,true,25000,4.843,25000,1.0000,9705,0.3882,2931,0.1172,8500,0.3400,4.787,복합성:3157;건성:1660;지성:1498;민감성:1089;트러블성:739,쿨톤:2064;웜톤:1916;여름쿨톤:1486;봄웜톤:1104;가을웜톤:761,잡티:3871;트러블:3013;미백:2257;블랙헤드:1253;각질:1109,high
prod_oy_a000000240423,에스네이처,에스네이처 아쿠아 스쿠알란 수분크림 60ml 더블 기획 (+아쿠아겔 마스크 1매),cream,true,23550,4.789,23550,1.0000,2354,0.1000,2962,0.1258,7179,0.3048,1.985,복합성:3094;건성:1571;지성:1045;민감성:716;트러블성:373,쿨톤:1427;여름쿨톤:1421;웜톤:1323;봄웜톤:1161;가을웜톤:710,잡티:2788;트러블:2324;미백:1969;블랙헤드:1144;각질:1077,high
lookfantastic_940447ba53ec0c,Lancôme,Lancôme Advanced Génifique Youth Activating Serum 100ml,serum,true,18521,4.745,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.000,,,,high
prod_oy_a000000240088,VT,[2025 어워즈] VT 리들샷100 50ml 어워즈 기획 (+리들샷300스틱파우치 5개+PDRN에센스100 15ml),serum,true,16583,4.795,16583,1.0000,2917,0.1759,2030,0.1224,5968,0.3599,6.742,복합성:2447;건성:1434;지성:927;민감성:553;트러블성:329,웜톤:1240;쿨톤:1216;여름쿨톤:1165;봄웜톤:941;가을웜톤:598,잡티:2597;미백:1814;트러블:1675;블랙헤드:846;각질:828,high
prod_oy_a000000252917,라로슈포제,[온라인단독/한정수량]라로슈포제 시카플라스트 밤B5+& 멀티리페어 크림 B5 100ml 기획 (+시카에센스 50%용량),cream,true,13933,4.782,13933,1.0000,649,0.0466,1931,0.1386,3826,0.2746,5.281,복합성:1435;건성:913;지성:613;민감성:430;트러블성:280,여름쿨톤:805;쿨톤:771;웜톤:734;봄웜톤:574;가을웜톤:328,잡티:1609;트러블:1215;미백:1007;블랙헤드:528;각질:527,high
prod_oy_a000000189181,브링그린,[수부지토너]브링그린 티트리 시카 수딩 토너 (500ml/250ml),toner,true,12347,4.777,12347,1.0000,1376,0.1114,1524,0.1234,3019,0.2445,2.923,복합성:1232;지성:695;건성:491;트러블성:225;민감성:205,웜톤:745;여름쿨톤:559;쿨톤:524;봄웜톤:382;가을웜톤:276,트러블:1277;잡티:1156;미백:691;블랙헤드:547;각질:507,high
prod_oy_a000000188990,브링그린,[온라인단독|진정SET] 브링그린 티트리 시카 수딩 토너&크림 세트,toner,true,11785,4.801,11785,1.0000,955,0.0810,1329,0.1128,3515,0.2983,2.483,복합성:1370;지성:775;건성:539;민감성:324;트러블성:324,여름쿨톤:793;웜톤:635;쿨톤:575;봄웜톤:552;가을웜톤:393,트러블:1487;잡티:1346;미백:781;블랙헤드:621;각질:563,high
lookfantastic_c6ab9155bf32e6,IT Cosmetics,IT Cosmetics Confidence in a Cream Hydrating Moisturiser 60ml,cream,true,10573,4.625,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.000,,,,high
lookfantastic_5b3eff9c2dc1e9,Caudalie,Caudalie VinoHydra Gel Moisturiser with Hyaluronic Acid & Aloe Vera 60ml,cream,true,10180,4.764,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.000,,,,high
ulta_b026af22094f35,L'Oréal,Revitalift 1.5 % Pure Hyaluronic Acid Serum - 1.0 oz,serum,true,10000,4.584,0,0.0000,0,0.0000,0,0.0000,9,0.0009,0.055,건성:3;복합성:3;중성:2;지성:1,,,high
ulta_07d2c4a0a6b062,IT Cosmetics,Confidence in a Cream Anti-Aging Hydrating Moisturizer - 4.0 oz,cream,true,9999,4.480,0,0.0000,0,0.0000,0,0.0000,119,0.0119,0.999,건성:42;복합성:39;중성:34;지성:4,,,high
ulta_1c0bfba0614f20,IT Cosmetics,Confidence in a Cream Anti-Aging Hydrating Moisturizer - 2.0 oz,cream,true,9999,4.480,0,0.0000,0,0.0000,0,0.0000,119,0.0119,0.999,건성:42;복합성:39;중성:34;지성:4,,,high
ulta_c7a54faeb5a7f1,IT Cosmetics,Confidence in a Cream Anti-Aging Hydrating Moisturizer - 5.0 oz,cream,true,9998,4.480,0,0.0000,0,0.0000,0,0.0000,119,0.0119,0.999,건성:42;복합성:39;중성:34;지성:4,,,high
ulta_d9110aa7e5f06a,IT Cosmetics,Confidence in a Cream Anti-Aging Hydrating Moisturizer - 0.5 oz,cream,true,9998,4.480,0,0.0000,0,0.0000,0,0.0000,119,0.0119,0.999,건성:42;복합성:39;중성:34;지성:4,,,high
ulta_42088735548557,Estée Lauder,Advanced Night Repair Multi-Recovery Complex Serum with Hyaluronic Acid & Peptides - 0.67 oz,serum,true,9979,4.720,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.872,,,,high
ulta_af8b21d236fcfc,Estée Lauder,Advanced Night Repair Multi-Recovery Complex Serum with Hyaluronic Acid & Peptides - 1.7 oz,serum,true,9979,4.720,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.872,,,,high
ulta_bc05c4378e7992,Estée Lauder,Advanced Night Repair Multi-Recovery Complex Serum with Hyaluronic Acid & Peptides - 1.0 oz,serum,true,9979,4.720,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.872,,,,high
ulta_e623180875a1a2,Estée Lauder,Advanced Night Repair Multi-Recovery Complex Serum with Hyaluronic Acid & Peptides - 0.24 oz,serum,true,9979,4.720,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.872,,,,high
ulta_f182bf17479bb4,Estée Lauder,Advanced Night Repair Multi-Recovery Complex Serum with Hyaluronic Acid & Peptides - 3.9 oz,serum,true,9979,4.720,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.872,,,,high
ulta_86660a199f77e4,RODAN + FIELDS,Active Hydration Face Serum With Hyaluronic Acid,serum,true,9972,4.784,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.008,,,,high
lookfantastic_ee5393ff91a147,Caudalie,Caudalie Resveratrol Lift Retinol Alternative Firming Refillable Cashmere Moisturiser 50ml,cream,true,9900,4.795,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.001,,,,high
ulta_f59405e6ad28c2,RODAN + FIELDS,Lash Boost Eyelash Enhancing + Conditioning Serum,serum,true,9821,4.616,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.036,,,,high
ulta_6bf269ffd08931,Philosophy,Hope In A Jar Smooth-Glow Multi-Tasking Moisturizer - 2.0 oz,cream,true,9805,4.624,0,0.0000,0,0.0000,0,0.0000,115,0.0117,0.436,복합성:43;중성:42;건성:23;지성:7,,,high
ulta_a1cd55fa0a0c28,Philosophy,Hope In A Jar Smooth-Glow Multi-Tasking Moisturizer - 0.5 oz,cream,true,9805,4.624,0,0.0000,0,0.0000,0,0.0000,115,0.0117,0.436,복합성:43;중성:42;건성:23;지성:7,,,high
ulta_ee86f53e0e025f,Philosophy,Hope In A Jar Smooth-Glow Multi-Tasking Moisturizer - 4.0 oz,cream,true,9805,4.624,0,0.0000,0,0.0000,0,0.0000,115,0.0117,0.436,복합성:43;중성:42;건성:23;지성:7,,,high
ulta_1fbc0c6a8ab4d3,Philosophy,Dose of Wisdom Bouncy Skin Reactivating Serum,serum,true,9803,4.623,0,0.0000,0,0.0000,0,0.0000,115,0.0117,0.436,복합성:43;중성:42;건성:23;지성:7,,,high
lookfantastic_5860a3e69c8849,Caudalie,Caudalie Resveratrol Lift Instant Firming Refillable Retinol Alternative Serum 30ml,serum,true,9705,4.767,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.002,,,,high
dermstore_24ae9e30e53928,CeraVe,CeraVe Daily Moisturizing Lotion (12 fl. oz.),lotion,true,9570,4.717,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.001,,,,high
ulta_847284d6810b4f,DIME,Eyelash Boost Serum with Peptides,serum,true,9269,4.614,0,0.0000,0,0.0000,0,0.0000,4,0.0004,0.104,중성:2;복합성:1;지성:1,,,high
prod_oy_a000000255620,메디큐브,[1등미백앰플]메디큐브 PDRN 핑크 펩타이드 앰플 30ml 리필기획(+리필팩50ml+거울키링),serum,true,9142,4.738,9142,1.0000,1449,0.1585,935,0.1023,1857,0.2031,3.234,복합성:670;건성:520;지성:286;민감성:157;트러블성:122,여름쿨톤:455;쿨톤:322;웜톤:320;봄웜톤:307;가을웜톤:175,잡티:695;트러블:574;미백:558;블랙헤드:296;각질:288,high
ulta_2d30a37f483a86,MAËLYS,B-FLAT Belly Firming Cream,cream,true,9091,4.712,0,0.0000,0,0.0000,0,0.0000,22,0.0024,0.459,중성:10;건성:5;복합성:4;지성:3,,,high
prod_oy_a000000246781,라운드랩,[더블기획/트러블쏙] 라운드랩 소나무 진정 시카 앰플 30ml 리필기획 (+30ml 리필+마스크+스티커 모음),serum,true,9085,4.770,9085,1.0000,1001,0.1102,962,0.1059,2642,0.2908,1.584,복합성:945;건성:579;지성:527;민감성:242;트러블성:201,여름쿨톤:598;봄웜톤:475;쿨톤:434;웜톤:432;가을웜톤:266,트러블:1202;잡티:971;미백:662;블랙헤드:421;각질:336,high
prod_oy_a000000243435,메디큐브,[연어PDRN/미백천재앰플] 메디큐브 PDRN 핑크 펩타이드 앰플 30ml 기획(앰플10ml+수분크림 10ml),serum,true,9046,4.736,9046,1.0000,1448,0.1601,919,0.1016,1830,0.2023,2.209,복합성:658;건성:512;지성:282;민감성:155;트러블성:122,여름쿨톤:451;쿨톤:317;웜톤:315;봄웜톤:302;가을웜톤:174,잡티:691;트러블:568;미백:554;블랙헤드:292;각질:280,high
ulta_784c7cf9980b9c,Babe Original,Essential Lash Serum - 4mL,serum,true,9011,4.510,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.035,,,,high
ulta_dc262e79bc8099,Babe Original,Essential Lash Serum - 2mL,serum,true,9009,4.509,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.035,,,,high
ulta_fa2321cc303a11,Babe Original,Essential Lash Serum - 1mL,serum,true,9009,4.509,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.035,,,,high
prod_oy_a000000188065,디오디너리,[대용량]디오디너리 나이아신아마이드 10% + 징크 1% 120ml,serum,true,8913,4.623,8913,1.0000,1239,0.1390,1156,0.1297,2768,0.3106,5.538,복합성:1081;지성:575;건성:484;민감성:285;트러블성:214,여름쿨톤:583;웜톤:561;쿨톤:519;봄웜톤:395;가을웜톤:265,잡티:1085;트러블:1024;미백:776;블랙헤드:468;각질:402,high
prod_oy_a000000247770,아누아,[수지세럼] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30ml 더블 기획,serum,true,8478,4.775,8478,1.0000,1844,0.2175,1055,0.1244,2385,0.2813,4.852,복합성:963;건성:588;지성:341;민감성:233;트러블성:112,여름쿨톤:496;쿨톤:491;웜톤:427;봄웜톤:369;가을웜톤:267,잡티:1030;트러블:696;미백:648;각질:363;블랙헤드:361,high
prod_oy_a000000183731,VT,[모공에센스] VT 리들샷 100 에센스 50ml (+리들샷 300 1ml*3ea기획 / 단품),serum,true,8408,4.729,8408,1.0000,1071,0.1274,948,0.1127,2729,0.3246,0.901,복합성:1113;건성:611;지성:440;민감성:262;트러블성:176,웜톤:569;여름쿨톤:556;쿨톤:497;봄웜톤:427;가을웜톤:281,잡티:1127;트러블:886;미백:848;각질:433;블랙헤드:420,high
prod_oy_a000000206904,라로슈포제,라로슈포제 시카플라스트 밤 B5+ 100ml 기획 (+3ml 추가증정),cream,true,8125,4.780,8125,1.0000,385,0.0474,1180,0.1452,2449,0.3014,4.632,복합성:984;건성:565;민감성:305;지성:289;트러블성:179,쿨톤:568;웜톤:529;여름쿨톤:450;봄웜톤:318;가을웜톤:219,잡티:1035;트러블:916;미백:649;민감성:320;각질:319,high
lookfantastic_619a9a3bd0ec82,Elizabeth Arden,Elizabeth Arden Advanced Ceramide Lift and Firm Night Cream 50ml,cream,true,8096,4.590,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.000,,,,high
prod_oy_a000000243074,라네즈,[속보습/화잘먹] 라네즈 크림스킨 170ml 기획,toner,true,7993,4.807,7993,1.0000,611,0.0764,1140,0.1426,2421,0.3029,2.375,복합성:917;건성:780;민감성:259;지성:231;트러블성:99,웜톤:549;쿨톤:479;여름쿨톤:452;봄웜톤:406;가을웜톤:200,잡티:943;트러블:655;미백:641;각질:388;블랙헤드:385,high
ulta_67ba3fc1cbce71,e.l.f. Cosmetics,Camo CC Cream - Light 210 N,cream,true,7978,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_7be42ac387bd05,e.l.f. Cosmetics,Camo CC Cream - Rich 620 W,cream,true,7978,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_7ec0fc3fffb84b,e.l.f. Cosmetics,Camo CC Cream - Tan 415 C,cream,true,7978,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_833b0b4c250832,e.l.f. Cosmetics,Camo CC Cream - Medium 370 N,cream,true,7978,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_9380edf67862b6,e.l.f. Cosmetics,Camo CC Cream - Fair 120 N,cream,true,7978,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_c702c81b3c3d7c,e.l.f. Cosmetics,Camo CC Cream - Medium 330 W,cream,true,7978,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_f085a37faf32c0,e.l.f. Cosmetics,Camo CC Cream - Light 240 W,cream,true,7978,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_f51408d19b381c,e.l.f. Cosmetics,Camo CC Cream - Deep 560 C,cream,true,7978,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_126f03c79b6d1c,e.l.f. Cosmetics,Camo CC Cream - Fair 150 C,cream,true,7977,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_208e4cfd4030a9,e.l.f. Cosmetics,Camo CC Cream - Medium 355 W,cream,true,7977,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_39cc753e99839a,e.l.f. Cosmetics,Camo CC Cream - Light 280 N,cream,true,7977,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_3cd319ae074a50,e.l.f. Cosmetics,Camo CC Cream - Fair 125 C,cream,true,7977,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_3ebdccd0f5d076,e.l.f. Cosmetics,Camo CC Cream - Deep 500 W,cream,true,7977,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_49e3a8af672ddf,e.l.f. Cosmetics,Camo CC Cream - Light 205 C,cream,true,7977,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
ulta_5d0fb1f8147ca8,e.l.f. Cosmetics,Camo CC Cream - Medium 310 C,cream,true,7977,4.118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.320,,,,high
prod_oy_a000000200646,브링그린,[7월올영픽/3일진정세럼]브링그린 징크테카 트러블 세럼 (대용량/기획),serum,true,7771,4.688,7771,1.0000,797,0.1026,805,0.1036,2398,0.3086,3.052,복합성:893;지성:544;건성:396;트러블성:255;민감성:224,여름쿨톤:568;쿨톤:416;봄웜톤:390;웜톤:346;가을웜톤:286,트러블:1166;잡티:951;미백:506;블랙헤드:389;각질:385,high
ulta_25dd43feb66a04,Clarins,DOUBLE SERUM Age-Defying Concentrate - 1.7 oz,serum,true,7701,4.465,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.141,,,,high
ulta_ff1032a50fa3de,Clarins,DOUBLE SERUM Age-Defying Concentrate - 1.0 oz,serum,true,7679,4.464,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.142,,,,high
ulta_c30dde2a18753e,Clarins,DOUBLE SERUM Age-Defying Concentrate - 2.5 oz,serum,true,7558,4.462,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.142,,,,high
prod_oy_a000000219751,라운드랩,[집중진정] 라운드랩 소나무 진정 시카 앰플 30ml 기획 (+토너 20ml),serum,true,7388,4.765,7388,1.0000,906,0.1226,797,0.1079,2145,0.2903,0.860,복합성:758;건성:468;지성:437;민감성:199;트러블성:170,여름쿨톤:475;봄웜톤:375;쿨톤:370;웜톤:368;가을웜톤:217,트러블:970;잡티:801;미백:534;블랙헤드:350;각질:268,high
prod_oy_a000000156230,에스네이처,[1등 모공 수분천재크림] 에스네이처 아쿠아 스쿠알란 수분크림 60ml 기획(60ml+30ml),cream,true,7343,4.741,7343,1.0000,934,0.1272,955,0.1301,2248,0.3061,1.763,복합성:999;건성:482;지성:337;민감성:218;트러블성:117,웜톤:443;여름쿨톤:430;쿨톤:418;봄웜톤:386;가을웜톤:219,잡티:883;트러블:751;미백:621;블랙헤드:380;각질:338,high
ulta_f9f8f1c06f1d35,Cetaphil,Healthy Renew Purified Peptides Night Cream,cream,true,7308,4.374,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.039,,,,high
lookfantastic_ddacc8e5c57382,Elizabeth Arden,Elizabeth Arden Advanced Ceramide Capsules Daily Youth Restoring Face Serum (60 Capsules),serum,true,7230,4.607,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.000,,,,high
ulta_19d0ead428d758,Kiehl's Since 1851,Ultra Facial Cream with Squalane - 0.95 oz,cream,true,7194,4.674,0,0.0000,0,0.0000,0,0.0000,24,0.0033,0.711,건성:9;복합성:9;중성:6,,,high
ulta_1f1107f933fbfc,Kiehl's Since 1851,Ultra Facial Cream with Squalane - 1.7 oz,cream,true,7194,4.674,0,0.0000,0,0.0000,0,0.0000,24,0.0033,0.711,건성:9;복합성:9;중성:6,,,high
ulta_58b1241fadec43,Kiehl's Since 1851,Ultra Facial Cream with Squalane - 8.5 oz,cream,true,7194,4.674,0,0.0000,0,0.0000,0,0.0000,24,0.0033,0.711,건성:9;복합성:9;중성:6,,,high
ulta_64378878feca73,Kiehl's Since 1851,Ultra Facial Cream with Squalane - 4.2 oz,cream,true,7194,4.674,0,0.0000,0,0.0000,0,0.0000,24,0.0033,0.712,건성:9;복합성:9;중성:6,,,high
ulta_b48cb9c4f476dc,Kiehl's Since 1851,Ultra Facial Cream with Squalane - 5.0 oz (Refill),cream,true,7194,4.674,0,0.0000,0,0.0000,0,0.0000,24,0.0033,0.712,건성:9;복합성:9;중성:6,,,high
prod_oy_a000000219716,파티온,[단독기획/5겹장벽크림] 파티온 노스카나인 트러블 크림 45ml 기획(+5ml+세럼 5ml),cream,true,7151,4.789,7151,1.0000,1605,0.2244,805,0.1126,2241,0.3134,1.447,복합성:786;지성:453;민감성:321;건성:304;트러블성:289,쿨톤:479;웜톤:464;여름쿨톤:437;봄웜톤:347;가을웜톤:207,트러블:987;잡티:954;미백:545;블랙헤드:331;각질:306,high
prod_oy_a000000226086,바이오더마,바이오더마 하이드라비오 에센스로션 200ml 기획(+안개분사 미스트 증정),serum,true,7062,4.800,7062,1.0000,486,0.0688,723,0.1024,2078,0.2943,3.165,복합성:868;건성:503;지성:304;민감성:194;트러블성:107,쿨톤:424;여름쿨톤:413;웜톤:388;봄웜톤:336;가을웜톤:194,잡티:777;트러블:640;미백:525;각질:366;블랙헤드:328,high
prod_oy_a000000226553,브링그린,[수부지크림/유수분밸런스] 브링그린 티트리 시카 수딩 크림 플러스 100ml (2입/단품),cream,true,6962,4.788,6962,1.0000,522,0.0750,707,0.1016,2015,0.2894,5.431,복합성:763;지성:447;건성:307;민감성:205;트러블성:185,여름쿨톤:515;쿨톤:375;웜톤:323;봄웜톤:290;가을웜톤:233,트러블:854;잡티:765;미백:427;각질:332;블랙헤드:329,high
prod_oy_a000000255324,아누아,[수지 PICK/한정기획] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30ml 더블기획 (+피디알엔 마스크 1매),serum,true,6855,4.761,6855,1.0000,1288,0.1879,955,0.1393,1878,0.2740,7.449,복합성:759;건성:468;지성:276;민감성:180;트러블성:79,쿨톤:396;여름쿨톤:390;웜톤:322;봄웜톤:289;가을웜톤:222,잡티:791;트러블:544;미백:497;각질:301;블랙헤드:301,high
prod_oy_a000000189837,넘버즈인,[흔적미백] 넘버즈인 5번 글루타치온C 흔적 앰플 30ml+30ml 듀오기획,serum,true,6682,4.686,6682,1.0000,892,0.1335,949,0.1420,2083,0.3117,3.361,복합성:856;건성:544;지성:289;민감성:204;트러블성:108,여름쿨톤:424;웜톤:389;쿨톤:383;봄웜톤:312;가을웜톤:224,잡티:962;미백:762;트러블:640;각질:261;주름:249,high
ulta_6bf4e4b6b3f034,Neutrogena,Hydro Boost Water Gel - 0.5 oz,cream,true,6611,4.547,0,0.0000,0,0.0000,0,0.0000,2,0.0003,0.632,건성:1;지성:1,,,high
ulta_8eec245ce199a3,Neutrogena,Hydro Boost Water Gel - 1.7 oz,cream,true,6611,4.547,0,0.0000,0,0.0000,0,0.0000,2,0.0003,0.632,건성:1;지성:1,,,high
lookfantastic_15eef29faf9928,Caudalie,Caudalie Vinopure Natural Salicylic Acid Pore Minimising Serum 30ml,serum,true,6559,4.774,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.000,,,,high
ulta_6384617c4370a3,Nioxin,Age Defense Serum,serum,true,6352,4.349,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1.717,,,,high
ulta_81144759a31410,Nioxin,Night Density Rescue Serum,serum,true,6349,4.349,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1.717,,,,high
lookfantastic_c4ebb527498c1c,Caudalie,Caudalie Premier Cru Anti-Aging Serum with Niacinamide and Hyaluronic Acid 30ml,serum,true,6339,4.778,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.000,,,,high
prod_oy_a000000216511,넘버즈인,[대용량+크림증정] 넘버즈인 1번 판토텐산 수딩세럼 80ml 기획 (+크림 15ml),serum,true,6321,4.718,6321,1.0000,588,0.0930,595,0.0941,1900,0.3006,5.962,복합성:746;지성:421;건성:328;민감성:168;트러블성:136,여름쿨톤:507;봄웜톤:343;쿨톤:305;웜톤:223;가을웜톤:200,트러블:832;잡티:652;미백:433;블랙헤드:325;각질:304,high
dermstore_f2bcd84f9ab441,SK-II,SK-II Facial Treatment Essence (2.5 oz),serum,true,6200,4.381,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.004,,,,high
prod_oy_a000000257827,라로슈포제,[7월 올영픽] 라로슈포제 시카플라스트 멀티 리페어 크림 100ml (+시카에센스 7.5ml),cream,true,6189,4.748,6189,1.0000,359,0.0580,830,0.1341,1844,0.2979,3.648,복합성:699;지성:371;건성:343;민감성:233;트러블성:128,웜톤:381;쿨톤:375;여름쿨톤:362;봄웜톤:293;가을웜톤:148,잡티:778;트러블:610;미백:535;블랙헤드:263;각질:248,high
lookfantastic_0873ef2045d722,Elizabeth Arden,Elizabeth Arden Advanced Ceramide Lift and Firm Day Cream 50ml,cream,true,6181,4.497,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.000,,,,high
ulta_450bba04ef44a7,Grande Cosmetics,GrandeLASH-MD Lash Enhancing Serum - 0.07 oz,serum,true,6175,4.451,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1.070,,,,high
ulta_78ed8137b465f5,Grande Cosmetics,GrandeLASH-MD Lash Enhancing Serum - 0.03 oz,serum,true,6175,4.451,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1.070,,,,high
ulta_1a430bdda9f532,Grande Cosmetics,GrandeLASH-MD Lash Enhancing Serum (6 Month Supply),serum,true,6166,4.453,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1.068,,,,high
ulta_29fc6c6996d9f2,The Ordinary,Niacinamide 10% + Zinc 1% Serum for Oily Skin - 1.0 oz,serum,true,5980,4.211,0,0.0000,0,0.0000,0,0.0000,197,0.0329,3.234,복합성:85;중성:41;지성:37;건성:34,,,high
lookfantastic_33b050c881c7a9,Sol de Janeiro,Sol de Janeiro Bom Dia Bright Cream 240ml,cream,true,5940,4.816,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0.004,,,,high
ulta_e0390bdea8b966,e.l.f. Cosmetics,Holy Hydration! Triple Bounce Serum,serum,true,5932,4.606,0,0.0000,0,0.0000,0,0.0000,12,0.0020,0.134,복합성:9;건성:2;중성:1,,,high
prod_oy_a000000231894,아누아,[수지세럼] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획세트 (+크림 30ml),serum,true,5875,4.756,5875,1.0000,1126,0.1917,764,0.1300,1719,0.2926,5.314,복합성:688;건성:431;지성:247;민감성:166;트러블성:80,여름쿨톤:363;쿨톤:362;웜톤:298;봄웜톤:253;가을웜톤:201,잡티:738;트러블:508;미백:468;블랙헤드:271;각질:269,high
ulta_651bdff610bf2c,Elizabeth Arden,Hyaluronic Acid + Peptides Ceramide Capsules Hydra-Plumping Serum - 90 ct,serum,true,5871,4.574,0,0.0000,0,0.0000,0,0.0000,23,0.0039,0.732,복합성:9;건성:8;중성:4;지성:2,,,high
ulta_b47bc12a9a1615,Elizabeth Arden,Hyaluronic Acid + Peptides Ceramide Capsules Hydra-Plumping Serum - 60 ct,serum,true,5871,4.574,0,0.0000,0,0.0000,0,0.0000,23,0.0039,0.732,복합성:9;건성:8;중성:4;지성:2,,,high
ulta_bac37635625976,Elizabeth Arden,Hyaluronic Acid + Peptides Ceramide Capsules Hydra-Plumping Serum - 30 ct,serum,true,5871,4.574,0,0.0000,0,0.0000,0,0.0000,23,0.0039,0.732,복합성:9;건성:8;중성:4;지성:2,,,high
ulta_0cca783cbb8448,Elizabeth Arden,Retinol + HPR Ceramide Capsules Rapid Skin Renewing Serum - 30 ct,serum,true,5869,4.574,0,0.0000,0,0.0000,0,0.0000,23,0.0039,0.732,복합성:9;건성:8;중성:4;지성:2,,,high
ulta_2d525fc0f23f9a,Elizabeth Arden,Retinol + HPR Ceramide Capsules Rapid Skin Renewing Serum - 60 ct,serum,true,5869,4.574,0,0.0000,0,0.0000,0,0.0000,23,0.0039,0.732,복합성:9;건성:8;중성:4;지성:2,,,high
ulta_d34295a84af7c2,Elizabeth Arden,Retinol + HPR Ceramide Capsules Rapid Skin Renewing Serum - 90 ct,serum,true,5869,4.574,0,0.0000,0,0.0000,0,0.0000,23,0.0039,0.732,복합성:9;건성:8;중성:4;지성:2,,,high
ulta_35654ba37a1d96,L'Oréal,Age Perfect Cell Renewal Midnight Cream,cream,true,5850,4.580,0,0.0000,0,0.0000,0,0.0000,8,0.0014,0.098,건성:4;복합성:3;중성:1,,,high
