ingredient_id,name_ko,name_en,description,source_url
adenosine,아데노신,Adenosine,A군 canonical 단일 성분,
aha,AHA,Alpha Hydroxy Acids,글라이콜릭 락틱 만델릭 등 AHA 산 계열,
allantoin,알란토인,Allantoin,A군 canonical 단일 성분,
arbutin,알부틴,Arbutin,알파-알부틴은 별도 검토,
ascorbic_acid,비타민C,Ascorbic Acid,순수 L-ascorbic acid 기준이며 유도체 제외,
beta_glucan,베타-글루칸,Beta-Glucan,B군 followup canonical family. 베타-글루칸 및 효모 베타-글루칸 계열 보습·장벽 근거.,https://pubmed.ncbi.nlm.nih.gov/33128496/
bisabolol,비사보롤,Bisabolol,알파-비사보롤 동의어 포함,
centella_asiatica,센텔라/병풀,Centella Asiatica Extracts,병풀 추출물 계열이며 분리 정제 triterpene은 제외,
ceramides,세라마이드,Ceramides,NP AP EOP NS NG AS 등 세라마이드 하위형 포함,
cholesterol_fatty_acids,콜레스테롤/지방산,Cholesterol / Fatty Acids,피부장벽 지질인 콜레스테롤과 free fatty acid 계열,
colloidal_oatmeal,콜로이달오트밀,Colloidal Oatmeal,귀리 추출물과 오트 펩타이드는 제외,
dimethicone,디메치콘,Dimethicone,다이메티콘 표준명과 구명칭 디메치콘 포함,
dipotassium_glycyrrhizate,다이포타슘글리시리제이트,Dipotassium Glycyrrhizate,B군 followup canonical 단일 성분. 감초 유래 항염·진정 성분.,https://pubmed.ncbi.nlm.nih.gov/40735556/
glutathione,글루타티온,Glutathione,B군 batch1 canonical 단일 성분. topical oxidized glutathione 미백 RCT 근거.,https://pmc.ncbi.nlm.nih.gov/articles/PMC4207440/
glycerin,글리세린,Glycerin,A군 canonical 단일 성분,
green_tea,녹차,Green Tea,Camellia sinensis 잎 추출물 중심,
hyaluronic_acid,히알루론산,Hyaluronic Acid,하이알루로닉애씨드와 주요 하이알루로네이트 염 포함,
ing_pending_00010f591093,클로로제닉애씨드,,,
ing_pending_0008604410c1,타임꽃/잎추출물,,,
ing_pending_0010929c38f9,상황버섯추출물,,,
ing_pending_001dfc2333af,삼색제비꽃추출물,,,
ing_pending_0036a4c14fd7,베타인살리실레이트,Salicylic Acid,모공 속 각질·피지를 녹이는 지용성 BHA,https://www.incidecoder.com/ingredients/salicylic-acid
ing_pending_00426d901628,카프릴로일살리실릭애씨드소듐하이알루로네이트크로스폴리머,,,
ing_pending_004c5a59614b,영지버섯줄기추출물,,,
ing_pending_0058d88443b3,트라이메틸펜탄다이올/아디픽애씨드/글리세린크로스폴리머,,,
ing_pending_006df1172a80,세라마이드엔피,Ceramide NP,피부 장벽 구성 지질,https://www.incidecoder.com/ingredients/ceramide
ing_pending_0072d0dc90cd,에스에이치-폴리펩타이드-138,,,
ing_pending_007d5a869119,C13-14이소파라핀,,,
ing_pending_00883b68c2d3,트라이에톡시카프릴릴실레인,,,
ing_pending_008dad0ca513,토코페롤1,,,
ing_pending_0096563e04ea,콜레스테롤,,,
ing_pending_00a29d3f049b,변성옥수수전분,,,
ing_pending_00a50002a1cb,포타슘하이드록사이드,,,
ing_pending_00d2c1d23f56,아스코빅애씨드,Ascorbic Acid,미백·항산화 대표 성분,https://www.incidecoder.com/ingredients/vitamin-c
ing_pending_00d6e2602636,하이드록시페닐프로파미도벤조익애씨드,,,
ing_pending_00ee47aac7b6,병풀입추출물,,,
ing_pending_00f4fda98545,코직다이팔미테이트,,,
ing_pending_00fd57a2085f,폴리포스포릴콜린글라이콜아크릴레이트,,,
ing_pending_01091df83fce,하이드록시프로필비스라우라마이드엠이에이,,,
ing_pending_01200e9e6c4a,울트라,,,
ing_pending_012491c9c708,서양산사자열매추출물,,,
ing_pending_012557fe500d,다이메티콘/피이지-10/15크로스폴리머,,,
ing_pending_0133a6f1f991,하이드롤라이즈드하이알루로닉애씨드,,,
ing_pending_0145ff974490,황련추출물프리메이진정한수분크림:정제수,,,
ing_pending_01584e8c74dd,약모밀소포,,,
ing_pending_015ee4c9be16,하이드로제네이티드에틸헥실올리베이트,,,
ing_pending_017473be1139,아밀로오스,,,
ing_pending_019253bdb9b0,호두오일,,,
ing_pending_01992f4820db,헥세닐아세테이트,,,
ing_pending_019a332ed153,페녹시에탄올,,,
ing_pending_019f658116a9,아세테이트,,,
ing_pending_01bce62b2ad1,세테스-24,,,
ing_pending_01c65b4c97ee,하이드롤라이즈드기장,,,
ing_pending_01ca2d5bb5e0,징크피씨에이징크로서,Zinc PCA,피지·여드름 보조 목적의 징크 PCA 계열 성분,https://www.incidecoder.com/ingredients/zinc-pca
ing_pending_01d836d90764,블랙멀베리뿌리추출물,,,
ing_pending_01fb26b2c536,해수,,,
ing_pending_021cc69ebd18,하이드록시프로필트라이모늄하이알루네이트,,,
ing_pending_022018f3ba50,트라이베헤닌,,,
ing_pending_0228b54dcb71,에톡시다이글라이콜,,,
ing_pending_022ba0bd2229,센티드제라늄추출물,,,
ing_pending_023446d5a3c9,신양벚나무열매즙,,,
ing_pending_023e736fc883,멕시칸치아씨추출물,,,
ing_pending_02724747e84a,펜타에리스리틸테트라이소스테아레이트,,,
ing_pending_0274383abfac,등색205호,,,
ing_pending_027e7931ab21,피이지-60글리세릴아이소스테아레이트,,,
ing_pending_029721eff1b6,마트리카리아꽃오일,,,
ing_pending_02c810ed0c7d,알로에베라잎즙,,,
ing_pending_02d3f3a17f56,하이드로제네이티드포스파티딜클린,,,
ing_pending_02e6e6ee4b0a,인삼수,,,
ing_pending_0304a3069d79,붉나무충영추출물,,,
ing_pending_0305623135ed,세타아릴알코올,,,
ing_pending_030a99b298b4,염소유추출물,,,
ing_pending_0327f25d7516,모르티에렐라오일,,,
ing_pending_032aea49d3a4,실리카실릴레이트,,,
ing_pending_0343d61746ec,피브로넥틴,,,
ing_pending_0348c4c6b3d1,하이드롤라이즈드밀단백질,,,
ing_pending_034bb2d80473,콩추출물,,,
ing_pending_0376ad2eec58,프리클리페어추출물,,,
ing_pending_037b1f6788fb,왕질경이잎추출물,,,
ing_pending_038de7b7ba77,쓴풀추출물,,,
ing_pending_0397fb017a11,소듐카라기난,,,
ing_pending_03b2d3fcc0cb,라우레스-7,,,
ing_pending_03ccb92f0e23,N-하이드록시석신이미드,,,
ing_pending_03cf148f1176,토코페롤,,,
ing_pending_03d3c997ce27,"1,2-헥산다이올",,,
ing_pending_03e8d426114a,아쿠아세럼정제수,,,
ing_pending_03ed5e459d80,하이드로제네이티드팜글리세라이즈시트레이트프로-콜라겐플러스크림정제수,,,
ing_pending_03f97fe63cc6,만델릭애씨드,Glycolic Acid,표면 각질·광노화를 개선하는 AHA(글라이콜릭산),https://www.incidecoder.com/ingredients/glycolic-acid
ing_pending_03fa040118f1,피이지-11메틸에터다이메티콘,,,
ing_pending_0400d1c04ea9,소듐디엔에이,,,
ing_pending_0432a2b368b9,리솔레시틴,,,
ing_pending_04583afb864b,펜타에리스리틸테트라에틸헥사노에이트,,,
ing_pending_0481e9205b72,소듐폴리글루타메이트,,,
ing_pending_04a23a9b0b1a,다이펩타이드-,,,
ing_pending_04a9810e0e7c,알지닉애씨드,,,
ing_pending_04b77a0b079b,에톡시다이글라이콜,,,
ing_pending_04c695db8237,병풀잎추출물,Centella Asiatica Extract,진정·장벽 병풀 추출물,https://www.incidecoder.com/ingredients/centella
ing_pending_04d5b452c1bb,수용성콜라겐,,,
ing_pending_04e3141c58bb,황금추출물,,,
ing_pending_04f6caf79cdc,펜타에리스리틸테트라카프릴레이트/테트라카프레이트,,,
ing_pending_04f8130a683c,갈로일펜타펩타이드-33,,,
ing_pending_04ff1a26b879,C12-15파레스-12,,,
ing_pending_0501f5dbc161,토마토추출물,,,
ing_pending_050b52552988,C13-14알케인,,,
ing_pending_050df1908328,펩타이드,,,
ing_pending_0514d6c0d952,미리스토일펜타펩타이드-17,,,
ing_pending_054c3f0d479d,티이에이-라우릴설페이트,,,
ing_pending_0558a1001496,키토산,,,
ing_pending_0558bcba5c49,징크옥사이드CI77947,,,
ing_pending_0577cec121ac,아이소헥사데칸,,,
ing_pending_057d98fabe49,소듐글루타메이트,,,
ing_pending_0596391c6bd1,다이소듐석시네이트,,,
ing_pending_05a43f022bb2,향료에멀전정제수,,,
ing_pending_05afd3b53c16,잔탄검/크림정제수,,,
ing_pending_05c47fd25676,록샘파이어추출물,,,
ing_pending_05cc28a734c4,터피네올,,,
ing_pending_05ccc09b3e91,아이소세틸미리스테이트,,,
ing_pending_05d1ab8b2e9e,C14-22알코올,,,
ing_pending_05e4bb55702a,검은서양송로추출물,,,
ing_pending_0602b4155bd6,팔각회향추출물,,,
ing_pending_0603fc1776f0,향료,,,
ing_pending_061060a3f8d2,클로렐라불가리스추출물,,,
ing_pending_06242a2246a4,비터아몬드커넬오일,,,
ing_pending_063c34e5c5e9,피브이엠/엠에이코폴리머젤크림정제수,,,
ing_pending_063e1895875b,소듐라우로일글루타메이트,,,
ing_pending_063e431a2545,하이드롤라이즈드하이알루로닉애씨드,,,
ing_pending_064ae7aaddba,피키아발효용해여과물,,,
ing_pending_065fa30fb75f,글리세릴카프릴레이트/카프레이트,,,
ing_pending_067f4f3fd141,소듐아세틸레이티드하이알루로네이트골드세럼정제수,,,
ing_pending_068f58578fd3,벤조트라이아졸릴도데실p-크레솔,,,
ing_pending_069022b5c57a,마카뿌리추출물,,,
ing_pending_069d47c6f140,징크피씨에이,,피지 조절 보조 아연 화합물,
ing_pending_069d7f84b9dc,유럽밤추출물,,,
ing_pending_06b4b9575220,아데노신주름개선,,,
ing_pending_06b5fb8e1ba1,살몬케어링센텔라크림병풀잎수,,,
ing_pending_06c2baef3226,트라이부틸시트레이트,,,
ing_pending_06c6463575fa,유채씨오일,,,
ing_pending_06cc401afeb7,니아울리나무잎오일,,,
ing_pending_06cd45dfe58f,하수오뿌리추출물,,,
ing_pending_06cfb5a0235c,수국잎추출물,,,
ing_pending_06f0d1276748,잇꽃씨오일,,,
ing_pending_06f9b635c940,페닐다이메티콘,,,
ing_pending_06fc16c9c007,바륨설페이트,,,
ing_pending_0722f5e30e67,코카마이드메틸엠이에이,,,
ing_pending_073257bb381c,적색202호,,,
ing_pending_0732a47a9916,에난티아클로란타껍질추출물,,,
ing_pending_073ad8651392,마데카식애씨드,,,
ing_pending_077041e28fad,효모/녹차발효여과물,,,
ing_pending_0774a61ade06,해바라기씨드케이크,,,
ing_pending_078339257780,파네솔,,,
ing_pending_0787f81dd1fd,하이드로제네이티드올리브오일데실에스터,,,
ing_pending_078f1b53ba0b,토마토수,,,
ing_pending_07a648d61346,엑토인,,,
ing_pending_07c2116009ca,장미추출물0.0025mg,,,
ing_pending_07d65d4d9193,피피지-24-글리세레스-24,,,
ing_pending_07e847d81028,베르가모트껍질오일,,,
ing_pending_07e868c9ddbe,디엔에이PDRN,,,
ing_pending_07ef9fbbf2fc,피리독신에이치씨엘,,,
ing_pending_07f7d4cc8f57,편백잎추출물,,,
ing_pending_0817d85d68a1,녹색202호,,,
ing_pending_081c6ae927f7,벤조페논-4,,,
ing_pending_082e88c0d23c,폴리솔베이트40,,,
ing_pending_08353aa09044,유제놀,,,
ing_pending_083feff66e0c,사철쑥추출물,,,
ing_pending_085605eed172,가시오가피추출물,,,
ing_pending_086062c53ffd,연꽃잎추출물,,,
ing_pending_08652934eec9,다이카프릴릴에테르,,,
ing_pending_0876cdcfa2fc,트라이올레인,,,
ing_pending_08a421efce15,소듐리보플라빈포스페이트,,,
ing_pending_08c08a76fb2b,빌베리열매추출물,,,
ing_pending_08c95ae63778,라즈베리씨오일,,,
ing_pending_08dcb9e7bfe5,카프릴릭/카프릭글리세라이즈,,,
ing_pending_08de0bf6dfcf,이미다졸리디닐우레아,,,
ing_pending_08df9443d38b,은행나무잎추출물0.005mg,,,
ing_pending_08e230f848b1,시트릭애씨드,,,
ing_pending_08f4226fb913,로즈마리잎추출물,,,
ing_pending_090e21ea7105,자일로글루칸,,,
ing_pending_091bc564e4c0,콥티스뿌리추출물,,,
ing_pending_0920242dde4a,하이드롤라이즈드오크라추출물,,,
ing_pending_092153281112,버지니아풍년화추출물,,,
ing_pending_09258fa86b32,스쿠알란,Squalane,에몰리언트 보습 보조 오일,https://www.incidecoder.com/ingredients/squalane
ing_pending_0927728e2e0e,코토니추출물,,,
ing_pending_09345c36012a,미역추출물,,,
ing_pending_0939002b4227,글라이콜스테아레이트에스이,,,
ing_pending_093e68346538,얌빈뿌리추출물,,,
ing_pending_094662d00b1e,감국꽃추출물,,,
ing_pending_094eed462fdf,효모/쌀겨발효물,,,
ing_pending_09652b8a6c67,팔미토일헥사펩타이드-,,,
ing_pending_096d402aa753,아세틸글루타민,,,
ing_pending_0982831d9f88,락틱애씨드/글라이콜릭애씨드코폴리머,,,
ing_pending_0983c3297ba4,아이소스테아릴네오펜타노에이트,,,
ing_pending_098f993783a9,세테스-5,,,
ing_pending_0990787170ac,테트라하이드로비스디메톡시다이페룰로일메탄,,,
ing_pending_09923e1b6d22,잔탄검01ES019V4,,,
ing_pending_0993f00c70bb,오렌지추출물,,,
ing_pending_0998c91134ec,C12-18애씨드트라이글리세라이드,,,
ing_pending_09a172b61315,다이메틸페네틸아세테이트,,,
ing_pending_09a6be75fd03,은행추출물,,,
ing_pending_09a8f6cd2198,작약뿌리추출물,,,
ing_pending_09c722ccb6a7,센티드제라늄꽃오일,,,
ing_pending_09c8755f9e28,레몬밤잎추출물,,,
ing_pending_09d070b7dd05,비스-피이지/피피지-20/5피이지/피피지-20/5다이메티콘,,,
ing_pending_09f005b5f63f,멜라닌,,,
ing_pending_09fb67cd8f12,트리스테트라메틸하이드록시피페리딘올시트레이트,,,
ing_pending_0a17f10aa94c,미네랄오일,Petrolatum,폐색성 보습·장벽 보호(정제등급 확인),https://www.incidecoder.com/ingredients/petrolatum
ing_pending_0a21334c400a,대추추출물,,,
ing_pending_0a559bd81f1e,하늘타리뿌리추출물,,,
ing_pending_0a5f9a97b63b,효모/마그네슘발효물,,,
ing_pending_0a714f3b28df,하이드로제네이티드올리브오일검화물,,,
ing_pending_0a7736a9f8a4,"카퍼트라이펩타이드-1,1-메틸하이단토인-2-이미드",,,
ing_pending_0a914c640ac0,칼슘클로라이드셀룰러워터미스트정제수,,,
ing_pending_0a9533d54494,서양산딸기추출물,,,
ing_pending_0a973aca5afd,팔미토일트라이펩타이드-5,,,
ing_pending_0a9c145fa80c,리날룰,,,
ing_pending_0a9d4934f77d,트,,,
ing_pending_0ad133d4ea3c,소듐폴리감마-글루타메이트,,,
ing_pending_0ad3242d5b9a,하이드록시에칠아크릴레이트/소듐아크릴로일디메칠타우레이트코폴리머,,,
ing_pending_0ad9008fdcc7,레몬그라스잎오일,,,
ing_pending_0adf7097bd9a,트라이메틸펜타페닐트라이실록세인,,,
ing_pending_0aec88b5435c,하이드롤라이즈드콜라겐추출물,,,
ing_pending_0b094d92f120,호호바버터,,,
ing_pending_0b18448e34cb,다이소듐라우리미노다이프로피오네이트토코페릴포스페이트,,,
ing_pending_0b2189cba8cd,인텐시브크림:정제수,,,
ing_pending_0b2ea351a55e,허니로커스트씨추출물,,,
ing_pending_0b2fa5a6497b,올리고펩타이드-,,,
ing_pending_0b434dc133a8,레틴알,,,
ing_pending_0b47941a1d9d,소듐폴리아스파테이트,,,
ing_pending_0b502fec6a24,피티에프이,,,
ing_pending_0b6825e08c59,리노레익애씨드,,,
ing_pending_0b6a584222f3,병풀잎수728,,,
ing_pending_0bad97bedcf3,효모/실리콘발효물,,,
ing_pending_0bb5787cec0d,백금클로이드,,,
ing_pending_0bbd39389b9c,요엽후박나무껍질추출물,,,
ing_pending_0bc09e5b629d,병풀추출물,,,
ing_pending_0bc755757d09,토코페롤,,,
ing_pending_0bcb4928541a,아라비아고무나무꽃/줄기추출물,,,
ing_pending_0bd93f913786,운데케인,,,
ing_pending_0bdca290f3ac,아이소유제놀,,,
ing_pending_0be91eaa525b,베헤네스-25,,,
ing_pending_0c1f1c6bf951,시트로넬올앰플캡쳐크림EX정제수,,,
ing_pending_0c22cb725d2f,암모늄아크릴로일디메칠타우레이트/브이피코폴리머,,,
ing_pending_0c27efd9b42b,바질꽃/잎추출물,,,
ing_pending_0c2c5f096a50,레티닐팔미테이트,,,
ing_pending_0c3f589c11d2,일본목련나무껍질추출물,,,
ing_pending_0c4631136dc7,포타슘하이알루로네이트,,,
ing_pending_0c4cc6ae5a52,노랑만병초잎추출물,,,
ing_pending_0c539fc8f656,프로필갈레이트,,,
ing_pending_0c71bde1d41a,아마씨추출물,,,
ing_pending_0c83685a69bf,하이드롤라이즈드보리단백질,,,
ing_pending_0caddf568d52,겔리디엘라아세로사추출물,,,
ing_pending_0cb295f9b9a7,에스에이치-폴리펩타이드-22,,,
ing_pending_0cb4b8d9722d,하이드로제네이티드코코넛오일,,,
ing_pending_0cc7e718c38d,흰무늬엉겅퀴추출물,,,
ing_pending_0ce2bd87e0c2,갈릭애씨드,,,
ing_pending_0d0b4f2338c1,별꽃추출물,,,
ing_pending_0d0fae86141d,하이드롤라이즈드소듐하이알루로네이트,,,
ing_pending_0d1125b129f4,아미노에탄설피닉애씨드BI727V2,,,
ing_pending_0d1127b638fb,소듐라우로일락틸레이트,,,
ing_pending_0d17150e1991,캐스터오일/아이피디아이코폴리머,,,
ing_pending_0d24c4d947b7,부틸렌,,,
ing_pending_0d2b62fbc3b9,하이드롤라이즈드병풀추출물,,,
ing_pending_0d4c4bba10be,아세틸헥사펩타이드-,,,
ing_pending_0d54cde0789f,마트리카리아꽃수,,,
ing_pending_0d56aee39f6e,C12-13파레스-9,,,
ing_pending_0d5c0f4a4ac5,실베스트리스꽃담배잎세포배양물,,,
ing_pending_0d61bc57985c,소나무잎추출물,,,
ing_pending_0d63640e8db3,창과감초뿌리추출물,,,
ing_pending_0d6b7fe42d44,소듐라우로일락테이트,,,
ing_pending_0d76ab63e0f6,하이드롤라이즈드콩추출물,,,
ing_pending_0d8283516364,발삼코파이바수지,,,
ing_pending_0d93aa9718b6,향료료,,,
ing_pending_0d9998ef9a02,메티오닌수딩리페어크림R4정제수,,,
ing_pending_0dab677056ed,피브이엠/엠에이코폴리머,,,
ing_pending_0dbc96f8ea37,레이디스맨틀잎추출물,,,
ing_pending_0dcaec1c6705,해바라기씨오일,,,
ing_pending_0ddb45b82446,카페오일에스에이치-옥타펩타이드-4,,,
ing_pending_0dea90055c2e,피이지-150,,,
ing_pending_0df9ed7558da,노나펩타이드-29,,,
ing_pending_0dfde8aa09b7,베타-알라닐하이드록시프롤릴다이아미노부티로일벤질아마이드,,,
ing_pending_0e0a50bd935c,화이트참파카꽃오일,,,
ing_pending_0e1ae9322504,아시아틱애씨드,Centella Asiatica Extract,진정·장벽 병풀 추출물,https://www.incidecoder.com/ingredients/centella
ing_pending_0e1b77f7eb40,1.모이스처라이저:정제수,,,
ing_pending_0e2b041409e0,카프릴로일살리실릭애씨드,Salicylic Acid,모공 속 각질·피지를 녹이는 지용성 BHA,https://www.incidecoder.com/ingredients/salicylic-acid
ing_pending_0e378e92d71f,마그네슘팔미토일글루타메이트,,,
ing_pending_0e466b6917b7,소듐하이알루로네이트다이메틸실란올,,,
ing_pending_0e717a694455,백량금추출물,,,
ing_pending_0e71f7c86ded,티타늄다이옥사이드나노화하지않음,,,
ing_pending_0e862ea140c6,적색227호,,,
ing_pending_0e9d34b34c98,인도멀구슬나무꽃추출물,,,
ing_pending_0ea3eb4c9b2c,소듐메타바이설파이트,,,
ing_pending_0ea6961073d2,스키산드라스페난테라열매추출물,,,
ing_pending_0eaa489fa0b6,미나리추출물,,,
ing_pending_0eb912157a5c,페닐에틸레조시놀,,,
ing_pending_0ec1cb74e090,로즈마리잎추출물0.05mg,,,
ing_pending_0ec5a8e78cf5,하이드롤라이즈드잔토모나스캠페스트리스폴리사카라이드,,,
ing_pending_0ee80834dc78,현호색추출물,,,
ing_pending_0f1447926660,피이지-11메칠에텔디메치콘,,,
ing_pending_0f1a5b2c0068,스트렙토코쿠스테르모필루스발효추출여과물,,,
ing_pending_0f20cf8c9d75,알루미나,,,
ing_pending_0f344d466264,효모/감자추출물발효여과물,,,
ing_pending_0f50d7469491,하이드로제네이티드폴리C6-14올레핀,,,
ing_pending_0f52c2055fc3,삼백초잎/뿌리추출물,,,
ing_pending_0f686b58336f,꿀,,,
ing_pending_0f6b42c409e2,치자나무꽃추출물,,,
ing_pending_0f852b56937e,토마토추출물,,,
ing_pending_0f8628fa8229,올리고펩타이드-,,,
ing_pending_0f86f92644a5,마돈나백합비늘줄기추출물,,,
ing_pending_0fcbc7a32af3,당밀추출물,,,
ing_pending_0fd98e21b92d,하이드롤라이즈드하이알루로닉애씨드,,,
ing_pending_0fe0d4bcb5d2,하이드롤라이즈드쌀단백질,,,
ing_pending_0ff3ff6ff3d0,미리스틸알코올,,,
ing_pending_1016f5530502,편백나무잎추출물,,,
ing_pending_10193020b4ba,병풀추출물,Centella Asiatica Extract,진정·장벽 병풀 추출물,https://www.incidecoder.com/ingredients/centella
ing_pending_10247e465616,살구추출물,,,
ing_pending_104f5bff5ce2,딕튀옵테리스폴리포디오이데스추출물,,,
ing_pending_1052c0964723,하이드롤라이즈드하이알루로닉애씨드,,,
ing_pending_105ab877e439,팔미토일펜타펩타이드-,,,
ing_pending_106b86066cee,락토바실러스발효용해물,,,
ing_pending_108b5d533f70,트라이메틸실록시실리케이트,,,
ing_pending_108e27251bdd,식물성아미노산,,,
ing_pending_109a221dc6f3,아크릴레이트/에틸헥실아크릴레이트코폴리머,,,
ing_pending_10c2eb9412e0,아시아티코사이드,Centella Asiatica Extract,진정·장벽 병풀 추출물,https://www.incidecoder.com/ingredients/centella
ing_pending_10d6c77df0e3,마데카식애씨드,Centella Asiatica Extract,진정·장벽 병풀 추출물,https://www.incidecoder.com/ingredients/centella
ing_pending_10fa94d5ef42,프로필렌글라이콜디카프릴레이트/디카프레이트,,,
ing_pending_1101b9a415e8,이집트콩추출물,,,
ing_pending_11041c97e0be,로즈마리잎오일,,,
ing_pending_110efbb949b7,쌀겨,,,
ing_pending_1127e373c6df,인삼열매추출물,,,
ing_pending_11345eff0632,꽃창포추출물,,,
ing_pending_115557b4f13e,하이드록시시트로넬알,,,
ing_pending_115ad303bd0c,다이펜타에리스리틸헥사카프릴레이트/헥사카프레이트,,,
ing_pending_11616cb3abbc,C15-23알케인,,,
ing_pending_116a5f4ba332,글리세릴다이베헤네이트,,,
ing_pending_116a76f6857d,쌀배아오일,,,
ing_pending_11789e9c2a8b,벤질글라이콜,,,
ing_pending_117c225a168c,소듐헥사메타포스페이트멜레이저프로그래밍앰플:비타민나무수,,,
ing_pending_1194c3547594,칼슘글루코네이트,,,
ing_pending_11a3037f7398,매실수,,,
ing_pending_11b02fc305f0,펜타펩타이드-3,,,
ing_pending_11bed18d7909,글루코실루틴,,,
ing_pending_11c84c8084e4,토코페롤,,,
ing_pending_11cdee21da3c,락토바실러스,,,
ing_pending_11e0a841702f,스타아니스추출물,,,
ing_pending_11e40ab154a1,병풀추출물,,,
ing_pending_11e567a5ff52,하이드롤라이즈드콜라겐,,,
ing_pending_11e6a29d135c,보리지씨오일아미노프로판다이올아마이드제모스토너정제수,,,
ing_pending_11eee3981cbc,수크로오스다이스테아레이트,,,
ing_pending_11f0730343a6,소듐디엔에이,,,
ing_pending_1216154fe82f,알지닌/라이신폴리펩타이드,,,
ing_pending_121d6d2fd388,육계잎오일,,,
ing_pending_121ef474d313,호호바에스터,,,
ing_pending_122295dbc8d1,파네솔크림:정제수,,,
ing_pending_1223a656f14b,덱스트린팔미테이트,,,
ing_pending_124234c1bc38,쿼세틴,,,
ing_pending_1248de013eb3,전성분실크수,,,
ing_pending_1255a8620f2c,세라마이드이오피pdrn앰플정제수,,,
ing_pending_1272b42e3aad,헥사펩타이드-53,,,
ing_pending_1273b9ad97fb,잘란검,,,
ing_pending_127465fc04c5,마데카식애씨드,Centella Asiatica Extract,진정·장벽 병풀 추출물,https://www.incidecoder.com/ingredients/centella
ing_pending_12755a6fe9f0,긴병꽃풀추출물,,,
ing_pending_127a44cfe4a0,락토바이오닉애씨드,Gluconolactone,저자극 차세대 각질제거 산,https://www.incidecoder.com/ingredients/gluconolactone
ing_pending_12894d4f7328,영국라벤더꽃/잎/줄기추출물,,,
ing_pending_1298cbe4abca,무화과수,,,
ing_pending_12ae8df18fa6,세라마이드2,,,
ing_pending_12af83c871c0,쇠뜨기추출물,,,
ing_pending_12c000d5d109,C12-14파레스-12,,,
ing_pending_12e3289eaf4d,C12-13알케스-9,,,
ing_pending_13279c735a20,아사이팜열매추출물,,,
ing_pending_132859e36e1d,하이드록시프로필비스팔미타마이드엠이에이,,,
ing_pending_1339492d797e,녹두피추출물,,,
ing_pending_13438e479b9f,●로션:정제수,,,
ing_pending_13570982b1b4,카프릴릴/카프릭트라이글리세라이드,,,
ing_pending_13ab8d0b1f14,풍란캘러스배양추출물,,,
ing_pending_13aca48e3dea,카페인,,,
ing_pending_13c16448970e,락토코쿠스발효물,,,
ing_pending_13cb9e95f70a,삽주뿌리줄기추출물,,,
ing_pending_13d6eb4cd8de,사인추출물,,,
ing_pending_13d9e50fcf4f,락토바실러스세포외소포,,,
ing_pending_13faa046e5e8,얼룩조릿대잎추출물,,,
ing_pending_1401f02627dd,C12-14Sec-알케스-7,,,
ing_pending_1403d81e744b,티트리잎오일,Melaleuca Alternifolia Leaf Oil,항균·진정 에센셜오일(향료 주의),https://www.incidecoder.com/ingredients/tea-tree
ing_pending_1428dea02f56,하이드로제네이티드캐스터오일,,,
ing_pending_142e287eaa21,"1,2-헥산디올",,,
ing_pending_142e7165e8de,비스-하이드록시에톡시프로필다이메티콘,,,
ing_pending_143b433cd07e,팥추출물,,,
ing_pending_143ff1aa6617,카퍼트라이펩타이드-,,,
ing_pending_14421ec638dc,c18-21알케인,,,
ing_pending_145fb20bf233,카멜그라스추출물,,,
ing_pending_146526e8e5e7,석시노글리칸,,,
ing_pending_1467eed8d35a,부틸페닐메틸프로피오날,,,
ing_pending_146da1301fd5,폴리글리세릴-10스테아레이트,,,
ing_pending_14937f79ac1d,작약나무껍질/수액추출물,,,
ing_pending_14953e041d15,시트릭애씨드,,,
ing_pending_149788b13e23,올리고펩타이드-2,,,
ing_pending_14c6f4138c1a,노나펩타이드-,,,
ing_pending_14cc9d61a57a,트라넥사믹애씨드,Tranexamic Acid,색소·홍조 보조 성분,https://www.incidecoder.com/ingredients/tranexamic-acid
ing_pending_14de9a16781f,사플라워오일/팜오일아미노프로판다이올에스터,,,
ing_pending_14fa346babf6,자몽씨추출물,,,
ing_pending_15107acab80e,라이코펜,,,
ing_pending_1513612edc12,t-부틸알코올,,,
ing_pending_1514134fa741,"2-올레아미도-1,3-옥타데칸다이올",,,
ing_pending_151bd0dfdd3d,볼도잎추출물,,,
ing_pending_152548f367f9,티옥틱애씨드,,,
ing_pending_15282bd1be7d,소듐폴리아클리로일다이메탈타우레이트,,,
ing_pending_1531e2ee5ad4,사이클로헥사실록산,,,
ing_pending_1546e704fbff,메틸카프로오일타이로지네이트,,,
ing_pending_154c358882d6,소르비탄이소스테아레이트,,,
ing_pending_154c996bebd9,타임꽃/잎/줄기추출물,,,
ing_pending_159677cbc850,와일드인디고뿌리추출물,,,
ing_pending_15a190430cf6,온천수,,,
ing_pending_15bac16e9df2,애기부들이삭추출물,,,
ing_pending_15c037c93bf6,세린,,,
ing_pending_15c5bd3c0c8e,아스코빅애씨드폴리펩타이드,,,
ing_pending_15ca485e338c,타임잎추출물레드세럼정제수,,,
ing_pending_15d7f831fb29,산수유열매추출물,,,
ing_pending_15fdfd4c8eca,멘톨,,,
ing_pending_16201a425f9e,치자추출물구성품:자작나무수분크림정제수,,,
ing_pending_1627e4120eb0,리날룰아쿠아밤-본품/증정정제수,,,
ing_pending_162ef0c4c8e8,겔크림플러스정제수,,,
