product_id,ingredient_id,ingredient_name,content_confidence,display_order,concentration_text,concentration_value,concentration_unit,concentration_confidence,normalized_concentration_value,normalized_concentration_unit
ulta_eba7d120c878f7,ing_pending_0ddb4f49c3d8,Boron Nitride,medium,12,,,,unknown,,
ulta_eba7d120c878f7,ing_pending_788d27f561ad,Caprylyl Glycol May Contain (+/-) Titanium Dioxide (Ci 77891),medium,20,,,,unknown,,
ulta_eba7d120c878f7,ing_pending_07681f645a9c,Iron Oxides (CI 77492),medium,21,,,,unknown,,
ulta_eba7d120c878f7,ing_pending_fa0d90bf1821,Iron Oxides (Ci 77491),medium,22,,,,unknown,,
ulta_eba7d120c878f7,ing_pending_f7c56e5c13d5,Red 40 Lake (Ci 16035),medium,23,,,,unknown,,
ulta_eba7d120c878f7,ing_pending_a5ff456bf42e,Iron Oxides (CI 77499),medium,24,,,,unknown,,
ulta_eba7d120c878f7,ing_pending_3f3fbfb2d8c6,Ultramarines (Ci 77007),medium,25,,,,unknown,,
ulta_eba7d120c878f7,ing_pending_395eba99526f,Blue 1 Lake (Ci 42090),medium,26,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_52efcb6c3e9a,Alcohol,medium,1,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_092eb27a5a70,Carica Papaya (Papaya) Fruit,medium,2,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_5e28c462ab49,Ceteareth-20,medium,3,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_b9867ecde2b3,Cetyl Alcohol,medium,4,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_5c02a423e663,Phe1xyetha1l,medium,5,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_30c83bcd9872,Dehydroxanthan Gum,medium,6,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_2eaa7c3b310f,Glyceryl Stearate,medium,7,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_950b94ea15fb,PEG-100 Stearate,medium,8,,,,unknown,,
ulta_ebaa010034fafd,salicylic_acid_bha,살리실산/BHA,medium,9,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_bc7f12d9157b,Lactobacillus/Pumpkin Ferment Extract,medium,10,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_cd3f20ed441f,Alcohol Denat,medium,11,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_33186dc437a5,Sorbic Acid,medium,12,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_fb53805dc072,Cinnamal,medium,13,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_e55053ab3d61,Mel/Honey/Miel,medium,14,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_f49f463b8a90,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,medium,15,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_df94da9d0449,Euge1l,medium,16,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_753814bb31b0,Potassium Sorbate,medium,17,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_9a3ee9934aea,Limonene,medium,18,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_b6891f803fb7,Linalool,medium,19,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_d22ecd51168f,Lavandula Angustifolia (Lavender) Oil,medium,20,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_8daa5e7da0b8,Beta-Carotene,medium,21,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_938baee7853e,Aloe Barbadensis Leaf Juice Powder,medium,22,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_e34f7ee2837f,Bromelain,medium,23,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_81d04f58154c,Papain,medium,24,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_9970bf60c27a,Retinyl Palmitate,medium,25,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_6645dccd48c0,Tocopheryl Acetate,medium,26,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_a1eabfcb1d69,Cinnamomum Cassia Leaf Oil,medium,27,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_3c3a588e9a13,Acetic Acid,medium,28,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_401c0c4f67c6,Pogostemon Cablin Oil,medium,29,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_a94fd2f425ab,Pelargonium Graveolens Flower Oil,medium,30,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_e2bf0a137ca3,Aniba Rosaeodora (Rosewood) Wood Extract,medium,31,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_a42a5d4372e5,Citrus Aurantium Dulcis (Orange) Peel Oil,medium,32,,,,unknown,,
ulta_ebaa010034fafd,ing_pending_6aa0575597bf,CI 75810 (Chlorophyllin-Copper Complex),medium,33,,,,unknown,,
ulta_ebae6bad9b30e9,glycerin,글리세린,medium,1,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_1f21d9b0502f,AMP-Acrylates/Allyl Methacrylate Copolymer,medium,2,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_be3496867040,PVP,medium,3,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_241cbfacb97c,Xylitylglucoside,medium,4,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_59490e417d3d,Propanediol,medium,5,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_356a192b7913,1,medium,6,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_226664e29d99,2-Hexanediol,medium,7,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_c791822d0623,Polyglyceryl-2 Oleate,medium,8,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_fc3e58c4235b,Anhydroxyli- Tol,medium,9,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_dc0a05dd5dc3,Polysorbate 20,medium,10,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_f95a5236bdfe,Butylene Glycol,medium,11,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_b2ef0a4bbed1,Xylitol,medium,12,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_c3cff171f78e,Ppg-26-Buteth-26,medium,13,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_b2640c4d2718,PEG-40 Hydrogenated Castor Oil,medium,14,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_c8f02adcb887,Caprylhydroxamic Acid,medium,15,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_086e4edf3e9e,Phenoxyethanol,medium,16,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_d5e44e413bca,Barosma Betulina Leaf Extract,medium,17,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_36108db278d7,Glyceryl Oleate Citrate,medium,18,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_1a5bb7b82246,Citric Acid,medium,19,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_1061c5b75d0d,Tocopherol,medium,20,,,,unknown,,
ulta_ebae6bad9b30e9,ing_pending_a6f4b532cad6,Oryza Sativa (Rice) Bran Oil,medium,21,,,,unknown,,
ulta_ebb066e1fd20f6,glycerin,글리세린,medium,1,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_2b7f0f64981c,Caprylyl Glycol,medium,2,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_ed235c916c3d,Hydrogenated Lecithin,medium,3,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_f87cb3a7039b,Ethylhexylglycerin,medium,4,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_2392019ac6cb,Polysorbate 80,medium,5,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_a929caa931f8,Chondrus Crispus Powder,medium,6,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_87478d382fd9,Sodium Benzoate,medium,7,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_2dc7a16cdd60,Nephrite Powder,medium,8,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_f2af9086549b,Caprylic/Capric Triglyceride,medium,9,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_48cec52b17a0,Cetearyl Ethylhexanoate,medium,10,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_38b863a39732,Arnebia Euchroma Extract,medium,11,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_d8366ffdf4c5,Silk Powder,medium,12,,,,unknown,,
ulta_ebb066e1fd20f6,squalane,스쿠알란,medium,13,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_081ad56fb2f5,Octyldodecyl Stearoyl Stearate,medium,14,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_e9a15eae3617,Titanium Dioxide,medium,15,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_9de1d44533ba,O-Cymen-5-Ol,medium,16,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_c78a9a696fee,Disodium EDTA,medium,17,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_e03866d26807,Triethoxycaprylylsilane,medium,18,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_69cea4ec4d97,Aluminum Hydroxide,medium,19,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_1061c5b75d0d,Tocopherol,medium,20,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_7b5d6891c055,Tin Oxide,medium,21,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_a751ae63d70c,helianthus annuus (sunflower) seed oil,medium,22,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_f95a5236bdfe,Butylene Glycol,medium,23,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_7438be35375c,Rubus Idaeus (Raspberry) Leaf Extract,medium,24,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_80f556d1a17a,Ribes Nigrum (Black Currant) Leaf Extract,medium,25,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_9a3ae4275460,Butyrospermum Parkii (Shea) Seedcake Extract,medium,26,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_b88d5fb89334,Prunus Persica (Peach) Flower Extract,medium,27,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_6809b7c9d9f4,Nymphaea Alba Flower Extract,medium,28,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_33186dc437a5,Sorbic Acid,medium,29,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_2caa3e79b7f0,Titanium Dioxide (CI 77891),medium,30,,,,unknown,,
ulta_ebb066e1fd20f6,ing_pending_2634010a1f62,Manganese Violet (Ci 77742),medium,31,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_95691fa7eb4b,Cyclopentasiloxane,medium,1,,,,unknown,,
ulta_ebb32bb73e0f87,dimethicone,디메치콘,medium,2,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_b8f8e8216eb5,Lauryl Peg-10 Tris(trimethylsil Oxy) Silylethyl Dimethicone,medium,3,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_a696f9f9fd04,Dimethicone/Vinyl Dimethicone Crosspolymer,medium,4,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_97b741443e8d,Nylon-12,medium,5,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_954b3bba2d58,Cetyl Peg/Ppg-10/1 Dimethicone,medium,6,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_0f04addbfe45,Hexyl Laurate,medium,7,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_d205626de0ae,Polyglyceryl-4 Isostearate,medium,8,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_1bae26cfac86,Sodium Chloride,medium,9,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_086e4edf3e9e,Phenoxyethanol,medium,10,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_2b7f0f64981c,Caprylyl Glycol,medium,11,,,,unknown,,
ulta_ebb32bb73e0f87,glycerin,글리세린,medium,12,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_e0192a791a3a,silica,medium,13,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_e46996c271b3,Pyrus Malus (Apple) Fruit Extract,medium,14,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_6d2f87a0f6e8,Beeswax,medium,15,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_c6d0f7cd5633,Dimethicone Crosspolymer,medium,16,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_266dd6450e72,BHT,medium,17,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_753814bb31b0,Potassium Sorbate,medium,18,,,,unknown,,
ulta_ebb32bb73e0f87,hyaluronic_acid,히알루론산,medium,19,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_6645dccd48c0,Tocopheryl Acetate,medium,20,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_f69dcfe475c4,Trisodium EDTA,medium,21,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_781b68c20362,Hexylene Glycol,medium,22,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_a31fa7f5335c,Cocos Nucifera (Coconut) Water,medium,23,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_37c67bee8c0a,Silica Silylate,medium,24,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_15209c99f875,Cocos Nucifera (Coconut) Fruit Juice,medium,25,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_c155db5a6638,Triethoxycaprylylsilane. Isopropyl Titanium Triisostearate,medium,26,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_4bc817459aa5,Bis-PEG-15 Dimethicone/IPDI Copolymer,medium,27,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_1e37a1752c0b,Peg-2 Soyamine. May Contain: Iron Oxides (CI 77491,medium,28,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_de1d207b336e,CI 77492,medium,29,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_9d3a797ebc33,CI 77499),medium,30,,,,unknown,,
ulta_ebb32bb73e0f87,ing_pending_2caa3e79b7f0,Titanium Dioxide (CI 77891),medium,31,,,,unknown,,
ulta_ebb462c9a8ffb6,glycerin,글리세린,medium,1,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_5a179019e75f,Parfum (Fragrance) * Unicorn Conditioner Ingredients: Aqua (Water,medium,2,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_849ddd456f56,Eau),medium,3,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_06b5b1ce64ce,Brassicamidopropyl Dimethylamine,medium,5,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_b9867ecde2b3,Cetyl Alcohol,medium,6,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_9f9d4c1d7b0e,Stearyl Alcohol,medium,7,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_ada5ef54ceb8,Cocos Nucifera (Coconut) Oil,medium,8,,,,unknown,,
ulta_ebb462c9a8ffb6,aha,AHA,medium,9,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_e554ce30b528,Macadamia Ternifolia Seed Oil,medium,10,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_560362ab361d,Hibiscus Sabdariffa Flower Extract,medium,11,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_b2040d79f857,Citrus Paradisi (Grapefruit) Fruit Extract,medium,12,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_d12be740a9fc,Aloe Barbadensis Leaf Juice,medium,13,,,,unknown,,
ulta_ebb462c9a8ffb6,panthenol,판테놀,medium,14,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_c6b2fb5030ba,Helianthus Annuus (Sunflower) Extract,medium,15,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_b96bd9a1a920,Rosmarinus Officinalis (Rosemary) Leaf Extract,medium,16,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_8f0d392ed71e,Oryza Sativa (Rice) Bran Extract,medium,17,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_1061c5b75d0d,Tocopherol,medium,18,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_7a7fd7a17067,Sodium Hydroxide,medium,19,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_1a5bb7b82246,Citric Acid,medium,20,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_c89e6f18b744,Guar Hydroxypropyltrimonium Chloride,medium,21,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_20adc215753a,Polyquaternium-73,medium,22,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_753814bb31b0,Potassium Sorbate,medium,23,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_487d32065eb3,Cetrimonium Chloride,medium,24,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_086e4edf3e9e,Phenoxyethanol,medium,25,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_f87cb3a7039b,Ethylhexylglycerin,medium,26,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_87478d382fd9,Sodium Benzoate,medium,27,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_781b68c20362,Hexylene Glycol,medium,28,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_db2d11603500,Tetrasodium Glutamate Diacetate,medium,29,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_2b7f0f64981c,Caprylyl Glycol,medium,30,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_7afe49475353,Parfum (Fragrance),medium,31,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_f598d9e2bfc6,CI 17200 (Red 33) * Unicorn Body Wash Ingredients: Aqua (Water,medium,32,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_d8f7b858ba1d,Sodium C14-16 Olefin Sulfonate,medium,34,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_911fa512be10,Cocamidopropyl Betaine,medium,35,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_7c97d3104ade,Sodium Cocoyl Isethionate,medium,36,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_fd2d59ca99ca,Sodium Lauroyl Methyl Isethionate,medium,37,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_003dc3a6e5c4,Caprylyl/Capryl Glucoside,medium,38,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_0bb5f93733cd,Glycol Distearate,medium,39,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_6645dccd48c0,Tocopheryl Acetate,medium,43,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_80e080dcb8e9,Glyceryl Caprylate,medium,45,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_73f2902debe5,Coconut Acid,medium,47,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_9759d4b3ea14,Polyglyceryl-6 Oleate,medium,48,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_abe35cbaba51,Chlorphenesin,medium,49,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_bda0af09aba5,Cocamide Mipa,medium,50,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_cf5c1ecc4dd2,Sodium Cocoyl Glutamate,medium,51,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_a8db91c092c2,Decyl Glucoside,medium,52,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_c5b09d48c30d,Sorbeth-230 Tetraoleate,medium,53,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_e4d6ae0bb3c0,Trisodium Ethylenediamine Disuccinate,medium,55,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_079f92abcd34,Sorbitan Laurate,medium,56,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_977ec52fa05a,Sodium Surfactin,medium,57,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_1bae26cfac86,Sodium Chloride,medium,59,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_9e43b9dda4fa,CI 17200 (Red 33),medium,67,,,,unknown,,
ulta_ebb462c9a8ffb6,ing_pending_b00f8aadd44f,Ci 42090 / Blue 1,medium,68,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_2b62d1926eb0,Isododecane,medium,1,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_8f4063b410fc,Disteardimonium Hectorite,medium,2,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_0639f70e4a7e,Sorbitan Sesquioleate,medium,3,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_356a192b7913,1,medium,4,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_226664e29d99,2-Hexanediol,medium,5,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_1061c5b75d0d,Tocopherol,medium,6,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_87ddc430550e,Propylene Carbonate,medium,7,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_e03866d26807,Triethoxycaprylylsilane,medium,8,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_69cea4ec4d97,Aluminum Hydroxide,medium,9,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_a751ae63d70c,helianthus annuus (sunflower) seed oil,medium,10,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_9687d947542e,Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate,medium,11,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_72abd85b7e20,Gardenia Florida Fruit Extract,medium,12,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_ed8807726fbd,Nelumbo Nucifera Flower Extract,medium,13,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_90e0afa757b9,Nymphaea Odorata Root Extract,medium,14,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_2caa3e79b7f0,Titanium Dioxide (CI 77891),medium,15,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_07681f645a9c,Iron Oxides (CI 77492),medium,16,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_a5ff456bf42e,Iron Oxides (CI 77499),medium,17,,,,unknown,,
ulta_ebb61973bcc19b,ing_pending_fa0d90bf1821,Iron Oxides (Ci 77491),medium,18,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_66a6d5d94fb4,Aqua,medium,1,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_d12be740a9fc,Aloe Barbadensis Leaf Juice,medium,2,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_5ddd1aad8e09,Octyldodecanol,medium,3,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_10c0be2bcf99,Azelaic Acid,medium,4,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_01a3c8959642,Algin,medium,5,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_1119d88e8aad,Dimethyl Isosorbide,medium,6,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_4569b8297468,Neopentyl Glycol Diethylhexanoate,medium,7,,,,unknown,,
ulta_ebbb66733f2203,glycerin,글리세린,medium,8,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_59490e417d3d,Propanediol,medium,9,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_8f4063b410fc,Disteardimonium Hectorite,medium,10,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_39fc15aaa68f,Azelamidopropyl Dimethyl Amine,medium,11,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_67186761313d,Sodium Polyacryloyldimethyl Taurate,medium,12,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_fc98a502dd31,Sodium PCA,medium,13,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_8c90d213c90f,Potassium Azeloyl Diglycinate,medium,14,,,,unknown,,
ulta_ebbb66733f2203,beta_glucan,베타-글루칸,medium,15,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_716d8643762c,Carrageenan,medium,16,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_3e4205119445,Leptospermum Scoparium Branch/Leaf Oil,medium,17,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_8b367d0af678,Magnolia Officinalis Bark Extract,medium,18,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_bb7fc0b0d02f,Piper Nigrum Seed Extract,medium,19,,,,unknown,,
ulta_ebbb66733f2203,hyaluronic_acid,히알루론산,medium,20,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_1b2e491ec0a5,Potassium Hydroxide,medium,21,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_086e4edf3e9e,Phenoxyethanol,medium,22,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_87ddc430550e,Propylene Carbonate,medium,23,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_bc33e8ef1269,Kaolin,medium,24,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_a593bb51701f,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,medium,25,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_f95a5236bdfe,Butylene Glycol,medium,26,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_759dea4508dc,Erythritol,medium,27,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_41cbf2021968,Potassium Lactate,medium,28,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_2b7f0f64981c,Caprylyl Glycol,medium,29,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_abe35cbaba51,Chlorphenesin,medium,30,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_f87cb3a7039b,Ethylhexylglycerin,medium,31,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_ec1b8d3ad836,Xanthan Gum,medium,32,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_86f7d1d50409,Sodium Phytate,medium,33,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_1a5bb7b82246,Citric Acid,medium,34,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_4e179acd7c92,Benzoic Acid,medium,35,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_7a7fd7a17067,Sodium Hydroxide,medium,36,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_33186dc437a5,Sorbic Acid,medium,37,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_00c6b60b41f3,Polysorbate 60,medium,38,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_c894b49fc1d6,Sorbitan Isostearate,medium,39,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_65acd8a76b43,Pentylene Glycol,medium,40,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_8125292eb159,"1,2-Hexanediol",medium,41,,,,unknown,,
ulta_ebbb66733f2203,ing_pending_87478d382fd9,Sodium Benzoate,medium,43,,,,unknown,,
ulta_ebbcf0e2a1bd9c,dimethicone,디메치콘,medium,1,,,,unknown,,
ulta_ebbcf0e2a1bd9c,glycerin,글리세린,medium,2,,,,unknown,,
ulta_ebbcf0e2a1bd9c,ing_pending_055378f581b0,Propoxytetramethyl Piperidinyl Dimethicone,medium,3,,,,unknown,,
ulta_ebbcf0e2a1bd9c,ing_pending_dfb445b00964,Silicone Quaternium-3,medium,4,,,,unknown,,
ulta_ebbcf0e2a1bd9c,ing_pending_487d32065eb3,Cetrimonium Chloride,medium,5,,,,unknown,,
ulta_ebbcf0e2a1bd9c,ing_pending_072f8c760024,Behentrimonium Methosulfate,medium,6,,,,unknown,,
