after_run_count,after_run_ids,after_stage,backend_p95_reduction_ms,before_run_count,before_run_ids,before_stage,e2e_avg_reduction_ms,e2e_p95_after_ms,e2e_p95_before_ms,e2e_p95_reduction_ms,e2e_p95_reduction_pct,error_rate_after,error_rate_before,optimization,rps_after,rps_before,rps_gain_pct
3,recommendation-80000-full-personalized-20260714-225808;recommendation-80000-full-personalized-20260715-001631;recommendation-80000-full-personalized-20260715-004324,opt1-es-retrieval,39418.84,1,recommendation-80000-full-personalized-20260714-053424,baseline-v1,28497.69844430542,12796.036619999995,52010.038409999994,39214.001789999995,75.39698679103513,0.0,0.02,Opt1,1.0818806299012806,0.2568866297429231,321.1510077359661
3,recommendation-80000-full-personalized-20260715-053752;recommendation-80000-full-personalized-20260715-054137;recommendation-80000-full-personalized-20260715-054517,opt2-precomputed-features,4490.47,3,recommendation-80000-full-personalized-20260714-225808;recommendation-80000-full-personalized-20260715-001631;recommendation-80000-full-personalized-20260715-004324,opt1-es-retrieval,3264.7391983148273,7766.8737,12796.036619999995,5029.162919999995,39.30250490327213,0.0,0.0,Opt2,1.6949858892558816,1.0818806299012806,56.6703241013332
3,recommendation-80000-full-personalized-20260715-092247;recommendation-80000-full-personalized-20260715-092634;recommendation-80000-full-personalized-20260715-093021,opt3-bulk-prefetch,393.52000000000044,3,recommendation-80000-full-personalized-20260715-053752;recommendation-80000-full-personalized-20260715-054137;recommendation-80000-full-personalized-20260715-054517,opt2-precomputed-features,118.97301606086239,7380.35638,7766.8737,386.5173199999999,4.976485197641361,0.0,0.0,Opt3,1.7360612252917713,1.6949858892558816,2.423343834084796
