change_from_previous_p95_ms,change_from_previous_pct,duration_ms_avg,duration_ms_p95,error_rate,latency_avg_ms,latency_p95_ms,measurement_schemas,recommendation_rps,reduction_from_baseline_p95_ms,reduction_from_baseline_pct,run_count,run_ids,stage_id,stage_label,stage_order
,,35815.77,50891.28,0.02,37550.92909799999,52010.038409999994,pipeline-v1,0.2568866297429231,0.0,0.0,1,recommendation-80000-full-personalized-20260714-053424,baseline-v1,Baseline,0
39214.001789999995,75.39698679103513,7895.42,11472.44,0.0,9053.230653694573,12796.036619999995,intent-detail-v2;scoring-detail-v3,1.0818806299012806,39214.001789999995,75.39698679103513,3,recommendation-80000-full-personalized-20260714-225808;recommendation-80000-full-personalized-20260715-001631;recommendation-80000-full-personalized-20260715-004324,opt1-es-retrieval,Opt1 ES retrieval,1
5029.162919999995,39.30250490327213,5123.95,6981.97,0.0,5788.491455379745,7766.8737,scoring-detail-v3,1.6949858892558816,44243.16471,85.06658726384126,3,recommendation-80000-full-personalized-20260715-053752;recommendation-80000-full-personalized-20260715-054137;recommendation-80000-full-personalized-20260715-054517,opt2-precomputed-features,Opt2 precomputed features,2
386.5173199999999,4.976485197641361,4916.14,6588.45,0.0,5669.518439318883,7380.35638,bulk-prefetch-v4,1.7360612252917713,44629.682029999996,85.80974633815887,3,recommendation-80000-full-personalized-20260715-092247;recommendation-80000-full-personalized-20260715-092634;recommendation-80000-full-personalized-20260715-093021,opt3-bulk-prefetch,Opt3 bulk prefetch,3
