query_id,source,ingredient_rank,ingredient_id,name_ko,canonical_name_en,approved_search_terms,term_provenance_json,search_query,query_sha256,query_version,started_at_utc,completed_at_utc,total_hit_count,raw_hit_count,retrieval_cap,retrieved_count,returned_count,pagination_status,retrieval_complete,pagination_complete,searched_at,request_status,request_attempt_count,retry_count,error_type,error_message,api_endpoint,sort_order,query_contract_status,rerun_required,review_status,runtime_score_change,pipeline_version
pubmed:maltodextrin:b3feeb5a94ba753d,pubmed,69,maltodextrin,말토덱스트린,Maltodextrin,Maltodextrin,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Maltodextrin""}]","(""Maltodextrin""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",b3feeb5a94ba753db9f185b6cbb5e70b9640f895cf3e3631a2f6efe2668ecfb4,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:00Z,2026-07-13T06:22:01Z,114,114,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:22:01Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:cetyl_peg_ppg_10_1_dimethicone:c8e92b371cb33393,pubmed,70,cetyl_peg_ppg_10_1_dimethicone,세틸피이지/피피지-10/1다이메티콘,Cetyl PEG/PPG-10/1 Dimethicone,Cetyl PEG/PPG-10/1 Dimethicone,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Cetyl PEG/PPG-10/1 Dimethicone""}]","(""Cetyl PEG/PPG-10/1 Dimethicone""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",c8e92b371cb333938933689bc5c0ea4e580c7bae8aad25565258909133e958b2,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:01Z,2026-07-13T06:22:01Z,1,1,100,1,1,complete,Y,Y,2026-07-13T06:22:01Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:betaine:0602dfeb2ae0e88a,pubmed,71,betaine,베타인,Betaine,Betaine,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Betaine""}]","(""Betaine""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0602dfeb2ae0e88aba8d268c947d00aa0ce5f2ac26c4aab96ae90e29208845fa,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:01Z,2026-07-13T06:22:02Z,345,345,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:22:02Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:bht:8669f8d1b0afecbc,pubmed,72,bht,비에이치티,BHT,BHT,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""BHT""}]","(""BHT""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",8669f8d1b0afecbc0325eb6a50e04e6d1f9f3c6d0e7e0e7c211cddd5c4dbed5a,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:02Z,2026-07-13T06:22:03Z,226,226,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:22:03Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:tromethamine:c92a264eb98fc612,pubmed,73,tromethamine,트로메타민,Tromethamine,Tromethamine,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Tromethamine""}]","(""Tromethamine""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",c92a264eb98fc61216c8fd2aeb312b53fdb6ca2a98d4b4e5f31ad3127b17ba75,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:03Z,2026-07-13T06:22:03Z,195,195,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:22:03Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:dimethicone_vinyl_dimethicone_crosspolymer:4da16be7aca49878,pubmed,74,dimethicone_vinyl_dimethicone_crosspolymer,다이메티콘/비닐다이메티콘크로스폴리머,Dimethicone/Vinyl Dimethicone Crosspolymer,Dimethicone/Vinyl Dimethicone Crosspolymer,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Dimethicone/Vinyl Dimethicone Crosspolymer""}]","(""Dimethicone/Vinyl Dimethicone Crosspolymer""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",4da16be7aca49878b9126bfc72f631daafd05934aaddb5412d04a6d923e992c5,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:03Z,2026-07-13T06:22:04Z,0,0,100,0,0,complete,Y,Y,2026-07-13T06:22:04Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:trisodium_ethylenediamine_disuccinate:5843764ce43e3d7c,pubmed,75,trisodium_ethylenediamine_disuccinate,트라이소듐에틸렌다이아민다이석시네이트,Trisodium Ethylenediamine Disuccinate,Trisodium Ethylenediamine Disuccinate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Trisodium Ethylenediamine Disuccinate""}]","(""Trisodium Ethylenediamine Disuccinate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",5843764ce43e3d7cef715e9f15549acc0f45007f5993ca415bae6a8ce85a33d4,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:04Z,2026-07-13T06:22:04Z,0,0,100,0,0,complete,Y,Y,2026-07-13T06:22:04Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:ethylhexyl_palmitate:a1cb2189da7c452b,pubmed,77,ethylhexyl_palmitate,에틸헥실팔미테이트,Ethylhexyl Palmitate,Ethylhexyl Palmitate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Ethylhexyl Palmitate""}]","(""Ethylhexyl Palmitate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",a1cb2189da7c452b6bd65b4f8c157c03f3828383843536a2d4b2baafdf0726f5,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:04Z,2026-07-13T06:22:05Z,2,2,100,2,2,complete,Y,Y,2026-07-13T06:22:05Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:hydroxycitronellal:781efdc5976c8afe,pubmed,78,hydroxycitronellal,하이드록시시트로넬알,Hydroxycitronellal,Hydroxycitronellal,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Hydroxycitronellal""}]","(""Hydroxycitronellal""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",781efdc5976c8afe8d8f8186df4e31dc4946e848486e39f8c164986694d4cc33,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:05Z,2026-07-13T06:22:06Z,47,47,100,47,47,complete,Y,Y,2026-07-13T06:22:06Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:magnesium_sulfate:015de365bae5a81e,pubmed,79,magnesium_sulfate,마그네슘설페이트,Magnesium Sulfate,Magnesium Sulfate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Magnesium Sulfate""}]","(""Magnesium Sulfate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",015de365bae5a81ecf224f1cf5bb136acf1ef5d61b601e989c57c7f3e7575bac,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:06Z,2026-07-13T06:22:06Z,110,110,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:22:06Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:glyceryl_caprylate:6c5f339179fe79fd,pubmed,80,glyceryl_caprylate,글리세릴카프릴레이트,Glyceryl Caprylate,Glyceryl Caprylate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Glyceryl Caprylate""}]","(""Glyceryl Caprylate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",6c5f339179fe79fd74342c4ce3920d1435a0d1d25762ec00d5db51aada8fb0ad,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:06Z,2026-07-13T06:22:07Z,8,8,100,8,8,complete,Y,Y,2026-07-13T06:22:07Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:polysorbate_60:091fd1ab9a8b0c2e,pubmed,81,polysorbate_60,폴리솔베이트60,Polysorbate 60,Polysorbate 60,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Polysorbate 60""}]","(""Polysorbate 60""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",091fd1ab9a8b0c2eb122a9a97065b941939ded93a1d3becc724a985e6f695ce4,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:07Z,2026-07-13T06:22:07Z,12,12,100,12,12,complete,Y,Y,2026-07-13T06:22:07Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:hexylene_glycol:8ce024e2e8cff007,pubmed,82,hexylene_glycol,헥실렌글라이콜,Hexylene Glycol,Hexylene Glycol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Hexylene Glycol""}]","(""Hexylene Glycol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",8ce024e2e8cff007e183f6deda81317c6400c423128d11605d3bd723961a0ed9,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:07Z,2026-07-13T06:22:09Z,16,16,100,16,16,complete,Y,Y,2026-07-13T06:22:09Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:coumarin:43c1f9984c10e737,pubmed,83,coumarin,쿠마린,Coumarin,Coumarin,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Coumarin""}]","(""Coumarin""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",43c1f9984c10e7372e2dc89ea3fe348e7699d49503e07cebe2fd31ef94c4b468,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:09Z,2026-07-13T06:22:10Z,560,560,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:22:10Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:octyldodecanol:a9f1565f702ffd18,pubmed,84,octyldodecanol,옥틸도데칸올,Octyldodecanol,Octyldodecanol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Octyldodecanol""}]","(""Octyldodecanol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",a9f1565f702ffd1827448ce384a73e4378db9fb3373fd41862815a1052691cba,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:10Z,2026-07-13T06:22:11Z,17,17,100,17,17,complete,Y,Y,2026-07-13T06:22:11Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:caffeine:71f77d65f2d3a3ef,pubmed,85,caffeine,카페인,Caffeine,Caffeine,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Caffeine""}]","(""Caffeine""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",71f77d65f2d3a3ef8f983e2a0858f44e2805f00064d0a7a42e2db817572f723b,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:11Z,2026-07-13T06:22:12Z,980,980,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:22:12Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:alpha_isomethyl_ionone:81db811179f6e748,pubmed,86,alpha_isomethyl_ionone,알파-아이소메틸아이오논,Alpha-Isomethyl Ionone,Alpha-Isomethyl Ionone,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Alpha-Isomethyl Ionone""}]","(""Alpha-Isomethyl Ionone""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",81db811179f6e748cde98ddecf75aea75183d1aee518d64847058352583c42e4,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:12Z,2026-07-13T06:22:13Z,6,6,100,6,6,complete,Y,Y,2026-07-13T06:22:13Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:titanium_dioxide:ea0a1f8fcb6df557,pubmed,87,titanium_dioxide,티타늄디옥사이드,Titanium Dioxide,Titanium Dioxide,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Titanium Dioxide""}]","(""Titanium Dioxide""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",ea0a1f8fcb6df557356c0dc7bdc16922b358411cc86a8bff8d21f33112f2f519,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:13Z,2026-07-13T06:22:14Z,649,649,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:22:14Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:sodium_phytate:c63be3d4b45e94f0,pubmed,88,sodium_phytate,소듐파이테이트,Sodium Phytate,Sodium Phytate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Sodium Phytate""}]","(""Sodium Phytate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",c63be3d4b45e94f088129721d89007d6b3154148750b26796bc8d3db5eaef392,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:14Z,2026-07-13T06:22:14Z,7,7,100,7,7,complete,Y,Y,2026-07-13T06:22:14Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:benzyl_benzoate:e419c0a0c51e8020,pubmed,89,benzyl_benzoate,벤질벤조에이트,Benzyl Benzoate,Benzyl Benzoate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Benzyl Benzoate""}]","(""Benzyl Benzoate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",e419c0a0c51e80200b08f5f02a0ccebb3dbbf1b8e49fd0cba134ab8941104e79,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:14Z,2026-07-13T06:22:15Z,142,142,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:22:15Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:hydroxyethylcellulose:82862639f752f044,pubmed,90,hydroxyethylcellulose,하이드록시에틸셀룰로오스,Hydroxyethylcellulose,Hydroxyethylcellulose,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Hydroxyethylcellulose""}]","(""Hydroxyethylcellulose""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",82862639f752f04477df4746791685b99181ebc53d74e5fbe31ce28eb008b077,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:22:15Z,2026-07-13T06:22:15Z,102,102,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:22:15Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
