query_id,source,ingredient_rank,ingredient_id,name_ko,canonical_name_en,approved_search_terms,term_provenance_json,search_query,query_sha256,query_version,started_at_utc,completed_at_utc,total_hit_count,raw_hit_count,retrieval_cap,retrieved_count,returned_count,pagination_status,retrieval_complete,pagination_complete,searched_at,request_status,request_attempt_count,retry_count,error_type,error_message,api_endpoint,sort_order,query_contract_status,rerun_required,review_status,runtime_score_change,pipeline_version
pubmed:phenoxyethanol:5a2e6caab8360007,pubmed,2,phenoxyethanol,페녹시에탄올,Phenoxyethanol,Phenoxyethanol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Phenoxyethanol""}]","(""Phenoxyethanol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",5a2e6caab83600075962ff1ed513e2a82f4cebf0e3c28617963afd4359985127,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:13Z,2026-07-13T06:21:15Z,167,167,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:15Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:butylene_glycol:b17c45e88adf18a9,pubmed,3,butylene_glycol,부틸렌글라이콜,Butylene Glycol,Butylene Glycol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Butylene Glycol""}]","(""Butylene Glycol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",b17c45e88adf18a91a32c2a843971119ccfca0639d5b2c88df439250f4c4a0df,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:15Z,2026-07-13T06:21:15Z,49,49,100,49,49,complete,Y,Y,2026-07-13T06:21:15Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:tocopherol:db1d26f839130c7a,pubmed,4,tocopherol,토코페롤,Tocopherol,Tocopherol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Tocopherol""}]","(""Tocopherol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",db1d26f839130c7a9a1b196c2efd19e31148049e5c5881499475cac983b96e50,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:15Z,2026-07-13T06:21:16Z,1012,1012,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:16Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:ethylhexylglycerin:d7db591b64644f0e,pubmed,5,ethylhexylglycerin,에틸헥실글리세린,Ethylhexylglycerin,Ethylhexylglycerin,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Ethylhexylglycerin""}]","(""Ethylhexylglycerin""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",d7db591b64644f0eb8c6ef6e81ba50f52a0ed2f63da7f9e2786122aebcde9a7f,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:16Z,2026-07-13T06:21:17Z,20,20,100,20,20,complete,Y,Y,2026-07-13T06:21:17Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:citric_acid:2f1533fe57dcd144,pubmed,6,citric_acid,시트릭애씨드,Citric Acid,Citric Acid,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Citric Acid""}]","(""Citric Acid""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2f1533fe57dcd14488686cdc42e084a381e53b134deb4b30c20e14e90f7e525b,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:17Z,2026-07-13T06:21:18Z,583,583,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:18Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:caprylyl_glycol:c70283f4a237e07a,pubmed,7,caprylyl_glycol,카프릴릴글라이콜,Caprylyl Glycol,Caprylyl Glycol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Caprylyl Glycol""}]","(""Caprylyl Glycol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",c70283f4a237e07ad244fd8ce6134a5de136154bf63cc5eb0ab07051ae4518d7,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:18Z,2026-07-13T06:21:19Z,16,16,100,16,16,complete,Y,Y,2026-07-13T06:21:19Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:limonene:16137c154935f39a,pubmed,10,limonene,리모넨,Limonene,Limonene,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Limonene""}]","(""Limonene""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",16137c154935f39a5ba049acc485d4707910e60f1995ac2e48a9fa1259501657,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:19Z,2026-07-13T06:21:20Z,660,660,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:20Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:linalool:24c564463c094893,pubmed,11,linalool,리날룰,Linalool,Linalool,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Linalool""}]","(""Linalool""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",24c564463c094893e5240bbc46e308c49a2f9e5bc989dab412edf7c663ecd4b4,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:20Z,2026-07-13T06:21:20Z,376,376,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:20Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:sodium_benzoate:db5f91f0556251e0,pubmed,12,sodium_benzoate,소듐벤조에이트,Sodium Benzoate,Sodium Benzoate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Sodium Benzoate""}]","(""Sodium Benzoate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",db5f91f0556251e0195de082a9c6415a122cc455882bf34a1d19e96c4a055940,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:20Z,2026-07-13T06:21:21Z,86,86,100,86,86,complete,Y,Y,2026-07-13T06:21:21Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:potassium_sorbate:11bf6f4c75df3cc8,pubmed,13,potassium_sorbate,포타슘솔베이트,Potassium Sorbate,Potassium Sorbate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Potassium Sorbate""}]","(""Potassium Sorbate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",11bf6f4c75df3cc8b01be74875f209a93908c614f33090f16f46ffda7056242d,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:21Z,2026-07-13T06:21:22Z,32,32,100,32,32,complete,Y,Y,2026-07-13T06:21:22Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:1_2_hexanediol:f6db462c2b529163,pubmed,14,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol","1,2-Hexanediol","[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""1,2-Hexanediol""}]","(""1,2-Hexanediol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",f6db462c2b52916323be03610013b98629d7c5d1c4423f6f880ccb3792348557,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:22Z,2026-07-13T06:21:23Z,24,24,100,24,24,complete,Y,Y,2026-07-13T06:21:23Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:disodium_edta:0e9c2a579718e4c8,pubmed,15,disodium_edta,다이소듐이디티에이,Disodium EDTA,Disodium EDTA,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Disodium EDTA""}]","(""Disodium EDTA""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0e9c2a579718e4c85bda3b88daf13ac9d4e93bb02bc46146eed50b33dabbdad7,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:23Z,2026-07-13T06:21:23Z,17,17,100,17,17,complete,Y,Y,2026-07-13T06:21:23Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:xanthan_gum:eb96c4fe1e461c44,pubmed,16,xanthan_gum,잔탄검,Xanthan Gum,Xanthan Gum,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Xanthan Gum""}]","(""Xanthan Gum""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",eb96c4fe1e461c44b66f2340e17838d48834efa90ecc186bb27e9186486816ba,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:23Z,2026-07-13T06:21:24Z,200,200,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:24Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:tocopheryl_acetate:2bcb678c2cc49212,pubmed,17,tocopheryl_acetate,토코페릴아세테이트,Tocopheryl Acetate,Tocopheryl Acetate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Tocopheryl Acetate""}]","(""Tocopheryl Acetate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2bcb678c2cc49212e7b834ffa8946e247f226dbb4bdd3c0fd82d0c9e23dca07a,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:24Z,2026-07-13T06:21:25Z,81,81,100,81,81,complete,Y,Y,2026-07-13T06:21:25Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:caprylic_capric_triglyceride:0c330a874efdaba7,pubmed,18,caprylic_capric_triglyceride,카프릴릭/카프릭트라이글리세라이드,Caprylic/Capric Triglyceride,Caprylic/Capric Triglyceride,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Caprylic/Capric Triglyceride""}]","(""Caprylic/Capric Triglyceride""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0c330a874efdaba7951fdf6d20ff1752a5ec508815d79d5194fbc75b497f4ac8,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:25Z,2026-07-13T06:21:26Z,25,25,100,25,25,complete,Y,Y,2026-07-13T06:21:26Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:propanediol:a41784e13c24dd2b,pubmed,19,propanediol,프로판다이올,Propanediol,Propanediol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Propanediol""}]","(""Propanediol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",a41784e13c24dd2b76d668f71b327d0cd06c6d8ccb979ba3b8f6bef34ca01041,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:26Z,2026-07-13T06:21:26Z,107,107,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:26Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:silica:5faa887b2ff2a613,pubmed,21,silica,실리카,Silica,Silica,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Silica""}]","(""Silica""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",5faa887b2ff2a6139423030ece665e3c51431ea038147f3d3ee66ca76cc10178,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:26Z,2026-07-13T06:21:27Z,1614,1614,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:27Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:sodium_chloride:73e790242a0f2921,pubmed,22,sodium_chloride,소듐클로라이드,Sodium Chloride,Sodium Chloride,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Sodium Chloride""}]","(""Sodium Chloride""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",73e790242a0f29215ee8ba15c710ec21eeb8a8c2d886ce8e3575ea4de6f278ef,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:27Z,2026-07-13T06:21:28Z,813,813,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:28Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:sodium_hydroxide:e03a102134763d25,pubmed,23,sodium_hydroxide,소듐하이드록사이드,Sodium Hydroxide,Sodium Hydroxide,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Sodium Hydroxide""}]","(""Sodium Hydroxide""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",e03a102134763d254449b7b16c800813d67f0462eadd442d88fbfcf1e1a932c4,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:28Z,2026-07-13T06:21:29Z,250,250,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:29Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:water:835939666f061cd0,pubmed,25,water,정제수,Water,Water,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Water""}]","(""Water""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",835939666f061cd061947638ef7ed64603aa6c38c77ef0180cac0c08292958b1,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:29Z,2026-07-13T06:21:30Z,39825,39825,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:30Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:pentylene_glycol:864d89865862443b,pubmed,26,pentylene_glycol,펜틸렌글라이콜,Pentylene Glycol,Pentylene Glycol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Pentylene Glycol""}]","(""Pentylene Glycol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",864d89865862443b7f6cbf86fc7fa6dcd47768072b7feada82230f8d5a6b2ba6,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:30Z,2026-07-13T06:21:30Z,20,20,100,20,20,complete,Y,Y,2026-07-13T06:21:30Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
pubmed:alcohol:5a783813695e00cb,pubmed,27,alcohol,에탄올,Alcohol,Alcohol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Alcohol""}]","(""Alcohol""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",5a783813695e00cbc264f558ac7ae9760c3c7f821667d6ba71151fca0d4c100f,mwbl-pubmed-ingredient-skin-context-v1.1,2026-07-13T06:21:30Z,2026-07-13T06:21:33Z,9124,9124,100,100,100,capped_at_retrieval_limit,N,N,2026-07-13T06:21:33Z,success,1,0,,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi,relevance,approved_terms_only,N,candidate_unverified,none,mwbl-ingredient-evidence-filter-v1.1-fresh-pubmed
