query_id,source,ingredient_rank,ingredient_id,name_ko,canonical_name_en,approved_search_terms,term_provenance_json,search_query,query_sha256,query_version,started_at_utc,completed_at_utc,total_hit_count,raw_hit_count,retrieval_cap,retrieved_count,returned_count,pagination_status,retrieval_complete,pagination_complete,searched_at,request_status,request_attempt_count,retry_count,error_type,error_message,api_endpoint,sort_order,query_contract_status,rerun_required,http_status,elapsed_ms,review_status,runtime_score_change,pipeline_version,manifest_sha256
crossref:phenoxyethanol:11df1b3040c9649e,crossref,2,phenoxyethanol,페녹시에탄올,Phenoxyethanol,Phenoxyethanol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Phenoxyethanol""}]","(""Phenoxyethanol"") skin topical",11df1b3040c9649e9518ae94b6cd95cdd36784f0125393e56c4d1a835b4d315c,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:07+00:00,2026-07-13T06:26:12+00:00,439777,439777,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:12+00:00,success,2,1,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,5570,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:butylene_glycol:c6c8f47d3fc3da27,crossref,3,butylene_glycol,부틸렌글라이콜,Butylene Glycol,Butylene Glycol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Butylene Glycol""}]","(""Butylene Glycol"") skin topical",c6c8f47d3fc3da2703670e92fa4ef9a9e07be4d8e6d05da47f759593cffc4f46,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:07+00:00,2026-07-13T06:26:10+00:00,494253,494253,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:10+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2940,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:tocopherol:511032aee15d1204,crossref,4,tocopherol,토코페롤,Tocopherol,Tocopherol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Tocopherol""}]","(""Tocopherol"") skin topical",511032aee15d1204248d9c5ebdf5682487f957b90a738d116c9dd803af8a94ce,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:07+00:00,2026-07-13T06:26:10+00:00,449590,449590,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:10+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2946,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:ethylhexylglycerin:982ef0290fc7d6ef,crossref,5,ethylhexylglycerin,에틸헥실글리세린,Ethylhexylglycerin,Ethylhexylglycerin,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Ethylhexylglycerin""}]","(""Ethylhexylglycerin"") skin topical",982ef0290fc7d6ef80c9af2ca2dc2034024dfe1cc6180f3588d829b8cfbee382,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:07+00:00,2026-07-13T06:26:10+00:00,439446,439446,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:10+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3460,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:citric_acid:e71cd655c93a6cec,crossref,6,citric_acid,시트릭애씨드,Citric Acid,Citric Acid,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Citric Acid""}]","(""Citric Acid"") skin topical",e71cd655c93a6cec3d83806af784f5187b3b45279dad9e6387e7acf35bd9c46f,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:10+00:00,2026-07-13T06:26:13+00:00,1639129,1639129,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:13+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3148,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:caprylyl_glycol:8b5bdf29c5f84fcf,crossref,7,caprylyl_glycol,카프릴릴글라이콜,Caprylyl Glycol,Caprylyl Glycol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Caprylyl Glycol""}]","(""Caprylyl Glycol"") skin topical",8b5bdf29c5f84fcf0f72bf0d8c3e9fde7108a478db39e4147057b12841a90bc0,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:10+00:00,2026-07-13T06:26:13+00:00,488533,488533,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:13+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3659,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:limonene:3dcd94a7f0a82a37,crossref,10,limonene,리모넨,Limonene,Limonene,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Limonene""}]","(""Limonene"") skin topical",3dcd94a7f0a82a3714bce87afee673ebad734d4b909ec402f6ead88efc524289,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:10+00:00,2026-07-13T06:26:20+00:00,442737,442737,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:20+00:00,success,3,2,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,9953,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:linalool:b1c749b1d235b921,crossref,11,linalool,리날룰,Linalool,Linalool,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Linalool""}]","(""Linalool"") skin topical",b1c749b1d235b9214497096d216651343b85964a5ae498164ae00554856764a4,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:12+00:00,2026-07-13T06:26:15+00:00,440894,440894,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:15+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2612,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:sodium_benzoate:c756bcaa37115b5c,crossref,12,sodium_benzoate,소듐벤조에이트,Sodium Benzoate,Sodium Benzoate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Sodium Benzoate""}]","(""Sodium Benzoate"") skin topical",c756bcaa37115b5c663b1e8f920889b9a9725680ff68ebd0efc6548bafae92f8,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:13+00:00,2026-07-13T06:26:15+00:00,721101,721101,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:15+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2599,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:potassium_sorbate:ecd413bffefe1648,crossref,13,potassium_sorbate,포타슘솔베이트,Potassium Sorbate,Potassium Sorbate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Potassium Sorbate""}]","(""Potassium Sorbate"") skin topical",ecd413bffefe16480812820b7e054de869f93b691a4a657d709814c404166cdb,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:13+00:00,2026-07-13T06:26:18+00:00,560172,560172,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:18+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,4183,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:1_2_hexanediol:38941c7934c49993,crossref,14,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol","1,2-Hexanediol","[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""1,2-Hexanediol""}]","(""1,2-Hexanediol"") skin topical",38941c7934c49993cd699fa405d8113ecf5e264728029ced3f39c1cf9059a885,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:15+00:00,2026-07-13T06:26:18+00:00,439920,439920,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:18+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3153,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:disodium_edta:7d18a34b482d2163,crossref,15,disodium_edta,다이소듐이디티에이,Disodium EDTA,Disodium EDTA,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Disodium EDTA""}]","(""Disodium EDTA"") skin topical",7d18a34b482d2163703bc22cb974d37bee68368c1491b0199e742790179d8a8e,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:15+00:00,2026-07-13T06:26:19+00:00,454772,454772,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:19+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3147,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:xanthan_gum:5d93801e394103ad,crossref,16,xanthan_gum,잔탄검,Xanthan Gum,Xanthan Gum,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Xanthan Gum""}]","(""Xanthan Gum"") skin topical",5d93801e394103adf4c78832970c618879dda6b01bef3fa21f4f03dd3fdb3398,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:18+00:00,2026-07-13T06:26:20+00:00,467942,467942,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:20+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2088,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:tocopheryl_acetate:19037feef43e2cf3,crossref,17,tocopheryl_acetate,토코페릴아세테이트,Tocopheryl Acetate,Tocopheryl Acetate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Tocopheryl Acetate""}]","(""Tocopheryl Acetate"") skin topical",19037feef43e2cf33950beccfb931bde17e72fb42606d6836324e8630c0d6980,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:18+00:00,2026-07-13T06:26:21+00:00,514871,514871,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:21+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2602,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:caprylic_capric_triglyceride:837edf4d94a9d164,crossref,18,caprylic_capric_triglyceride,카프릴릭/카프릭트라이글리세라이드,Caprylic/Capric Triglyceride,Caprylic/Capric Triglyceride,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Caprylic/Capric Triglyceride""}]","(""Caprylic/Capric Triglyceride"") skin topical",837edf4d94a9d1647233994be52a2885d082d6b360aaf0f732d4e221a1375ece,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:19+00:00,2026-07-13T06:26:21+00:00,455683,455683,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:21+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2655,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:propanediol:abb8c53cf0e565cc,crossref,19,propanediol,프로판다이올,Propanediol,Propanediol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Propanediol""}]","(""Propanediol"") skin topical",abb8c53cf0e565cc01acf315f6a3910a0ff7d4bed7bfa3018e4e1e4953c29a88,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:20+00:00,2026-07-13T06:26:22+00:00,442890,442890,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:22+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2676,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:silica:8c878105f21758de,crossref,21,silica,실리카,Silica,Silica,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Silica""}]","(""Silica"") skin topical",8c878105f21758de35df20fadfc606f738302c494f42830f7603b09ca3db7862,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:20+00:00,2026-07-13T06:26:23+00:00,593040,593040,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:23+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2610,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:sodium_chloride:7042692c12287b7f,crossref,22,sodium_chloride,소듐클로라이드,Sodium Chloride,Sodium Chloride,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Sodium Chloride""}]","(""Sodium Chloride"") skin topical",7042692c12287b7fd7ad4ec680f08e9d7e39e273e2ceedc59c76d7ae9729ce90,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:21+00:00,2026-07-13T06:26:23+00:00,852142,852142,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:23+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2609,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:sodium_hydroxide:de16a063c57e0a71,crossref,23,sodium_hydroxide,소듐하이드록사이드,Sodium Hydroxide,Sodium Hydroxide,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Sodium Hydroxide""}]","(""Sodium Hydroxide"") skin topical",de16a063c57e0a7128348fbcc709403a6c76588b687344f4954f78e981250386,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:21+00:00,2026-07-13T06:26:24+00:00,748913,748913,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:24+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2603,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:water:384ee83e7e1dd3fa,crossref,25,water,정제수,Water,Water,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Water""}]","(""Water"") skin topical",384ee83e7e1dd3fa9f07e6e2907f94b7299ca4857ae21bdb4b304bcc1d20a8d9,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:22+00:00,2026-07-13T06:26:25+00:00,2225681,2225681,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:25+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3112,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:pentylene_glycol:b4d9e188fea16aaa,crossref,26,pentylene_glycol,펜틸렌글라이콜,Pentylene Glycol,Pentylene Glycol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Pentylene Glycol""}]","(""Pentylene Glycol"") skin topical",b4d9e188fea16aaa5c129c0869bdd6faa96f80de322ff54ccb13a7ce88a51f1c,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:23+00:00,2026-07-13T06:26:26+00:00,488561,488561,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:26+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3163,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:alcohol:2af8e28cbaba5efc,crossref,27,alcohol,에탄올,Alcohol,Alcohol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Alcohol""}]","(""Alcohol"") skin topical",2af8e28cbaba5efc166cdda763010b6a1952db386614884816a32cce19e5fe58,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:23+00:00,2026-07-13T06:26:26+00:00,717522,717522,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:26+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2653,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:disteardimonium_hectorite:d8d5b71c7aefbe2d,crossref,28,disteardimonium_hectorite,다이스테아다이모늄헥토라이트,Disteardimonium Hectorite,Disteardimonium Hectorite,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Disteardimonium Hectorite""}]","(""Disteardimonium Hectorite"") skin topical",d8d5b71c7aefbe2ddc61d9da624f37a2fe6bf8c9eea35ba60154970138ade89d,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:24+00:00,2026-07-13T06:26:27+00:00,439911,439911,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:27+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3143,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:citronellol:2cf6d82641e343b0,crossref,29,citronellol,시트로넬올,Citronellol,Citronellol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Citronellol""}]","(""Citronellol"") skin topical",2cf6d82641e343b0203c64b74de5528d98dc9d2c97671ff835fe1a66b614da28,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:25+00:00,2026-07-13T06:26:29+00:00,439812,439812,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:29+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3136,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:mica:d9d2b4c8a39e4f56,crossref,30,mica,마이카,Mica,Mica,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Mica""}]","(""Mica"") skin topical",d9d2b4c8a39e4f560d8729cb8af9d9894f02197ceeea652c56451acfe3e043cd,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:26+00:00,2026-07-13T06:26:29+00:00,448878,448878,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:29+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2616,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:cetearyl_alcohol:d15926a118499e7e,crossref,31,cetearyl_alcohol,세테아릴알코올,Cetearyl Alcohol,Cetearyl Alcohol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Cetearyl Alcohol""}]","(""Cetearyl Alcohol"") skin topical",d15926a118499e7ed5de5fd19719be99ce5befc16d8df2f23fdaaf1808d6d6ef,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:26+00:00,2026-07-13T06:26:32+00:00,717546,717546,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:32+00:00,success,2,1,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,5746,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:carbomer:d060750b00b5021e,crossref,32,carbomer,카보머,Carbomer,Carbomer,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Carbomer""}]","(""Carbomer"") skin topical",d060750b00b5021e83c70e3c86fde4ed0bfbca995800fb1dd2ec3d878cc90442,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:27+00:00,2026-07-13T06:26:30+00:00,439758,439758,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:30+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3137,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:geraniol:43deeb453c9af154,crossref,33,geraniol,제라니올,Geraniol,Geraniol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Geraniol""}]","(""Geraniol"") skin topical",43deeb453c9af1547b3c24516285d13bd15032e5f582234ac2cfe42fca5ed4e6,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:29+00:00,2026-07-13T06:26:31+00:00,440674,440674,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:31+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2625,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:aluminum_hydroxide:d175a5e1adb19d09,crossref,35,aluminum_hydroxide,알루미늄하이드록사이드,Aluminum Hydroxide,Aluminum Hydroxide,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Aluminum Hydroxide""}]","(""Aluminum Hydroxide"") skin topical",d175a5e1adb19d09648ea48d44435d3022da3a56ce601fed86c53a93ae2beb3e,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:29+00:00,2026-07-13T06:26:34+00:00,649640,649640,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:34+00:00,success,2,1,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,5792,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:helianthus_annuus_sunflower_seed_oil:7bfed692432fe368,crossref,36,helianthus_annuus_sunflower_seed_oil,해바라기씨오일,Helianthus Annuus (Sunflower) Seed Oil,Helianthus Annuus (Sunflower) Seed Oil,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Helianthus Annuus (Sunflower) Seed Oil""}]","(""Helianthus Annuus (Sunflower) Seed Oil"") skin topical",7bfed692432fe368947c413609f5020de544e6297e11fadf17ea59b5361debc2,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:30+00:00,2026-07-13T06:26:34+00:00,1281791,1281791,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:34+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3685,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:butyrospermum_parkii_shea_butter:a7f54a40d20176aa,crossref,38,butyrospermum_parkii_shea_butter,시어버터,Butyrospermum Parkii (Shea) Butter,Butyrospermum Parkii (Shea) Butter,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Butyrospermum Parkii (Shea) Butter""}]","(""Butyrospermum Parkii (Shea) Butter"") skin topical",a7f54a40d20176aacf7882de20d6627941665948d2c0d11f9900aa7e1ad7c346,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:31+00:00,2026-07-13T06:26:34+00:00,472669,472669,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:34+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2628,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:triethoxycaprylylsilane:f1b4dc858aa96626,crossref,39,triethoxycaprylylsilane,트라이에톡시카프릴릴실레인,Triethoxycaprylylsilane,Triethoxycaprylylsilane,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Triethoxycaprylylsilane""}]","(""Triethoxycaprylylsilane"") skin topical",f1b4dc858aa9662665c25df3afada525cdece78f67e846792f51ec1b4fa58aab,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:32+00:00,2026-07-13T06:26:34+00:00,439431,439431,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:34+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2638,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:glyceryl_stearate:5a9d15ab34de4b7a,crossref,40,glyceryl_stearate,글리세릴스테아레이트,Glyceryl Stearate,Glyceryl Stearate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Glyceryl Stearate""}]","(""Glyceryl Stearate"") skin topical",5a9d15ab34de4b7ac3f8df21bf4123ccbc107548c36fadabbe65bd125c7a0214,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:26:34+00:00,2026-07-13T06:26:36+00:00,444168,444168,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:26:36+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2641,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
