query_id,source,ingredient_rank,ingredient_id,name_ko,canonical_name_en,approved_search_terms,term_provenance_json,search_query,query_sha256,query_version,started_at_utc,completed_at_utc,total_hit_count,raw_hit_count,retrieval_cap,retrieved_count,returned_count,pagination_status,retrieval_complete,pagination_complete,searched_at,request_status,request_attempt_count,retry_count,error_type,error_message,api_endpoint,sort_order,query_contract_status,rerun_required,http_status,elapsed_ms,review_status,runtime_score_change,pipeline_version,manifest_sha256
crossref:persea_gratissima_avocado_oil:1b9c8bd56029b842,crossref,129,persea_gratissima_avocado_oil,아보카도오일,Persea Gratissima (Avocado) Oil,Persea Gratissima (Avocado) Oil,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Persea Gratissima (Avocado) Oil""}]","(""Persea Gratissima (Avocado) Oil"") skin topical",1b9c8bd56029b842a6ad7f3eb32782d06fa1cba7c56b4dba92ce2ae74aae4232,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:37+00:00,2026-07-13T06:27:40+00:00,1070565,1070565,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:40+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3158,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:methylpropanediol:3b718ed064fe5614,crossref,130,methylpropanediol,메틸프로판다이올,Methylpropanediol,Methylpropanediol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Methylpropanediol""}]","(""Methylpropanediol"") skin topical",3b718ed064fe5614251246e943cea9df11148f7ac21b5e891bce6b63a3ed0f81,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:37+00:00,2026-07-13T06:27:40+00:00,439434,439434,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:40+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3141,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:serine:545439f5ec3a64d4,crossref,131,serine,세린,Serine,Serine,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Serine""}]","(""Serine"") skin topical",545439f5ec3a64d4617fb3e2a9cba110acb9dc896e6ace702c88007ae26d5496,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:38+00:00,2026-07-13T06:27:41+00:00,467550,467550,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:41+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2614,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:dehydroacetic_acid:1d8ddf09d472666e,crossref,132,dehydroacetic_acid,데하이드로아세틱애씨드,Dehydroacetic Acid,Dehydroacetic Acid,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Dehydroacetic Acid""}]","(""Dehydroacetic Acid"") skin topical",1d8ddf09d472666ed598e31e2e13637c134de8e9b60d08e3abfcf2d83943d1b1,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:38+00:00,2026-07-13T06:27:41+00:00,1638528,1638528,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:41+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2618,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:lauroyl_lysine:2311272423e496b9,crossref,133,lauroyl_lysine,라우로일라이신,Lauroyl Lysine,Lauroyl Lysine,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Lauroyl Lysine""}]","(""Lauroyl Lysine"") skin topical",2311272423e496b9a83701b153a004dcb11b05d52d32c35240eaba633c9ac30a,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:40+00:00,2026-07-13T06:27:43+00:00,469753,469753,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:43+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2616,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:ascorbyl_palmitate:5b84ff9391ec1e1a,crossref,134,ascorbyl_palmitate,아스코빌팔미테이트,Ascorbyl Palmitate,Ascorbyl Palmitate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Ascorbyl Palmitate""}]","(""Ascorbyl Palmitate"") skin topical",5b84ff9391ec1e1ab6d570b77c5a0e387a2ca7c3f2ac540d7f104987413ae237,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:40+00:00,2026-07-13T06:27:44+00:00,444904,444904,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:44+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3658,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:behenyl_alcohol:288da7367bc3294b,crossref,135,behenyl_alcohol,베헤닐알코올,Behenyl Alcohol,Behenyl Alcohol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Behenyl Alcohol""}]","(""Behenyl Alcohol"") skin topical",288da7367bc3294b5b2faa1d824d8aa4ce10c281e92c6e9e57aa627ff2d6a554,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:41+00:00,2026-07-13T06:27:47+00:00,717550,717550,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:47+00:00,success,2,1,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,5760,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:centella_asiatica_extract:85bc593f1fea9bc6,crossref,136,centella_asiatica_extract,병풀추출물,Centella Asiatica Extract,Centella Asiatica Extract,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Centella Asiatica Extract""}]","(""Centella Asiatica Extract"") skin topical",85bc593f1fea9bc69dd56c0f640727953a15cc81211d32fd1b22b363fd070a9a,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:41+00:00,2026-07-13T06:27:45+00:00,640299,640299,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:45+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3693,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:sorbic_acid:d9404110fd915403,crossref,137,sorbic_acid,소르빅애씨드,Sorbic Acid,Sorbic Acid,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Sorbic Acid""}]","(""Sorbic Acid"") skin topical",d9404110fd915403f87984ce5ba66e9c2da9c8e8a4ce758c0455ac6a38a29b43,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:43+00:00,2026-07-13T06:27:46+00:00,1638607,1638607,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:46+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2625,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:decyl_glucoside:91f6d970d41049ee,crossref,138,decyl_glucoside,데실글루코사이드,Decyl Glucoside,Decyl Glucoside,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Decyl Glucoside""}]","(""Decyl Glucoside"") skin topical",91f6d970d41049ee4f617c09238f29357beaa772de8d6d5fec5efe51f0865ae7,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:44+00:00,2026-07-13T06:27:47+00:00,446124,446124,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:47+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2618,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:argania_spinosa_kernel_oil:ebdff5ac615a40ce,crossref,139,argania_spinosa_kernel_oil,아르간커넬오일,Argania Spinosa Kernel Oil,Argania Spinosa Kernel Oil,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Argania Spinosa Kernel Oil""}]","(""Argania Spinosa Kernel Oil"") skin topical",ebdff5ac615a40cec2e14e25f6a1c5d9734db7910eaf5fb7ae1084ef287746cf,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:45+00:00,2026-07-13T06:27:48+00:00,1144918,1144918,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:48+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3205,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:kaolin:16ba76420fbce288,crossref,140,kaolin,카올린,Kaolin,Kaolin,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Kaolin""}]","(""Kaolin"") skin topical",16ba76420fbce288d8a260bca2a13ff121ee6001ca15439f6e19d8202ea7e87e,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:46+00:00,2026-07-13T06:27:48+00:00,447234,447234,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:48+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2635,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:hydrolyzed_hyaluronic_acid:f4935ad5190995d5,crossref,141,hydrolyzed_hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,Hydrolyzed Hyaluronic Acid,Hydrolyzed Hyaluronic Acid,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Hydrolyzed Hyaluronic Acid""}]","(""Hydrolyzed Hyaluronic Acid"") skin topical",f4935ad5190995d5f826c60d945cd724108a40a8dd52ccff43f1e64730e0e56d,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:47+00:00,2026-07-13T06:27:50+00:00,1643777,1643777,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:50+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3147,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:triethyl_citrate:56af0ac3ea9c0841,crossref,142,triethyl_citrate,트라이에틸시트레이트,Triethyl Citrate,Triethyl Citrate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Triethyl Citrate""}]","(""Triethyl Citrate"") skin topical",56af0ac3ea9c08414cd4d29c1e94a9600823bd25e7de3b2d30e2e00ac5ff372e,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:47+00:00,2026-07-13T06:27:50+00:00,463575,463575,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:50+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3677,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:sorbitol:1b176c1c93014e10,crossref,143,sorbitol,솔비톨,Sorbitol,Sorbitol,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Sorbitol""}]","(""Sorbitol"") skin topical",1b176c1c93014e10e40048c392c4cff999d3fe1ad3020b1264eca0371da0d5e2,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:48+00:00,2026-07-13T06:27:51+00:00,444068,444068,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:51+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3587,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:polyglyceryl_10_laurate:ed5d8c1b0ad86013,crossref,144,polyglyceryl_10_laurate,폴리글리세릴-10라우레이트,Polyglyceryl-10 Laurate,Polyglyceryl-10 Laurate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Polyglyceryl-10 Laurate""}]","(""Polyglyceryl-10 Laurate"") skin topical",ed5d8c1b0ad8601370637acfd7337e1b270a9f3bfaae061dfabad57e49393705,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:48+00:00,2026-07-13T06:27:50+00:00,6590788,6590788,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:50+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2097,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:dimethicone_crosspolymer:40ad923ae2ce9bc3,crossref,145,dimethicone_crosspolymer,다이메티콘크로스폴리머,Dimethicone Crosspolymer,Dimethicone Crosspolymer,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Dimethicone Crosspolymer""}]","(""Dimethicone Crosspolymer"") skin topical",40ad923ae2ce9bc3d8e9e8116abb270ee760f585a41929bac6e3851070c787c0,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:50+00:00,2026-07-13T06:27:54+00:00,439610,439610,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:54+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3695,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:peg_40_hydrogenated_castor_oil:2d0c39241de27abc,crossref,146,peg_40_hydrogenated_castor_oil,피이지-40하이드로제네이티드캐스터오일,PEG-40 Hydrogenated Castor Oil,PEG-40 Hydrogenated Castor Oil,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""PEG-40 Hydrogenated Castor Oil""}]","(""PEG-40 Hydrogenated Castor Oil"") skin topical",2d0c39241de27abc80a2e298590c58129bc5bbb5e7cbb83bb8227fab95386af4,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:50+00:00,2026-07-13T06:27:54+00:00,2777152,2777152,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:54+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3170,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:tetrasodium_edta:0664dccb2b9cd170,crossref,147,tetrasodium_edta,테트라소듐이디티에이,Tetrasodium EDTA,Tetrasodium EDTA,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Tetrasodium EDTA""}]","(""Tetrasodium EDTA"") skin topical",0664dccb2b9cd170c6bfead4625ee0f3ea08d9b1cdadd86846fc95216e401139,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:50+00:00,2026-07-13T06:27:54+00:00,451052,451052,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:54+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3677,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:lactobacillus_ferment:b4f04e99a8b7fdc9,crossref,148,lactobacillus_ferment,락토바실러스발효물,Lactobacillus Ferment,Lactobacillus Ferment,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Lactobacillus Ferment""}]","(""Lactobacillus Ferment"") skin topical",b4f04e99a8b7fdc94e7afdcead870902642e9cf78030705efff32bd3ce59702e,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:51+00:00,2026-07-13T06:27:55+00:00,477528,477528,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:55+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3215,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:caprylyl_methicone:40e8f43053fdaf5e,crossref,149,caprylyl_methicone,카프릴릴메티콘,Caprylyl Methicone,Caprylyl Methicone,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Caprylyl Methicone""}]","(""Caprylyl Methicone"") skin topical",40e8f43053fdaf5e7257a0a75234adfca65f0599344b778652efe945d25d923a,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:54+00:00,2026-07-13T06:27:56+00:00,439466,439466,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:56+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2593,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:sodium_stearoyl_glutamate:99263dad3def022d,crossref,151,sodium_stearoyl_glutamate,소듐스테아로일글루타메이트,Sodium Stearoyl Glutamate,Sodium Stearoyl Glutamate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Sodium Stearoyl Glutamate""}]","(""Sodium Stearoyl Glutamate"") skin topical",99263dad3def022d0bb5e2752ebd8a114a0eaf85752cc13dc5bc653a9e930b41,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:54+00:00,2026-07-13T06:27:57+00:00,765370,765370,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:57+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3150,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:glucose:17d97090c458ba4f,crossref,152,glucose,글루코오스,Glucose,Glucose,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Glucose""}]","(""Glucose"") skin topical",17d97090c458ba4f1932b229ff826069fb6c992c1ef66e0a3c949b5baa216caf,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:54+00:00,2026-07-13T06:27:57+00:00,674314,674314,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:57+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2628,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:c12_15_alkyl_benzoate:469abf20cc01dd90,crossref,153,c12_15_alkyl_benzoate,C12-15알킬벤조에이트,C12-15 Alkyl Benzoate,C12-15 Alkyl Benzoate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""C12-15 Alkyl Benzoate""}]","(""C12-15 Alkyl Benzoate"") skin topical",469abf20cc01dd908b3f5b9ac1b3d0ddecc78cbeb8d5e1294b307f774246b45d,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:55+00:00,2026-07-13T06:27:58+00:00,4004419,4004419,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:58+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3070,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:isopropyl_myristate:5a53566e71e51334,crossref,154,isopropyl_myristate,아이소프로필미리스테이트,Isopropyl Myristate,Isopropyl Myristate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Isopropyl Myristate""}]","(""Isopropyl Myristate"") skin topical",5a53566e71e51334544ab1ec7b7cbe23a88e771b1c8e6a3b9c0294c90daec11c,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:56+00:00,2026-07-13T06:27:59+00:00,449184,449184,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:27:59+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2642,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:biotin:77c71d392aa12c33,crossref,155,biotin,바이오틴,Biotin,Biotin,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Biotin""}]","(""Biotin"") skin topical",77c71d392aa12c333c598f866639174e13495ac7b0ee65ad33febac358dc141c,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:57+00:00,2026-07-13T06:28:00+00:00,448544,448544,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:28:00+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3121,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:stearic_acid:1f3fb5e5429e7a75,crossref,156,stearic_acid,스테아릭애씨드,Stearic Acid,Stearic Acid,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Stearic Acid""}]","(""Stearic Acid"") skin topical",1f3fb5e5429e7a75b6bdc564e62e786d2e6463d9d81cc1d9b306b3ab8812fce4,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:57+00:00,2026-07-13T06:28:00+00:00,1638867,1638867,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:28:00+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,3111,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:cetearyl_olivate:e37db5b89670568a,crossref,157,cetearyl_olivate,세테아릴올리베이트,Cetearyl Olivate,Cetearyl Olivate,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Cetearyl Olivate""}]","(""Cetearyl Olivate"") skin topical",e37db5b89670568af9e94f4293c0a741cb3833d303b251541f15808011f08937,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:58+00:00,2026-07-13T06:28:00+00:00,439474,439474,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:28:00+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2613,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:amodimethicone:5da85fb778917ee7,crossref,158,amodimethicone,아모다이메티콘,Amodimethicone,Amodimethicone,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Amodimethicone""}]","(""Amodimethicone"") skin topical",5da85fb778917ee75cfa9ef4d9e826d0f881dcba3d8378ed80b3d3cdc2b13634,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:27:59+00:00,2026-07-13T06:28:01+00:00,439438,439438,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:28:01+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2612,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:glycine_soja_soybean_oil:1b82a8035c3afd43,crossref,159,glycine_soja_soybean_oil,돌콩오일,Glycine Soja (Soybean) Oil,Glycine Soja (Soybean) Oil,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Glycine Soja (Soybean) Oil""}]","(""Glycine Soja (Soybean) Oil"") skin topical",1b82a8035c3afd43e6e2c43f6abf1e6ab0965d39046b4dd9bada81d585e6573e,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:28:00+00:00,2026-07-13T06:28:02+00:00,1179768,1179768,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:28:02+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2626,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:acrylates_copolymer:26cdab5eda828959,crossref,160,acrylates_copolymer,아크릴레이트코폴리머,Acrylates Copolymer,Acrylates Copolymer,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Acrylates Copolymer""}]","(""Acrylates Copolymer"") skin topical",26cdab5eda828959d80d33d21770356befc80a7edf209e491c275847c1cfa39c,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:28:00+00:00,2026-07-13T06:28:06+00:00,488663,488663,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:28:06+00:00,success,2,1,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,5788,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
crossref:isohexadecane:69e72b78a37c3830,crossref,161,isohexadecane,아이소헥사데칸,Isohexadecane,Isohexadecane,"[{""alias_type"":"""",""origin"":""canonical_name_en"",""source"":""https://kcia.or.kr/cid/main/"",""term"":""Isohexadecane""}]","(""Isohexadecane"") skin topical",69e72b78a37c3830d09d761c716157e8c97e1ad63cb20a0cb72efa19a85fdaa3,mwbl-ingredient-evidence-query-v1.1,2026-07-13T06:28:00+00:00,2026-07-13T06:28:03+00:00,439434,439434,50,50,50,capped_at_retrieval_limit,N,N,2026-07-13T06:28:03+00:00,success,1,0,,,https://api.crossref.org/works,relevance,approved_terms_only,N,200,2623,candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1.1-fresh,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d
