alias,normalized_alias,previous_canonical_id,new_canonical_id,action,note
(-)-alpha-bisabolol,(-)-alpha-bisabolol,,alpha_bisabolol,added,공식 exact identity alias
2-Methylresorcinol,2-methylresorcinol,,2_methylresorcinol,added,공식 exact identity alias
2-메칠레조시놀,2-메칠레조시놀,,2_methylresorcinol,added,공식 exact identity alias
2-메틸레조시놀,2-메틸레조시놀,,2_methylresorcinol,added,공식 exact identity alias
4-Amino-2-Hydroxytoluene,4-amino-2-hydroxytoluene,,4_amino_2_hydroxytoluene,added,공식 exact identity alias
4-Chlororesorcinol,4-chlororesorcinol,,4_chlororesorcinol,added,공식 exact identity alias
4-t-Butylcyclohexanol,4-t-butylcyclohexanol,,4_t_butylcyclohexanol,added,공식 exact identity alias
4-t-부틸사이클로헥산올,4-t-부틸사이클로헥산올,,4_t_butylcyclohexanol,added,공식 exact identity alias
4-Terpineol,4-terpineol,,4_terpineol,added,공식 exact identity alias
4-아미노-2-하이드록시톨루엔,4-아미노-2-하이드록시톨루엔,,4_amino_2_hydroxytoluene,added,공식 exact identity alias
4-클로로레조시놀,4-클로로레조시놀,,4_chlororesorcinol,added,공식 exact identity alias
4-터피네올,4-터피네올,,4_terpineol,added,공식 exact identity alias
7-Dehydrocholesterol,7-dehydrocholesterol,,7_dehydrocholesterol,added,공식 exact identity alias
7-데하이드로콜레스테롤,7-데하이드로콜레스테롤,,7_dehydrocholesterol,added,공식 exact identity alias
Abies Sibirica Oil,abiessibiricaoil,,abies_sibirica_oil,added,공식 exact identity alias
Acer Saccharum (Sugar Maple) Extract,acersaccharum(sugarmaple)extract,,acer_saccharum_sugar_maple_extract,added,공식 exact identity alias
Acetylated Glycol Stearate,acetylatedglycolstearate,,acetylated_glycol_stearate,added,공식 exact identity alias
Acetyl Cedrene,acetylcedrene,,acetyl_cedrene,added,공식 exact identity alias
Acetyl Cysteine,acetylcysteine,,acetyl_cysteine,added,공식 exact identity alias
Acetyl Dipeptide-1 Cetyl Ester,acetyldipeptide-1cetylester,,acetyl_dipeptide_1_cetyl_ester,added,공식 exact identity alias
Acetyl Glutamine,acetylglutamine,,acetyl_glutamine,added,공식 exact identity alias
Acetyl Hexapeptide-1,acetylhexapeptide-1,,acetyl_hexapeptide_1,added,공식 exact identity alias
Acetyl Tetrapeptide-11,acetyltetrapeptide-11,,acetyl_tetrapeptide_11,added,공식 exact identity alias
Acetyl Tetrapeptide-2,acetyltetrapeptide-2,,acetyl_tetrapeptide_2,added,공식 exact identity alias
Acetyl Tetrapeptide-3,acetyltetrapeptide-3,,acetyl_tetrapeptide_3,added,공식 exact identity alias
Acetyl Tetrapeptide-9,acetyltetrapeptide-9,,acetyl_tetrapeptide_9,added,공식 exact identity alias
Acetyl Tyrosine,acetyltyrosine,,acetyl_tyrosine,added,공식 exact identity alias
Acmella Oleracea Extract,acmellaoleraceaextract,,acmella_oleracea_extract,added,공식 exact identity alias
Acorus Calamus Root Extract,acoruscalamusrootextract,,acorus_calamus_root_extract,added,공식 exact identity alias
Acrylamide/Sodium Acryloyldimethyltaurate Copolymer,acrylamide/sodiumacryloyldimethyltauratecopolymer,,acrylamide_sodium_acryloyldimethyltaurate_copolymer,added,공식 exact identity alias
Acrylates/Beheneth-25 Methacrylate Copolymer,acrylates/beheneth-25methacrylatecopolymer,,acrylates_beheneth_25_methacrylate_copolymer,added,공식 exact identity alias
Acrylates/Dimethicone Copolymer,acrylates/dimethiconecopolymer,,acrylates_dimethicone_copolymer,added,공식 exact identity alias
Acrylates/Ethylhexyl Acrylate Copolymer,acrylates/ethylhexylacrylatecopolymer,,acrylates_ethylhexyl_acrylate_copolymer,added,공식 exact identity alias
Acrylates/Octylacrylamide Copolymer,acrylates/octylacrylamidecopolymer,,acrylates_octylacrylamide_copolymer,added,공식 exact identity alias
Acrylates/Polytrimethylsiloxymethacrylate Copolymer,acrylates/polytrimethylsiloxymethacrylatecopolymer,,acrylates_polytrimethylsiloxymethacrylate_copolymer,added,공식 exact identity alias
Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer,acrylates/stearylacrylate/dimethiconemethacrylatecopolymer,,acrylates_stearyl_acrylate_dimethicone_methacrylate_copolymer,added,공식 exact identity alias
Acrylates/Stearyl Methacrylate Copolymer,acrylates/stearylmethacrylatecopolymer,,acrylates_stearyl_methacrylate_copolymer,added,공식 exact identity alias
Acrylates Crosspolymer-4,acrylatescrosspolymer-4,,acrylates_crosspolymer_4,added,공식 exact identity alias
Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer,acrylonitrile/methylmethacrylate/vinylidenechloridecopolymer,,acrylonitrile_methyl_methacrylate_vinylidene_chloride_copolymer,added,공식 exact identity alias
Actinidia Chinensis (Kiwi) Fruit Extract,actinidiachinensis(kiwi)fruitextract,,actinidia_chinensis_kiwi_fruit_extract,added,공식 exact identity alias
Acyl Coenzyme A Desaturase,acylcoenzymeadesaturase,,acyl_coenzyme_a_desaturase,added,공식 exact identity alias
Adansonia Digitata Fruit Extract,adansoniadigitatafruitextract,,adansonia_digitata_fruit_extract,added,공식 exact identity alias
Adansonia Digitata Seed Extract,adansoniadigitataseedextract,,adansonia_digitata_seed_extract,added,공식 exact identity alias
Adansonia Digitata Seed Oil,adansoniadigitataseedoil,,adansonia_digitata_seed_oil,added,공식 exact identity alias
Aesculus Hippocastanum (Horse Chestnut) Extract,aesculushippocastanum(horsechestnut)extract,,aesculus_hippocastanum_horse_chestnut_extract,added,공식 exact identity alias
Aesculus Hippocastanum (Horse Chestnut) Seed Extract,aesculushippocastanum(horsechestnut)seedextract,,aesculus_hippocastanum_horse_chestnut_seed_extract,added,공식 exact identity alias
Agar,agar,,agar,added,공식 exact identity alias
Agave Tequilana Leaf Extract,agavetequilanaleafextract,,agave_tequilana_leaf_extract,added,공식 exact identity alias
Alaria Esculenta Extract,alariaesculentaextract,,alaria_esculenta_extract,added,공식 exact identity alias
Albizia Julibrissin Bark Extract,albiziajulibrissinbarkextract,,albizia_julibrissin_bark_extract,added,공식 exact identity alias
Aleurites Moluccana Seed Oil,aleuritesmoluccanaseedoil,,aleurites_moluccanus_seed_oil,added,공식 exact identity alias
Aleurites Moluccanus Seed Oil,aleuritesmoluccanusseedoil,,aleurites_moluccanus_seed_oil,added,공식 exact identity alias
Alizurol Purple,alizurolpurple,,alizurol_purple,added,공식 exact identity alias
Allium Cepa (Onion) Bulb Extract,alliumcepa(onion)bulbextract,,allium_cepa_onion_bulb_extract,added,공식 exact identity alias
Aloe Barbadensis Extract,aloebarbadensisextract,,aloe_barbadensis_extract,added,공식 exact identity alias
Aloe Barbadensis Flower Extract,aloebarbadensisflowerextract,,aloe_barbadensis_flower_extract,added,공식 exact identity alias
Aloe Barbadensis Leaf Water,aloebarbadensisleafwater,,aloe_barbadensis_leaf_water,added,공식 exact identity alias
Alpha-Glucan Oligosaccharide,alpha-glucanoligosaccharide,,alpha_glucan_oligosaccharide,added,공식 exact identity alias
Alteromonas Ferment Extract,alteromonasfermentextract,,alteromonas_ferment_extract,added,공식 exact identity alias
Althaea Officinalis Root Extract,althaeaofficinalisrootextract,,althaea_officinalis_root_extract,added,공식 exact identity alias
Althaea Rosea Flower Extract,althaearoseaflowerextract,,althaea_rosea_flower_extract,added,공식 exact identity alias
Aluminum/Magnesium Hydroxide Stearate,aluminum/magnesiumhydroxidestearate,,aluminum_magnesium_hydroxide_stearate,added,공식 exact identity alias
Aluminum Calcium Sodium Silicate,aluminumcalciumsodiumsilicate,,aluminum_calcium_sodium_silicate,added,공식 exact identity alias
Aluminum Dimyristate,aluminumdimyristate,,aluminum_dimyristate,added,공식 exact identity alias
Aluminum Myristate,aluminummyristate,,aluminum_myristate,added,공식 exact identity alias
Aluminum Stearate,aluminumstearate,,aluminum_stearate,added,공식 exact identity alias
Amaranthus Caudatus Seed Extract,amaranthuscaudatusseedextract,,amaranthus_caudatus_seed_extract,added,공식 exact identity alias
Amber Extract,amberextract,,amber_extract,added,공식 exact identity alias
Amber Powder,amberpowder,,amber_powder,added,공식 exact identity alias
Aminomethyl Propanediol,aminomethylpropanediol,,aminomethyl_propanediol,added,공식 exact identity alias
Aminopropyl Ascorbyl Phosphate,aminopropylascorbylphosphate,,aminopropyl_ascorbyl_phosphate,added,공식 exact identity alias
Aminopropyl Dimethicone,aminopropyldimethicone,,aminopropyl_dimethicone,added,공식 exact identity alias
Aminopropyl Triethoxysilane,aminopropyltriethoxysilane,,aminopropyl_triethoxysilane,added,공식 exact identity alias
Ammonium Acrylates Copolymer,ammoniumacrylatescopolymer,,ammonium_acrylates_copolymer,added,공식 exact identity alias
Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer,ammoniumacryloyldimethyltaurate/beheneth-25methacrylatecrosspolymer,,ammonium_acryloyldimethyltaurate_beheneth_25_methacryl_kcia_1946,added,공식 exact identity alias
Ammonium Glycyrrhizate,ammoniumglycyrrhizate,,ammonium_glycyrrhizate,added,공식 exact identity alias
Ammonium Hydroxide,ammoniumhydroxide,,ammonium_hydroxide,added,공식 exact identity alias
Ammonium Lauryl Sulfate,ammoniumlaurylsulfate,,ammonium_lauryl_sulfate,added,공식 exact identity alias
Ammonium Polyacrylate,ammoniumpolyacrylate,,ammonium_polyacrylate,added,공식 exact identity alias
AMP-Acrylates/Allyl Methacrylate Copolymer,amp-acrylates/allylmethacrylatecopolymer,,amp_acrylates_allyl_methacrylate_copolymer,added,공식 exact identity alias
AMP-Acrylates Copolymer,amp-acrylatescopolymer,,amp_acrylates_copolymer,added,공식 exact identity alias
AMP-Isostearoyl Hydrolyzed Wheat Protein,amp-isostearoylhydrolyzedwheatprotein,,amp_isostearoyl_hydrolyzed_wheat_protein,added,공식 exact identity alias
Amylopectin,amylopectin,,amylopectin,added,공식 exact identity alias
Amyl Salicylate,amylsalicylate,,amyl_salicylate,added,공식 exact identity alias
Amyris Balsamifera Bark Oil,amyrisbalsamiferabarkoil,,amyris_balsamifera_bark_oil,added,공식 exact identity alias
Ananas Sativus (Pineapple) Fruit Extract,ananassativus(pineapple)fruitextract,,ananas_sativus_pineapple_fruit_extract,added,공식 exact identity alias
Anastatica Hierochuntica Extract,anastaticahierochunticaextract,,anastatica_hierochuntica_extract,added,공식 exact identity alias
Anemarrhena Asphodeloides Root Extract,anemarrhenaasphodeloidesrootextract,,anemarrhena_asphodeloides_root_extract,added,공식 exact identity alias
Anethole,anethole,,anethole,added,공식 exact identity alias
Angelica Acutiloba Root Extract,angelicaacutilobarootextract,,angelica_acutiloba_root_extract,added,공식 exact identity alias
Angelica Gigas Root Extract,angelicagigasrootextract,,angelica_gigas_root_extract,added,공식 exact identity alias
Angelica Keiskei Leaf/Stem Extract,angelicakeiskeileaf/stemextract,,angelica_keiskei_leaf_stem_extract,added,공식 exact identity alias
Anise Alcohol,anisealcohol,,anise_alcohol,added,공식 exact identity alias
Anthemis Nobilis Flower Oil,anthemisnobilisfloweroil,,chamomilla_recutita_matricaria_flower_oil,added,공식 exact identity alias
Apigenin,apigenin,,apigenin,added,공식 exact identity alias
Apium Graveolens (Celery) Seed Extract,apiumgraveolens(celery)seedextract,,apium_graveolens_celery_seed_extract,added,공식 exact identity alias
Arachidic Acid,arachidicacid,,arachidic_acid,added,공식 exact identity alias
Arachidyl Alcohol,arachidylalcohol,,arachidyl_alcohol,added,공식 exact identity alias
Arachidyl Glucoside,arachidylglucoside,,arachidyl_glucoside,added,공식 exact identity alias
Arctium Lappa Root Extract,arctiumlapparootextract,,arctium_lappa_root_extract,added,공식 exact identity alias
Arctostaphylos Uva-Ursi Leaf Extract,arctostaphylosuva-ursileafextract,,arctostaphylos_uva_ursi_leaf_extract,added,공식 exact identity alias
Arctostaphylos Uva Ursi Leaf Extract,arctostaphylosuvaursileafextract,,arctostaphylos_uva_ursi_leaf_extract,added,공식 exact identity alias
Arginine/Lysine Polypeptide,arginine/lysinepolypeptide,,arginine_lysine_polypeptide,added,공식 exact identity alias
Arginine HCl,argininehcl,,arginine_hcl,added,공식 exact identity alias
Arnica Montana Flower Extract,arnicamontanaflowerextract,,arnica_montana_flower_extract,added,공식 exact identity alias
Artemia Extract,artemiaextract,,artemia_extract,added,공식 exact identity alias
Artemisia Annua Extract,artemisiaannuaextract,,artemisia_annua_extract,added,공식 exact identity alias
Artemisia Capillaris Extract,artemisiacapillarisextract,,artemisia_capillaris_extract,added,공식 exact identity alias
Artemisia Princeps Leaf Extract,artemisiaprincepsleafextract,,artemisia_princeps_leaf_extract,added,공식 exact identity alias
Artemisia Vulgaris Oil,artemisiavulgarisoil,,artemisia_vulgaris_oil,added,공식 exact identity alias
Ascophyllum Nodosum Extract,ascophyllumnodosumextract,,ascophyllum_nodosum_extract,added,공식 exact identity alias
Ascorbic Acid Polypeptide,ascorbicacidpolypeptide,,ascorbic_acid_polypeptide,added,공식 exact identity alias
Ascorbyl Tetraisopalmitate,ascorbyltetraisopalmitate,,ascorbyl_tetraisopalmitate,added,공식 exact identity alias
Aspalathus Linearis Leaf Extract,aspalathuslinearisleafextract,,aspalathus_linearis_leaf_extract,added,공식 exact identity alias
Asparagine,asparagine,,asparagine,added,공식 exact identity alias
Asparagopsis Armata Extract,asparagopsisarmataextract,,asparagopsis_armata_extract,added,공식 exact identity alias
Aspergillus Ferment,aspergillusferment,,aspergillus_ferment,added,공식 exact identity alias
Astaxanthin,astaxanthin,,astaxanthin,added,공식 exact identity alias
Astragalus Membranaceus Root Extract,astragalusmembranaceusrootextract,,astragalus_membranaceus_root_extract,added,공식 exact identity alias
Astrocaryum Murumuru Seed Butter,astrocaryummurumuruseedbutter,,astrocaryum_murumuru_seed_butter,added,공식 exact identity alias
Atelocollagen,atelocollagen,,atelocollagen,added,공식 exact identity alias
Avena Sativa (Oat) Bran Extract,avenasativa(oat)branextract,,avena_sativa_oat_bran_extract,added,공식 exact identity alias
Avena Sativa (Oat) Kernel Oil,avenasativa(oat)kerneloil,,avena_sativa_oat_kernel_oil,added,공식 exact identity alias
Avena Sativa (Oat) Peptide,avenasativa(oat)peptide,,avena_sativa_oat_peptide,added,공식 exact identity alias
Avena Sativa (Oat) Protein Extract,avenasativa(oat)proteinextract,,avena_sativa_oat_protein_extract,added,공식 exact identity alias
Bacillus/Soybean Ferment Extract,bacillus/soybeanfermentextract,,bacillus_soybean_ferment_extract,added,공식 exact identity alias
Bacillus Ferment,bacillusferment,,bacillus_ferment,added,공식 exact identity alias
Bambusa Arundinacea Stem Extract,bambusaarundinaceastemextract,,bambusa_arundinacea_stem_extract,added,공식 exact identity alias
Bambusa Arundinacea Stem Powder,bambusaarundinaceastempowder,,bambusa_arundinacea_stem_powder,added,공식 exact identity alias
Bambusa Vulgaris Extract,bambusavulgarisextract,,bambusa_vulgaris_extract,added,공식 exact identity alias
Bambusa Vulgaris Leaf Extract,bambusavulgarisleafextract,,bambusa_vulgaris_leaf_extract,added,공식 exact identity alias
Bambusa Vulgaris Water,bambusavulgariswater,,bambusa_vulgaris_water,added,공식 exact identity alias
Basic Blue 99,basicblue99,,basic_blue_99,added,공식 exact identity alias
Basic Brown 16,basicbrown16,,basic_brown_16,added,공식 exact identity alias
Basic Red 51,basicred51,,basic_red_51,added,공식 exact identity alias
Basic Red 76,basicred76,,basic_red_76,added,공식 exact identity alias
Basic Violet 2,basicviolet2,,basic_violet_2,added,공식 exact identity alias
Basic Yellow 87,basicyellow87,,basic_yellow_87,added,공식 exact identity alias
Batyl Alcohol,batylalcohol,,batyl_alcohol,added,공식 exact identity alias
Beeswax,beeswax,,beeswax,added,공식 exact identity alias
Behenamidopropyl Dimethylamine,behenamidopropyldimethylamine,,behenamidopropyl_dimethylamine,added,공식 exact identity alias
Beheneth-30,beheneth-30,,beheneth_30,added,공식 exact identity alias
Behenyl/Stearyl Aminopropanediol Esters,behenyl/stearylaminopropanediolesters,,behenyl_stearyl_aminopropanediol_esters,added,공식 exact identity alias
Behenyl Behenate,behenylbehenate,,behenyl_behenate,added,공식 exact identity alias
Bellis Perennis (Daisy) Flower Extract,bellisperennis(daisy)flowerextract,,bellis_perennis_daisy_flower_extract,added,공식 exact identity alias
Bentonite,bentonite,,bentonite,added,공식 exact identity alias
Benzaldehyde,benzaldehyde,,benzaldehyde,added,공식 exact identity alias
Benzalkonium Chloride,benzalkoniumchloride,,benzalkonium_chloride,added,공식 exact identity alias
Benzotriazolyl Dodecyl p-Cresol,benzotriazolyldodecylp-cresol,,benzotriazolyl_dodecyl_p_cresol,added,공식 exact identity alias
Benzyl Cinnamate,benzylcinnamate,,benzyl_cinnamate,added,공식 exact identity alias
Benzyl Glycol,benzylglycol,,benzyl_glycol,added,공식 exact identity alias
Beta-Carotene,beta-carotene,,beta_carotene,added,공식 exact identity alias
Beta-Caryophyllene,beta-caryophyllene,,beta_caryophyllene,added,공식 exact identity alias
Beta-Sitosterol,beta-sitosterol,,beta_sitosterol,added,공식 exact identity alias
Beta Vulgaris (Beet) Root Extract,betavulgaris(beet)rootextract,,beta_vulgaris_beet_root_extract,added,공식 exact identity alias
Bifida Ferment Filtrate,bifidafermentfiltrate,,bifida_ferment_filtrate,added,공식 exact identity alias
Bifida Ferment Lysate,bifidafermentlysate,,bifida_ferment_lysate,added,공식 exact identity alias
Biosaccharide Gum-4,biosaccharidegum-4,,biosaccharide_gum_4,added,공식 exact identity alias
Biotinoyl Tripeptide-1,biotinoyltripeptide-1,,biotinoyl_tripeptide_1,added,공식 exact identity alias
Bis-(Isostearoyl/Oleoyl Isopropyl) Dimonium Methosulfate,bis-(isostearoyl/oleoylisopropyl)dimoniummethosulfate,,bis_isostearoyl_oleoyl_isopropyl_dimonium_methosulfate,added,공식 exact identity alias
Bis-Aminopropyl Diglycol Dimaleate,bis-aminopropyldiglycoldimaleate,,bis_aminopropyl_diglycol_dimaleate,added,공식 exact identity alias
Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate,bis-behenyl/isostearyl/phytosteryldimerdilinoleyldimerdilinoleate,,bis_behenyl_isostearyl_phytosteryl_dimer_dilinoleyl_dim_kcia_686,added,공식 exact identity alias
Bis-Butyldimethicone Polyglyceryl-3,bis-butyldimethiconepolyglyceryl-3,,bis_butyldimethicone_polyglyceryl_3,added,공식 exact identity alias
Bis-Cetearyl Amodimethicone,bis-cetearylamodimethicone,,bis_cetearyl_amodimethicone,added,공식 exact identity alias
Bis-Ethyl(isostearylimidazoline) Isostearamide,bis-ethyl(isostearylimidazoline)isostearamide,,bis_ethyl_isostearylimidazoline_isostearamide,added,공식 exact identity alias
Bis-Hydroxyethoxypropyl Dimethicone/IPDI Copolymer Ethylcarbamate,bis-hydroxyethoxypropyldimethicone/ipdicopolymerethylcarbamate,,bis_hydroxyethoxypropyl_dimethicone_ipdi_copolymer_ethy_kcia_717,added,공식 exact identity alias
Bis-PEG-15 Dimethicone/IPDI Copolymer,bis-peg-15dimethicone/ipdicopolymer,,bis_peg_15_dimethicone_ipdi_copolymer,added,공식 exact identity alias
Bis-PEG/PPG-14/14 Dimethicone,bis-peg/ppg-14/14dimethicone,,bis_peg_ppg_14_14_dimethicone,added,공식 exact identity alias
Bis-Stearyl Dimethicone,bis-stearyldimethicone,,bis_stearyl_dimethicone,added,공식 exact identity alias
Bismuth Oxychloride,bismuthoxychloride,,bismuth_oxychloride,added,공식 exact identity alias
Bixa Orellana Seed Extract,bixaorellanaseedextract,,bixa_orellana_seed_extract,added,공식 exact identity alias
Borago Officinalis Extract,boragoofficinalisextract,,borago_officinalis_extract,added,공식 exact identity alias
Borago Officinalis Seed Oil,boragoofficinalisseedoil,,borago_officinalis_seed_oil,added,공식 exact identity alias
Boswellia Carterii Oil,boswelliacarteriioil,,boswellia_carterii_oil,added,공식 exact identity alias
Brassica Alcohol,brassicaalcohol,,brassica_alcohol,added,공식 exact identity alias
Brassica Campestris (Rapeseed) Seed Oil,brassicacampestris(rapeseed)seedoil,,brassica_campestris_rapeseed_seed_oil,added,공식 exact identity alias
Brassica Campestris (Rapeseed) Sterols,brassicacampestris(rapeseed)sterols,,brassica_campestris_rapeseed_sterols,added,공식 exact identity alias
Brassica Campestris/Aleurites Fordi Oil Copolymer,brassicacampestris/aleuritesfordioilcopolymer,,brassica_campestris_aleurites_fordi_oil_copolymer,added,공식 exact identity alias
Brassicamidopropyl Dimethylamine,brassicamidopropyldimethylamine,,brassicamidopropyl_dimethylamine,added,공식 exact identity alias
Brassica Oleracea Capitata (Cabbage) Leaf Extract,brassicaoleraceacapitata(cabbage)leafextract,,brassica_oleracea_capitata_cabbage_leaf_extract,added,공식 exact identity alias
Brassica Oleracea Italica (Broccoli) Extract,brassicaoleraceaitalica(broccoli)extract,,brassica_oleracea_italica_broccoli_extract,added,공식 exact identity alias
Brassicyl Isoleucinate Esylate,brassicylisoleucinateesylate,,brassicyl_isoleucinate_esylate,added,공식 exact identity alias
Butane,butane,,butane,added,공식 exact identity alias
Butyl Avocadate,butylavocadate,,butyl_avocadate,added,공식 exact identity alias
Butylparaben,butylparaben,,butylparaben,added,공식 exact identity alias
Butyrospermum Parkii (Shea) Butter Unsaponifiables,butyrospermumparkii(shea)butterunsaponifiables,,butyrospermum_parkii_shea_butter_unsaponifiables,added,공식 exact identity alias
Butyrospermum Parkii (Shea) Oil,butyrospermumparkii(shea)oil,,butyrospermum_parkii_shea_oil,added,공식 exact identity alias
C10-18 Triglycerides,c10-18triglycerides,,c10_18_triglycerides,added,공식 exact identity alias
C10-18트라이글리세라이즈,c10-18트라이글리세라이즈,,c10_18_triglycerides,added,공식 exact identity alias
C10-18트리글리세라이드,c10-18트리글리세라이드,,c10_18_triglycerides,added,공식 exact identity alias
C10-40 Isoalkylamidopropylethyldimonium Ethosulfate,c10-40isoalkylamidopropylethyldimoniumethosulfate,,c10_40_isoalkylamidopropylethyldimonium_ethosulfate,added,공식 exact identity alias
C10-40아이소알킬아미도프로필에틸디모늄에토설페이트,c10-40아이소알킬아미도프로필에틸디모늄에토설페이트,,c10_40_isoalkylamidopropylethyldimonium_ethosulfate,added,공식 exact identity alias
C10-40이소알킬아미도프로필에칠디모늄에토설페이트,c10-40이소알킬아미도프로필에칠디모늄에토설페이트,,c10_40_isoalkylamidopropylethyldimonium_ethosulfate,added,공식 exact identity alias
C11-13 Isoalkane,c11-13isoalkane,,c11_13_isoalkane,added,공식 exact identity alias
C11-13 Isoparaffin,c11-13isoparaffin,,c11_13_isoalkane,added,공식 exact identity alias
C11-13아이소알케인,c11-13아이소알케인,,c11_13_isoalkane,added,공식 exact identity alias
C11-13아이소파라핀,c11-13아이소파라핀,,c11_13_isoalkane,added,공식 exact identity alias
C11-13이소파라핀,c11-13이소파라핀,,c11_13_isoalkane,added,공식 exact identity alias
C12-13 Alketh-23,c12-13alketh-23,,c12_13_alketh_23,added,공식 exact identity alias
C12-13 Alketh-3,c12-13alketh-3,,c12_13_alketh_3,added,공식 exact identity alias
C12-13 Alketh-9,c12-13alketh-9,,c12_13_alketh_9,added,공식 exact identity alias
C12-13 Pareth-23,c12-13pareth-23,,c12_13_alketh_23,added,공식 exact identity alias
C12-13 Pareth-3,c12-13pareth-3,,c12_13_alketh_3,added,공식 exact identity alias
C12-13 Pareth-9,c12-13pareth-9,,c12_13_alketh_9,added,공식 exact identity alias
C12-13알케스-23,c12-13알케스-23,,c12_13_alketh_23,added,공식 exact identity alias
C12-13알케스-3,c12-13알케스-3,,c12_13_alketh_3,added,공식 exact identity alias
C12-13알케스-9,c12-13알케스-9,,c12_13_alketh_9,added,공식 exact identity alias
C12-13파레스-23,c12-13파레스-23,,c12_13_alketh_23,added,공식 exact identity alias
C12-13파레스-3,c12-13파레스-3,,c12_13_alketh_3,added,공식 exact identity alias
C12-13파레스-9,c12-13파레스-9,,c12_13_alketh_9,added,공식 exact identity alias
C12-14 Alketh-12,c12-14alketh-12,,c12_14_alketh_12,added,공식 exact identity alias
C12-14 Pareth-12,c12-14pareth-12,,c12_14_alketh_12,added,공식 exact identity alias
C12-14알케스-12,c12-14알케스-12,,c12_14_alketh_12,added,공식 exact identity alias
C12-14파레스-12,c12-14파레스-12,,c12_14_alketh_12,added,공식 exact identity alias
C12-16 Alcohols,c12-16alcohols,,c12_16_alcohols,added,공식 exact identity alias
C12-16 Alketh-9,c12-16alketh-9,,c12_16_alketh_9,added,공식 exact identity alias
C12-16 Pareth-9,c12-16pareth-9,,c12_16_alketh_9,added,공식 exact identity alias
C12-16알케스-9,c12-16알케스-9,,c12_16_alketh_9,added,공식 exact identity alias
C12-16알코올,c12-16알코올,,c12_16_alcohols,added,공식 exact identity alias
C12-16파레스-9,c12-16파레스-9,,c12_16_alketh_9,added,공식 exact identity alias
C12-20 Alkyl Glucoside,c12-20alkylglucoside,,c12_20_alkyl_glucoside,added,공식 exact identity alias
C12-20알킬글루코사이드,c12-20알킬글루코사이드,,c12_20_alkyl_glucoside,added,공식 exact identity alias
C12-22 Alkyl Acrylate/Hydroxyethylacrylate Copolymer,c12-22alkylacrylate/hydroxyethylacrylatecopolymer,,c12_22_alkyl_acrylate_hydroxyethylacrylate_copolymer,added,공식 exact identity alias
C12-22알킬아크릴레이트/하이드록시에틸아크릴레이트코폴 리머,c12-22알킬아크릴레이트/하이드록시에틸아크릴레이트코폴리머,,c12_22_alkyl_acrylate_hydroxyethylacrylate_copolymer,added,공식 exact identity alias
C13-14 Alkane,c13-14alkane,,c13_14_alkane,added,공식 exact identity alias
C13-14알케인,c13-14알케인,,c13_14_alkane,added,공식 exact identity alias
C14-22 Alcohols,c14-22alcohols,,c14_22_alcohols,added,공식 exact identity alias
C14-22알코올,c14-22알코올,,c14_22_alcohols,added,공식 exact identity alias
C15-19 Alkane,c15-19alkane,,c15_19_alkane,added,공식 exact identity alias
C15-19알케인,c15-19알케인,,c15_19_alkane,added,공식 exact identity alias
C18-21 Alkane,c18-21alkane,,c18_21_alkane,added,공식 exact identity alias
C18-21알칸,c18-21알칸,,c18_21_alkane,added,공식 exact identity alias
C18-21알케인,c18-21알케인,,c18_21_alkane,added,공식 exact identity alias
C18-36 Acid Triglyceride,c18-36acidtriglyceride,,c18_36_acid_triglyceride,added,공식 exact identity alias
C18-36애씨드트라이글리세라이드,c18-36애씨드트라이글리세라이드,,c18_36_acid_triglyceride,added,공식 exact identity alias
C18-36애씨드트리글리세라이드,c18-36애씨드트리글리세라이드,,c18_36_acid_triglyceride,added,공식 exact identity alias
C20-22 Alcohols,c20-22alcohols,,c20_22_alcohols,added,공식 exact identity alias
C20-22 Alkyl Phosphate,c20-22alkylphosphate,,c20_22_alkyl_phosphate,added,공식 exact identity alias
C20-22알코올,c20-22알코올,,c20_22_alcohols,added,공식 exact identity alias
C20-22알킬포스페이트,c20-22알킬포스페이트,,c20_22_alkyl_phosphate,added,공식 exact identity alias
C20-24 Alkyl Dimethicone,c20-24alkyldimethicone,,c20_24_alkyl_dimethicone,added,공식 exact identity alias
C20-24 Olefin,c20-24olefin,,c20_24_olefin,added,공식 exact identity alias
C20-24알킬다이메티콘,c20-24알킬다이메티콘,,c20_24_alkyl_dimethicone,added,공식 exact identity alias
C20-24알킬디메치콘,c20-24알킬디메치콘,,c20_24_alkyl_dimethicone,added,공식 exact identity alias
C20-24올레핀,c20-24올레핀,,c20_24_olefin,added,공식 exact identity alias
C20-40 Alcohols,c20-40alcohols,,c20_40_alcohols,added,공식 exact identity alias
C20-40알코올,c20-40알코올,,c20_40_alcohols,added,공식 exact identity alias
C24-28 Alkyl Methicone,c24-28alkylmethicone,,c24_28_alkyl_methicone,added,공식 exact identity alias
C24-28알킬메치콘,c24-28알킬메치콘,,c24_28_alkyl_methicone,added,공식 exact identity alias
C24-28알킬메티콘,c24-28알킬메티콘,,c24_28_alkyl_methicone,added,공식 exact identity alias
