ingredient_id,name_ko,name_en,product_row_count,product_count,current_effect_ids,current_risk_types,cosing_match_status,cosing_inci_name,cosing_functions,cosing_restrictions,cosing_sccs_opinion_count,effect_signal_ids,effect_signal_basis,role_effect_candidate,role_formulation,role_risk_review,role_general_other,role_unresolved,research_priority,classification_status,classification_note,source_url,source_fetched_on
tetrahexyldecyl_ascorbate,테트라헥실데실아스코베이트,Tetrahexyldecyl Ascorbate,1210,1210,,,exact_name,TETRAHEXYLDECYL ASCORBATE,ANTIOXIDANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
polyglyceryl_3_polyricinoleate,폴리글리세릴-3폴리리시놀리에이트,Polyglyceryl-3 Polyricinoleate,1205,1205,,,exact_name,POLYGLYCERYL-3 POLYRICINOLEATE,SURFACTANT - EMULSIFYING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
coco_betaine,코코-베타인,Coco-Betaine,1201,1199,,,exact_name,COCO-BETAINE,ANTISTATIC|CLEANSING|HAIR CONDITIONING|SKIN CONDITIONING|SURFACTANT - CLEANSING|SURFACTANT - FOAM BOOSTING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
melia_azadirachta_flower_extract,인도멀구슬나무꽃추출물,Melia Azadirachta Flower Extract,1190,1188,,,exact_name,MELIA AZADIRACHTA FLOWER EXTRACT,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cellulose,셀룰로오스,Cellulose,1175,1175,,,exact_name,CELLULOSE,ABSORBENT|BULKING|OPACIFYING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_metabisulfite,소듐메타바이설파이트,Sodium Metabisulfite,1162,1162,,,exact_name,SODIUM METABISULFITE,ANTIOXIDANT|PRESERVATIVE|REDUCING,III/99 V/9,0,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
camellia_sinensis_leaf_extract,녹차추출물,Camellia Sinensis Leaf Extract,1161,1161,,,exact_name,CAMELLIA SINENSIS LEAF EXTRACT,ANTIMICROBIAL|ANTIOXIDANT|ASTRINGENT|FRAGRANCE|HUMECTANT|ORAL CARE|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT|SKIN PROTECTING|TONIC|UV ABSORBER,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
methylparaben,메틸파라벤,Methylparaben,1153,1153,,,exact_name,METHYLPARABEN,FRAGRANCE|PRESERVATIVE,V/12,5,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
silica_silylate,실리카실릴레이트,Silica Silylate,1144,1144,,,exact_name,SILICA SILYLATE,ANTICAKING|ANTIFOAMING|BULKING|EMULSION STABILISING|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
scutellaria_baicalensis_root_extract,황금추출물,Scutellaria Baicalensis Root Extract,1143,1143,,,exact_name,SCUTELLARIA BAICALENSIS ROOT EXTRACT,ASTRINGENT|HUMECTANT|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cetyl_esters,세틸에스터,Cetyl Esters,1141,1141,,,exact_name,CETYL ESTERS,SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
glycereth_26,글리세레스-26,Glycereth-26,1160,1140,,,exact_name,GLYCERETH-26,HUMECTANT|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
nylon_12,나일론-12,Nylon-12,1139,1139,,,exact_name,NYLON-12,BULKING|OPACIFYING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
vanillin,바닐린,Vanillin,1139,1139,,,exact_name,VANILLIN,FRAGRANCE,III/346,0,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_phosphate,소듐포스페이트,Sodium Phosphate,1137,1137,,,exact_name,SODIUM PHOSPHATE,ANTI-SEBORRHEIC|BUFFERING|DEODORANT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydroxypropyltrimonium_hyaluronate,하이드록시프로필트라이모늄하이알루로네이트,Hydroxypropyltrimonium Hyaluronate,1127,1127,,,exact_name,HYDROXYPROPYLTRIMONIUM HYALURONATE,FILM FORMING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
amyl_cinnamal,아밀신남알,Amyl Cinnamal,1111,1111,,,exact_name,AMYL CINNAMAL,PERFUMING,III/67,0,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
dimethicone_peg_10_15_crosspolymer,다이메티콘/피이지-10/15크로스폴리머,Dimethicone/PEG-10/15 Crosspolymer,1102,1102,,,exact_name,DIMETHICONE/PEG-10/15 CROSSPOLYMER,FILM FORMING|OPACIFYING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
tartrazine,황색4호,Tartrazine,1101,1101,,,not_matched,,,,0,,,N,N,N,Y,Y,not_selected,not_selected,6축 효능 후보 신호 없음,,
lauryl_peg_9_polydimethylsiloxyethyl_dimethicone,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone,1096,1096,,,exact_name,LAURYL PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE,HAIR CONDITIONING|SKIN CONDITIONING|SURFACTANT - CLEANSING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cucumis_sativus_cucumber_fruit_extract,오이열매추출물,Cucumis Sativus (Cucumber) Fruit Extract,1091,1091,,,official_name_variant,CUCUMIS SATIVUS FRUIT EXTRACT,SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
pelargonium_graveolens_flower_oil,센티드제라늄꽃오일,Pelargonium Graveolens Flower Oil,1090,1090,,,exact_name,PELARGONIUM GRAVEOLENS FLOWER OIL,FRAGRANCE,III/364,0,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
calcium_aluminum_borosilicate,칼슘알루미늄보로실리케이트,Calcium Aluminum Borosilicate,1082,1082,,,exact_name,CALCIUM ALUMINUM BOROSILICATE,BULKING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
glutathione,글루타티온,Glutathione,1081,1081,effect_brightening,,exact_name,GLUTATHIONE,REDUCING,,0,effect_brightening,effect_brightening:current_runtime,Y,Y,N,N,N,current_runtime,existing_runtime,기존 ingredient_effect 런타임 조합,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
behentrimonium_methosulfate,베헨트라이모늄메토설페이트,Behentrimonium Methosulfate,1073,1073,,,exact_name,BEHENTRIMONIUM METHOSULFATE,ANTISTATIC|HAIR CONDITIONING|SURFACTANT - CLEANSING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
urea,유레아,Urea,1061,1061,effect_calming|effect_exfoliation|effect_moisture_barrier,,exact_name,UREA,ANTISTATIC|BUFFERING|HUMECTANT|SKIN CONDITIONING,,0,effect_calming|effect_exfoliation|effect_moisture_barrier,effect_moisture_barrier:high:HUMECTANT|effect_calming:current_runtime|effect_exfoliation:current_runtime|effect_moisture_barrier:current_runtime,Y,Y,N,N,N,current_runtime,existing_runtime,기존 ingredient_effect 런타임 조합,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
calcium_gluconate,칼슘글루코네이트,Calcium Gluconate,1060,1060,,,exact_name,CALCIUM GLUCONATE,CHELATING|SKIN CONDITIONING - MISCELLANEOUS,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
pinene,피넨,Pinene,1060,1060,,,exact_name,PINENE,ANTIFOAMING|FRAGRANCE,III/371,0,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
talc,탤크,Talc,1057,1057,,,exact_name,TALC,ABRASIVE|ABSORBENT|ANTICAKING|BULKING|OPACIFYING|SKIN PROTECTING|SLIP MODIFIER,III/59,0,,,N,Y,Y,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
stearamidopropyl_dimethylamine,스테아라미도프로필다이메틸아민,Stearamidopropyl Dimethylamine,1053,1053,,,exact_name,STEARAMIDOPROPYL DIMETHYLAMINE,ANTISTATIC|HAIR CONDITIONING|SURFACTANT - CLEANSING|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
caprylhydroxamic_acid,카프릴하이드록사믹애씨드,Caprylhydroxamic Acid,1049,1049,,,exact_name,CAPRYLHYDROXAMIC ACID,CHELATING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydrolyzed_rice_protein,하이드롤라이즈드쌀단백질,Hydrolyzed Rice Protein,1046,1046,,,exact_name,HYDROLYZED RICE PROTEIN,ANTISTATIC|HAIR CONDITIONING|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydrolyzed_sodium_hyaluronate,하이드롤라이즈드소듐하이알루로네이트,Hydrolyzed Sodium Hyaluronate,1046,1046,,,exact_name,HYDROLYZED SODIUM HYALURONATE,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
corallina_officinalis_extract,참산호말추출물,Corallina Officinalis Extract,1036,1036,,,exact_name,CORALLINA OFFICINALIS EXTRACT,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
bis_ethylhexyloxyphenol_methoxyphenyl_triazine,비스-에칠헥실옥시페놀메톡시페닐트리아진,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,1030,1030,,,exact_name,BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE,HAIR CONDITIONING|LIGHT STABILIZER|UV ABSORBER|UV FILTER,VI/25,0,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
palmitic_acid,팔미틱애씨드,Palmitic Acid,1027,1027,,,exact_name,PALMITIC ACID,SKIN CONDITIONING - EMOLLIENT|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
retinol,레티놀,Retinol,1027,1027,effect_acne_sebum|effect_brightening|effect_exfoliation|effect_wrinkle,retinoid_caution,exact_name,RETINOL,SKIN CONDITIONING - MISCELLANEOUS,III/376,1,effect_acne_sebum|effect_brightening|effect_exfoliation|effect_wrinkle,effect_acne_sebum:current_runtime|effect_brightening:current_runtime|effect_exfoliation:current_runtime|effect_wrinkle:current_runtime,Y,N,Y,N,N,current_runtime,existing_runtime,기존 ingredient_effect 런타임 조합,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
polybutene,폴리부텐,Polybutene,1012,1012,,,exact_name,POLYBUTENE,BINDING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
phospholipids,포스포리피드,Phospholipids,1010,1010,,,exact_name,PHOSPHOLIPIDS,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
