cohort,ingredient_id,name_ko,name_en,product_count,raw_pubmed_hit_count,representative_paper_count,benefit_candidate_count,uncertain_effect_count,conflict_or_zero_candidate_count,mechanism_support_count,risk_candidate_count,safety_signal_count,new_effect_candidate_count,formulation_paper_count,reference_paper_count,best_benefit_tier,candidate_effect_ids,candidate_new_effects,candidate_pmids,score_eligibility_decision,recommended_runtime_use,can_change_benefit_score_now,review_status,runtime_score_change
representative_180,caprylhydroxamic_acid,카프릴하이드록사믹애씨드,Caprylhydroxamic Acid,1164,6,2,0,0,0,0,0,1,0,1,0,,,,40673532,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,camellia_sinensis_leaf_extract,녹차추출물,Camellia Sinensis Leaf Extract,1161,6,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,caprylyl_capryl_glucoside,카프릴릴/카프릴글루코사이드,Caprylyl/Capryl Glucoside,1145,4,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,scutellaria_baicalensis_root_extract,황금추출물,Scutellaria Baicalensis Root Extract,1143,3,1,0,0,0,0,0,1,0,0,0,,,,35462423,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,cetyl_esters,세틸에스터,Cetyl Esters,1141,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,glycereth_26,글리세레스-26,Glycereth-26,1140,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,pinene,피넨,Pinene,1132,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,calcium_gluconate,칼슘글루코네이트,Calcium Gluconate,1131,50,3,0,0,0,0,0,1,1,1,0,,,wound_healing,27189091|30127880,new_effect_axis_review,no_score_until_effect_axis_is_approved,N,candidate_unverified,none
representative_180,triethanolamine,트라이에탄올아민,Triethanolamine,1122,50,2,0,0,0,0,0,2,0,0,0,,,,7672740|19397616,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,sodium_laureth_sulfate,소듐라우레스설페이트,Sodium Laureth Sulfate,1113,22,1,0,0,0,0,0,2,0,0,0,,,,12641575|20634505,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,hydrogenated_castor_oil,하이드로제네이티드캐스터오일,Hydrogenated Castor Oil,1105,46,1,0,0,0,0,0,2,0,0,0,,,,17441854|19958732,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,tartrazine,황색4호,Tartrazine,1101,50,1,0,0,0,0,0,3,0,0,0,,,,2239641|41846460|42331133,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,phospholipids,포스포리피드,Phospholipids,1099,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,sodium_methyl_cocoyl_taurate,소듐메틸코코일타우레이트,Sodium Methyl Cocoyl Taurate,1088,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,glutathione,글루타티온,Glutathione,1081,50,3,0,1,0,0,0,5,0,1,3,,,,27088927|29445569|30895708|32373172|39444151|41416233,uncertain_effect_review_only,no_score_until_effect_is_confirmed,N,candidate_unverified,none
raw_hit_190,glyceryl_oleate,글리세릴올리에이트,Glyceryl Oleate,1066,7,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,hydrolyzed_wheat_protein,하이드롤라이즈드밀단백질,Hydrolyzed Wheat Protein,1054,29,2,0,0,0,0,0,4,0,4,0,,,,10871108|17244090|17868230|29761728,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,magnesium_chloride,마그네슘클로라이드,Magnesium Chloride,1054,46,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,lauryl_glucoside,라우릴글루코사이드,Lauryl Glucoside,1050,24,2,0,0,0,0,0,2,0,1,0,,,,28766797|33090453,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,corallina_officinalis_extract,참산호말추출물,Corallina Officinalis Extract,1036,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,glyceryl_stearate_citrate,글리세릴스테아레이트시트레이트,Glyceryl Stearate Citrate,1035,5,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,bis_ethylhexyloxyphenol_methoxyphenyl_triazine,비스-에칠헥실옥시페놀메톡시페닐트리아진,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,1030,17,1,0,0,0,0,0,2,0,0,0,,,,35306675|39011994,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,anhydroxylitol,안하이드로자일리톨,Anhydroxylitol,1027,3,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,palmitic_acid,팔미틱애씨드,Palmitic Acid,1027,50,1,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,retinol,레티놀,Retinol,1027,50,3,0,0,0,0,0,5,0,2,0,,,,35778881|40360842|40586182|40905519|41320371,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,sclerotium_gum,스클레로튬검,Sclerotium Gum,1026,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,ascorbyl_glucoside,아스코빌글루코사이드,Ascorbyl Glucoside,1023,16,1,0,0,0,0,0,1,0,0,0,,,,39513541,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,rosa_canina_fruit_oil,로즈힙열매오일,Rosa Canina Fruit Oil,1019,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,xylitylglucoside,자일리틸글루코사이드,Xylitylglucoside,1008,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,isopropyl_titanium_triisostearate,아이소프로필티타늄트라이아이소스테아레이트,Isopropyl Titanium Triisostearate,1007,2,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,microcrystalline_wax,마이크로크리스탈린왁스,Microcrystalline Wax,1005,4,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,hydrolyzed_keratin,하이드롤라이즈드케라틴,Hydrolyzed Keratin,1003,10,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,cholesterol,콜레스테롤,Cholesterol,981,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,hydroxyethyl_urea,하이드록시에틸우레아,Hydroxyethyl Urea,967,3,1,0,0,0,0,0,1,0,0,0,,,,38465394,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,magnesium_stearate,마그네슘스테아레이트,Magnesium Stearate,956,10,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,hydrogenated_vegetable_oil,하이드로제네이티드식물성오일,Hydrogenated Vegetable Oil,952,4,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,diethylamino_hydroxybenzoyl_hexyl_benzoate,디에칠아미노하이드록시벤조일헥실벤조에이트,Diethylamino Hydroxybenzoyl Hexyl Benzoate,943,22,1,0,0,0,0,0,1,0,0,0,,,,35506507,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,paraffin,파라핀,Paraffin,943,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,isopropyl_palmitate,아이소프로필팔미테이트,Isopropyl Palmitate,942,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,retinyl_palmitate,레티닐팔미테이트,Retinyl Palmitate,939,50,2,0,0,0,0,0,2,0,3,0,,,,32353979|39580684,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,mannitol,만니톨,Mannitol,935,50,2,0,0,0,0,0,1,0,0,1,,,,39555956,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,ocimum_sanctum_leaf_extract,홀리바질잎추출물,Ocimum Sanctum Leaf Extract,930,2,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,ethylhexyl_triazone,에칠헥실트리아존,Ethylhexyl Triazone,928,26,1,0,0,0,0,0,0,0,1,0,,,,,formulation_only_no_ingredient_score,no_single_ingredient_benefit_score,N,candidate_unverified,none
raw_hit_190,sorbitan_stearate,솔비탄스테아레이트,Sorbitan Stearate,926,5,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,butylphenyl_methylpropional,부틸페닐메틸프로피오날,Butylphenyl Methylpropional,925,5,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,hydrogen_dimethicone,하이드로젠다이메티콘,Hydrogen Dimethicone,922,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,mentha_piperita_peppermint_oil,페퍼민트오일,Mentha Piperita (Peppermint) Oil,912,3,1,0,0,0,0,0,1,0,0,0,,,,39172635,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,magnesium_aluminum_silicate,마그네슘알루미늄실리케이트,Magnesium Aluminum Silicate,910,4,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,sodium_ascorbyl_phosphate,소듐아스코빌포스페이트,Sodium Ascorbyl Phosphate,910,22,1,0,0,0,0,0,0,2,2,0,,,photoprotection|wound_healing,14730375|32245517,new_effect_axis_review,no_score_until_effect_axis_is_approved,N,candidate_unverified,none
representative_180,phytic_acid,파이틱애씨드,Phytic Acid,909,50,2,0,0,0,0,0,0,1,3,0,,,skin_microbiome,40631934,new_effect_axis_review,no_score_until_effect_axis_is_approved,N,candidate_unverified,none
raw_hit_190,ulmus_davidiana_root_extract,당느릅나무뿌리추출물,Ulmus Davidiana Root Extract,906,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,calendula_officinalis_flower_extract,포트마리골드꽃추출물,Calendula Officinalis Flower Extract,901,11,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,theobroma_cacao_cocoa_seed_butter,카카오씨버터,Theobroma Cacao (Cocoa) Seed Butter,901,26,1,0,0,0,0,0,0,0,1,0,,,,,formulation_only_no_ingredient_score,no_single_ingredient_benefit_score,N,candidate_unverified,none
raw_hit_190,polymethyl_methacrylate,폴리메틸메타크릴레이트,Polymethyl Methacrylate,893,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,hexyl_laurate,헥실라우레이트,Hexyl Laurate,891,2,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,houttuynia_cordata_extract,약모밀추출물,Houttuynia Cordata Extract,891,4,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,phytosterols,피토스테롤,Phytosterols,886,50,1,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,portulaca_oleracea_extract,쇠비름추출물,Portulaca Oleracea Extract,885,3,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,caramel,카라멜,Caramel,883,14,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,farnesol,파네솔,Farnesol,879,50,3,0,0,0,0,0,1,0,0,0,,,,20858058,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,potassium_chloride,포타슘클로라이드,Potassium Chloride,879,50,1,0,0,0,0,0,1,0,0,0,,,,8281795,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,sodium_c14_16_olefin_sulfonate,소듐C14-16올레핀설포네이트,Sodium C14-16 Olefin Sulfonate,877,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,capryloyl_salicylic_acid,카프릴로일살리실릭애씨드,Capryloyl Salicylic Acid,874,6,2,0,0,0,0,0,2,0,1,0,,,,27154246|38465458,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,eucalyptus_globulus_leaf_oil,유칼립투스잎오일,Eucalyptus Globulus Leaf Oil,866,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,cyanocobalamin,사이아노코발아민,Cyanocobalamin,865,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,dicaprylyl_ether,다이카프릴릴에터,Dicaprylyl Ether,861,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,peg_60_hydrogenated_castor_oil,피이지-60하이드로제네이티드캐스터오일,PEG-60 Hydrogenated Castor Oil,855,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,sodium_dna,소듐디엔에이,Sodium DNA,847,3,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,pullulan,풀루란,Pullulan,846,50,1,0,0,0,0,0,0,1,0,0,,,wound_healing,31978478,new_effect_axis_review,no_score_until_effect_axis_is_approved,N,candidate_unverified,none
raw_hit_190,algin,알진,Algin,844,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,microcrystalline_cellulose,마이크로크리스탈린셀룰로오스,Microcrystalline Cellulose,841,42,1,0,0,0,0,0,1,0,0,0,,,,27456597,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,fructooligosaccharides,프룩토올리고사카라이드,Fructooligosaccharides,827,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,synthetic_beeswax,합성비즈왁스,Synthetic Beeswax,827,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,propylparaben,프로필파라벤,Propylparaben,826,50,2,0,0,0,0,0,1,0,1,0,,,,34274358,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,acacia_senegal_gum,아라비아고무나무검,Acacia Senegal Gum,824,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,ectoin,엑토인,Ectoin,823,16,1,0,0,0,0,0,0,0,1,0,,,,,formulation_only_no_ingredient_score,no_single_ingredient_benefit_score,N,candidate_unverified,none
raw_hit_190,phenethyl_alcohol,페네틸알코올,Phenethyl Alcohol,823,10,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,gluconolactone,글루코노락톤,Gluconolactone,818,26,3,1,0,0,0,0,0,0,1,0,4,effect_moisture_barrier,,33769633,full_text_benefit_score_review,possible_after_full_text_and_human_approval,N,candidate_unverified,none
raw_hit_190,polyglyceryl_4_caprate,폴리글리세릴-4카프레이트,Polyglyceryl-4 Caprate,817,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,acetyl_glucosamine,아세틸글루코사민,Acetyl Glucosamine,802,50,1,0,0,0,0,0,0,0,4,0,,,,,formulation_only_no_ingredient_score,no_single_ingredient_benefit_score,N,candidate_unverified,none
representative_180,acetyl_hexapeptide_8,아세틸헥사펩타이드-8,Acetyl Hexapeptide-8,798,22,2,0,0,0,0,0,1,0,1,0,,,,23146065,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,potassium_hyaluronate,포타슘하이알루로네이트,Potassium Hyaluronate,795,3,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,acetic_acid,아세틱애씨드,Acetic Acid,788,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,leucine,류신,Leucine,783,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,dibutyl_adipate,다이부틸아디페이트,Dibutyl Adipate,779,6,1,0,0,0,0,0,1,0,0,0,,,,16835133,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,hydroxypropyl_starch_phosphate,하이드록시프로필스타치포스페이트,Hydroxypropyl Starch Phosphate,779,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,sodium_lauroyl_lactylate,소듐라우로일락틸레이트,Sodium Lauroyl Lactylate,777,3,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,melaleuca_alternifolia_tea_tree_leaf_oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,773,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,zinc_pca,징크PCA,Zinc PCA,772,8,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,brilliant_blue_fcf,청색1호,Brilliant Blue FCF,770,10,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,fructose,프룩토오스,Fructose,769,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,zingiber_officinale_ginger_root_extract,생강추출물,Zingiber Officinale (Ginger) Root Extract,768,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,vp_eicosene_copolymer,브이피/에이코신코폴리머,VP/Eicosene Copolymer,765,3,1,0,0,0,0,0,1,0,0,0,,,,15186394,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,polyglutamic_acid,폴리글루타믹애씨드,Polyglutamic Acid,756,40,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,palmitoyl_tripeptide_5,팔미토일트라이펩타이드-5,Palmitoyl Tripeptide-5,752,4,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,tyrosine,타이로신,Tyrosine,752,50,2,0,0,0,0,0,1,0,0,0,,,,35081305,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,zinc_oxide,징크옥사이드,Zinc Oxide,750,50,1,0,0,0,0,0,1,0,0,0,,,,41718133,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,sodium_lauroyl_glutamate,소듐라우로일글루타메이트,Sodium Lauroyl Glutamate,745,3,1,0,0,0,0,0,1,0,0,0,,,,8033544,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,3_o_ethyl_ascorbic_acid,3-O-에틸아스코빅애씨드,3-O-Ethyl Ascorbic Acid,742,18,2,0,0,0,0,0,1,0,0,1,,,,31066077,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,aluminum_starch_octenylsuccinate,알루미늄전분옥테닐석시네이트,Aluminum Starch Octenylsuccinate,741,2,1,0,0,0,0,0,1,0,0,0,,,,37774506,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,oenothera_biennis_evening_primrose_oil,달맞이꽃오일,Oenothera Biennis (Evening Primrose) Oil,733,2,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,methionine,메티오닌,Methionine,728,50,2,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,vp_hexadecene_copolymer,브이피/헥사데센코폴리머,VP/Hexadecene Copolymer,724,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,licorice_extract,감초추출물,Licorice Extract,720,43,2,0,0,0,0,0,2,0,0,0,,,,31045935|33913165,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,geranyl_acetate,제라닐아세테이트,Geranyl Acetate,715,22,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,paeonia_lactiflora_root_extract,작약뿌리추출물,Paeonia Lactiflora Root Extract,711,3,1,0,0,0,0,0,1,0,0,0,,,,38615840,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,sodium_lauroyl_sarcosinate,소듐라우로일사코시네이트,Sodium Lauroyl Sarcosinate,711,7,1,0,0,0,0,0,1,0,0,0,,,,15811039,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,dimethyl_isosorbide,다이메틸아이소소바이드,Dimethyl Isosorbide,710,34,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,cetyl_palmitate,세틸팔미테이트,Cetyl Palmitate,709,33,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,polyglyceryl_3_methylglucose_distearate,폴리글리세릴-3메틸글루코오스다이스테아레이트,Polyglyceryl-3 Methylglucose Distearate,708,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,propylene_glycol_dicaprylate_dicaprate,프로필렌글라이콜다이카프릴레이트/다이카프레이트,Propylene Glycol Dicaprylate/Dicaprate,698,4,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,algae_extract,조류추출물,Algae Extract,693,14,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,tridecyl_trimellitate,트라이데실트라이멜리테이트,Tridecyl Trimellitate,692,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,diisopropyl_sebacate,다이아이소프로필세바케이트,Diisopropyl Sebacate,682,2,1,0,0,0,0,0,1,0,0,0,,,,2946543,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,erythritol,에리스리톨,Erythritol,679,45,3,0,0,0,0,0,1,0,1,0,,,,41688218,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,cocamidopropyl_hydroxysultaine,코카미도프로필하이드록시설테인,Cocamidopropyl Hydroxysultaine,668,1,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,trisodium_edta,트라이소듐이디티에이,Trisodium EDTA,668,2,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,bakuchiol,바쿠치올,Bakuchiol,666,50,1,0,0,0,0,0,0,0,7,0,,,,,formulation_only_no_ingredient_score,no_single_ingredient_benefit_score,N,candidate_unverified,none
representative_180,polyacrylamide,폴리아크릴아마이드,Polyacrylamide,666,50,1,0,0,0,0,0,1,0,0,0,,,,37766629,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
raw_hit_190,peg_8,피이지-8,PEG-8,665,27,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,hydrolyzed_silk,하이드롤라이즈드실크,Hydrolyzed Silk,660,2,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,copper_tripeptide_1,카퍼트라이펩타이드-1,Copper Tripeptide-1,656,6,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,disodium_cocoamphodiacetate,다이소듐코코암포다이아세테이트,Disodium Cocoamphodiacetate,655,3,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,isopentyldiol,아이소펜틸다이올,Isopentyldiol,655,5,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
raw_hit_190,disodium_laureth_sulfosuccinate,다이소듐라우레스설포석시네이트,Disodium Laureth Sulfosuccinate,651,6,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,glyceryl_glucoside,글리세릴글루코사이드,Glyceryl Glucoside,651,6,1,0,0,0,0,0,0,0,3,0,,,,,formulation_only_no_ingredient_score,no_single_ingredient_benefit_score,N,candidate_unverified,none
raw_hit_190,terpineol,터피네올,Terpineol,647,50,0,0,0,0,0,0,0,0,0,0,,,,,not_scoreable_from_current_hits,no_score,N,candidate_unverified,none
representative_180,tridecane,트라이데케인,Tridecane,645,14,1,0,0,0,0,0,1,0,0,0,,,,15902969,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
representative_180,pantolactone,판토락톤,Pantolactone,643,2,1,0,0,0,0,0,1,0,0,0,,,,35946606,safety_signal_review_only,no_score_until_adverse_direction_is_confirmed,N,candidate_unverified,none
