fetched_on,source_url,inci_name,functions_json,restrictions_json,sccs_opinions_json,substance_ids_json
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BRASSICYL ISOLEUCINATE ESYLATE,"[""ANTISTATIC"", ""EMULSION STABILISING"", ""HAIR CONDITIONING""]",[],[],"[""87265""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BROMELAIN,"[""KERATOLYTIC"", ""SKIN CONDITIONING""]",[],[],"[""54967""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTANE,"[""PROPELLANT""]",[],[],"[""31692""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYL AVOCADATE,"[""SKIN CONDITIONING""]",[],[],"[""54996""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYL METHOXYDIBENZOYLMETHANE,"[""LIGHT STABILIZER"", ""UV ABSORBER"", ""UV FILTER""]","[""VI/8""]",[],"[""31713""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYLENE GLYCOL,"[""FRAGRANCE"", ""HUMECTANT"", ""SKIN CONDITIONING"", ""SOLVENT"", ""VISCOSITY CONTROLLING""]",[],[],"[""74756""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""74757""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYLENE/ETHYLENE/STYRENE COPOLYMER,"[""VISCOSITY CONTROLLING""]",[],[],"[""55019""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYLOCTANOL,"[""HUMECTANT"", ""SOLVENT""]",[],[],"[""74762""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYLOCTYL SALICYLATE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SOLVENT""]",[],[],"[""31733""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYLPARABEN,"[""FRAGRANCE"", ""PRESERVATIVE""]","[""V/12a""]","[""Extended Opinion on the Safety Evaluation of Parabens"", ""Opinion concerning Restrictions on Materials listed in annex VI of Directive 76/768/EEC on Cosmetic Products"", ""Opinion on Parabens"", ""Opinion on Parabens updated request for a scientific opinion on 'propyl-and butylparaben'"", ""Opinion on Parabens, underarm cosmetics and breast cancer""]","[""31734""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYLPHENYL METHYLPROPIONAL,"[""FRAGRANCE"", ""PERFUMING""]","[""II/1666""]","[""OPINION ON Butylphenyl methylpropional (BMHCA)"", ""OPINION ON the safety of Butylphenyl methylpropional (p-BMHCA) in cosmetic products - Submission II -""]","[""31735""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYROSPERMUM PARKII BUTTER,"[""SKIN CONDITIONING"", ""VISCOSITY CONTROLLING""]",[],[],"[""84401""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYROSPERMUM PARKII BUTTER UNSAPONIFIABLES,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""84403""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,BUTYROSPERMUM PARKII OIL,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""55026""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C10-18 TRIGLYCERIDES,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SOLVENT""]",[],[],"[""74614""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C10-40 ISOALKYLAMIDOPROPYLETHYLDIMONIUM ETHOSULFATE,"[""ANTISTATIC"", ""HAIR CONDITIONING""]",[],[],"[""54863""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C11-13 ISOALKANE,"[""SOLVENT""]",[],[],"[""99304""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C11-15 ALKETH-7,"[""SURFACTANT - EMULSIFYING""]",[],[],"[""99314""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C12-13 ALKETH-23,"[""SURFACTANT - CLEANSING"", ""SURFACTANT - SOLUBILIZING""]",[],[],"[""99379""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C12-13 ALKETH-3,"[""SURFACTANT - EMULSIFYING""]",[],[],"[""99322""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C12-13 ALKETH-9,"[""SURFACTANT - EMULSIFYING""]",[],[],"[""99366""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C12-14 ALKETH-12,"[""SURFACTANT - EMULSIFYING""]",[],[],"[""99372""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C12-15 ALKYL BENZOATE,"[""ANTIMICROBIAL"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""74635""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C12-16 ALCOHOLS,"[""ANTISTATIC"", ""EMULSION STABILISING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""VISCOSITY CONTROLLING""]",[],[],"[""32231""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C12-16 ALKETH-9,"[""SURFACTANT - EMULSIFYING""]",[],[],"[""99424""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C12-20 ALKYL GLUCOSIDE,"[""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""54882""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C12-22 ALKYL ACRYLATE/HYDROXYETHYLACRYLATE COPOLYMER,"[""BINDING"", ""LIGHT STABILIZER"", ""VISCOSITY CONTROLLING""]",[],[],"[""83107""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C13-14 ALKANE,"[""SOLVENT""]","[""Please consider whether entry 875 of Annex II to the Cosmetics Regulation 1223/2009 is applicable. According to entry 875, Distillates (petroleum), hydrotreated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen.""]",[],"[""54883""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C13-14 ISOALKANE,"[""SKIN CONDITIONING - MISCELLANEOUS"", ""SOLVENT""]",[],[],"[""99306""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C13-15 ALKANE,"[""SOLVENT""]","[""II/875 Distillates (petroleum), hydrotreated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen.""]",[],"[""54884""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C14-22 ALCOHOLS,"[""EMULSION STABILISING""]",[],[],"[""54892""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C15-19 ALKANE,"[""SOLVENT""]","[""II/875 Distillates (petroleum), hydrotreated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen.""]",[],"[""91129""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C18-21 ALKANE,"[""SOLVENT""]","[""II/875 Distillates (petroleum), hydrotreated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen.""]",[],"[""54903""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C18-36 ACID TRIGLYCERIDE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""74680""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C20-22 ALCOHOLS,"[""BINDING"", ""EMULSION STABILISING"", ""VISCOSITY CONTROLLING""]",[],[],"[""54907""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C20-22 ALKYL PHOSPHATE,"[""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""85205""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C20-24 ALKYL DIMETHICONE,"[""SKIN CONDITIONING"", ""VISCOSITY CONTROLLING""]",[],[],"[""54909""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C20-24 OLEFIN,"[""SKIN CONDITIONING""]",[],[],"[""32262""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C20-40 ALCOHOLS,"[""EMULSION STABILISING"", ""LIGHT STABILIZER"", ""SKIN CONDITIONING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""74688""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C24-28 ALKYL METHICONE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""VISCOSITY CONTROLLING""]",[],[],"[""74773""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C30-45 ALKYL CETEARYL DIMETHICONE CROSSPOLYMER,"[""FILM FORMING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""55035""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C30-45 ALKYL DIMETHICONE,"[""SKIN CONDITIONING""]",[],[],"[""32275""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C8-12 ACID TRIGLYCERIDE,"[""SKIN CONDITIONING"", ""SOLVENT"", ""VISCOSITY CONTROLLING""]",[],[],"[""55053""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,C9-12 ALKANE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SKIN CONDITIONING - MISCELLANEOUS"", ""SKIN CONDITIONING - OCCLUSIVE"", ""SOLVENT""]","[""Please consider whether entry 875 of Annex II to the Cosmetics Regulation 1223/2009 is applicable. According to entry 875, Distillates (petroleum), hydrotreated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen.""]",[],"[""55157""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAESALPINIA SPINOSA FRUIT EXTRACT,"[""SKIN PROTECTING""]",[],[],"[""93967""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAESALPINIA SPINOSA GUM,"[""FILM FORMING"", ""SKIN CONDITIONING"", ""VISCOSITY CONTROLLING""]",[],[],"[""55166""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAFFEINE,"[""FRAGRANCE"", ""PERFUMING"", ""SKIN CONDITIONING""]",[],[],"[""32304""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALAMINE,"[""ABSORBENT"", ""OPACIFYING"", ""SKIN PROTECTING""]",[],[],"[""74881""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALCIUM ALUMINUM BOROSILICATE,"[""BULKING""]",[],[],"[""55174""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALCIUM CARBONATE,"[""ABRASIVE"", ""BUFFERING"", ""BULKING"", ""OPACIFYING"", ""ORAL CARE""]","[""IV/124""]",[],"[""32314""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALCIUM CHLORIDE,"[""ASTRINGENT"", ""VISCOSITY CONTROLLING""]",[],[],"[""32318""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALCIUM GLUCONATE,"[""CHELATING"", ""SKIN CONDITIONING - MISCELLANEOUS""]",[],[],"[""32326""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALCIUM LACTATE,"[""ASTRINGENT"", ""BUFFERING"", ""KERATOLYTIC""]",[],[],"[""74902""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALCIUM PANTOTHENATE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING - MISCELLANEOUS""]",[],[],"[""74910""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALCIUM PCA,"[""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""55183""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALCIUM SILICATE,"[""ABSORBENT"", ""BULKING"", ""OPACIFYING""]",[],[],"[""32345""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALCIUM SODIUM BOROSILICATE,"[""BULKING""]",[],[],"[""55187""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALCIUM STEARATE,"[""ANTICAKING"", ""COLORANT"", ""EMULSION STABILISING"", ""VISCOSITY CONTROLLING""]","[""IV/150""]",[],"[""32347""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALCIUM TITANIUM BOROSILICATE,"[""ABRASIVE"", ""BULKING""]",[],[],"[""87267""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALENDULA OFFICINALIS EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""83484""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALENDULA OFFICINALIS FLOWER EXTRACT,"[""FRAGRANCE"", ""PERFUMING"", ""SKIN CONDITIONING""]",[],[],"[""74929""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALENDULA OFFICINALIS FLOWER OIL,"[""FRAGRANCE"", ""PERFUMING"", ""SKIN CONDITIONING""]",[],[],"[""74930""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CALOPHYLLUM INOPHYLLUM SEED OIL,"[""ANTIMICROBIAL"", ""ANTIOXIDANT"", ""HAIR CONDITIONING"", ""ORAL CARE"", ""SKIN CONDITIONING"", ""UV ABSORBER""]",[],[],"[""55202""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMELINA SATIVA SEED OIL,"[""SKIN CONDITIONING""]",[],[],"[""55206""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMELLIA JAPONICA FLOWER EXTRACT,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""55208""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMELLIA JAPONICA LEAF EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""55210""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMELLIA JAPONICA SEED OIL,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""55212""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMELLIA OLEIFERA LEAF EXTRACT,"[""ASTRINGENT"", ""SKIN CONDITIONING""]",[],[],"[""55215""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMELLIA OLEIFERA SEED OIL,"[""SKIN CONDITIONING""]",[],[],"[""55217""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMELLIA SINENSIS EXTRACT,"[""ANTIOXIDANT"", ""BLEACHING"", ""SKIN CONDITIONING""]",[],[],"[""95857""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMELLIA SINENSIS LEAF EXTRACT,"[""ANTIMICROBIAL"", ""ANTIOXIDANT"", ""ASTRINGENT"", ""FRAGRANCE"", ""HUMECTANT"", ""ORAL CARE"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SKIN PROTECTING"", ""TONIC"", ""UV ABSORBER""]",[],[],"[""55220""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMELLIA SINENSIS LEAF WATER,"[""FRAGRANCE"", ""PERFUMING"", ""TONIC""]",[],[],"[""55223""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMELLIA SINENSIS SEED EXTRACT,"[""HUMECTANT"", ""PERFUMING"", ""SKIN CONDITIONING""]",[],[],"[""55225""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMELLIA SINENSIS SEED OIL,"[""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""55226""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAMPHOR,"[""DENATURANT"", ""FRAGRANCE"", ""PLASTICISER""]",[],[],"[""32377""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CANANGA ODORATA FLOWER OIL,"[""FRAGRANCE"", ""PERFUMING""]","[""III/347""]",[],"[""55230""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CANDELILLA/JOJOBA/RICE BRAN POLYGLYCERYL-3 ESTERS,"[""EMULSION STABILISING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""82338""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CANDIDA BOMBICOLA/GLUCOSE/METHYL RAPESEEDATE FERMENT,"[""ANTI-SEBUM"", ""ANTIMICROBIAL"", ""CLEANSING"", ""DEODORANT"", ""SKIN PROTECTING"", ""SURFACTANT - CLEANSING""]",[],[],"[""55061""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CANNABIS SATIVA SEED OIL,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""55065""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CANOLA OIL,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""74796""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPROIC ACID,"[""CLEANSING"", ""FRAGRANCE"", ""PERFUMING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""74804""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPROOYL PHYTOSPHINGOSINE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""85475""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPROOYL SPHINGOSINE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""85474""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLHYDROXAMIC ACID,"[""CHELATING""]",[],[],"[""86262""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLIC ACID,"[""CLEANSING"", ""FRAGRANCE"", ""PERFUMING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""74813""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLIC/CAPRIC GLYCERIDES,"[""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""74815""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLIC/CAPRIC TRIGLYCERIDE,"[""FRAGRANCE"", ""PERFUMING"", ""SKIN CONDITIONING - OCCLUSIVE"", ""SOLVENT""]",[],[],"[""74816""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLIC/CAPRIC/MYRISTIC/STEARIC TRIGLYCERIDE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SKIN PROTECTING""]",[],[],"[""74847""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLOYL GLYCERIN/SEBACIC ACID COPOLYMER,"[""FILM FORMING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SKIN PROTECTING""]",[],[],"[""87273""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLOYL GLYCINE,"[""ANTI-SEBORRHEIC"", ""ANTI-SEBUM"", ""ANTIMICROBIAL"", ""DEODORANT"", ""HAIR CONDITIONING"", ""SURFACTANT - CLEANSING""]",[],[],"[""74851""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLOYL SALICYLIC ACID,"[""SKIN CONDITIONING""]",[],[],"[""32421""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLYL DIMETHICONE ETHOXY GLUCOSIDE,"[""EMULSION STABILISING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""55136""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLYL GLYCOL,"[""DEODORANT"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""74860""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLYL METHICONE,"[""SKIN CONDITIONING""]",[],[],"[""55141""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPRYLYL/CAPRYL GLUCOSIDE,"[""CLEANSING"", ""FOAMING"", ""SURFACTANT - CLEANSING""]",[],[],"[""32427""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CAPSICUM ANNUUM FRUIT EXTRACT,"[""ANTI-SEBORRHEIC"", ""ANTIMICROBIAL"", ""ANTIOXIDANT"", ""ASTRINGENT"", ""HAIR CONDITIONING"", ""SKIN PROTECTING""]",[],[],"[""55144""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARAMEL,"[""COLORANT"", ""FRAGRANCE""]","[""IV/146""]",[],"[""32434""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARAPA GUIANENSIS SEED OIL,"[""DENATURANT"", ""SKIN CONDITIONING - MISCELLANEOUS""]",[],[],"[""100116""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARBOMER,"[""EMULSION STABILISING"", ""GEL FORMING"", ""VISCOSITY CONTROLLING""]",[],[],"[""74820""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARBON BLACK,"[""COLORANT""]","[""IV/126 and 126a""]",[],"[""105118""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARDIOSPERMUM HALICACABUM FLOWER/LEAF/VINE EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""55076""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARICA PAPAYA FRUIT EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""55079""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARICA PAPAYA SEED OIL,"[""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""55082""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARNITINE,"[""ANTISTATIC"", ""CLEANSING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - FOAM BOOSTING"", ""VISCOSITY CONTROLLING""]",[],[],"[""74832""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARNITINE HCL,"[""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""55085""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARNOSINE,"[""SKIN CONDITIONING""]",[],[],"[""55088""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARRAGEENAN,[],[],[],"[""88730""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARTHAMUS TINCTORIUS FLOWER EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""55092""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CARTHAMUS TINCTORIUS OLEOSOMES,"[""EMULSION STABILISING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""55094""]"
