fetched_on,source_url,inci_name,functions_json,restrictions_json,sccs_opinions_json,substance_ids_json
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,JASMINUM SAMBAC FLOWER EXTRACT,"[""FRAGRANCE"", ""PERFUMING""]",[],[],"[""82479""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,JOJOBA ESTERS,"[""MOISTURISING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SOOTHING""]",[],[],"[""34778""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,JOJOBA WAX PEG-120 ESTERS,"[""SURFACTANT - CLEANSING""]",[],[],"[""57741""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,JUNIPERUS MEXICANA OIL,"[""FRAGRANCE""]",[],[],"[""57751""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,KAEMPFERIA GALANGA ROOT EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""57814""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,KALANCHOE PINNATA LEAF EXTRACT,"[""FRAGRANCE"", ""SKIN CONDITIONING""]",[],[],"[""57816""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,KAOLIN,"[""ABRASIVE"", ""ABSORBENT"", ""ANTICAKING"", ""BULKING"", ""COLORANT"", ""OPACIFYING""]","[""IV/119""]",[],"[""34795""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,KAPPAPHYCUS ALVAREZII EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""57819""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,KERATIN,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""34796""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,KERATIN AMINO ACIDS,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING - MISCELLANEOUS""]",[],[],"[""34797""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,KIGELIA AFRICANA FRUIT EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""57825""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,KOJIC ACID,"[""ANTIOXIDANT"", ""BLEACHING""]","[""III / 375""]","[""Opinion on Kojic Acid"", ""Opinion on Kojic acid""]","[""34801""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTAMIDE MEA,"[""ANTISTATIC"", ""HAIR CONDITIONING"", ""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""34807""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTIC ACID,"[""BUFFERING"", ""HUMECTANT"", ""SKIN CONDITIONING""]",[],"[""Position paper on the Safety of alpha-Hydroxy Acids"", ""Updated position paper concerning consumer Safety of alpha-hydroxy acids""]","[""34809""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTIC ACID/GLYCOLIC ACID COPOLYMER,"[""SKIN CONDITIONING""]",[],[],"[""57843""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTITOL,"[""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""78149""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOBACILLUS,"[""SKIN CONDITIONING""]",[],[],"[""84107""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOBACILLUS FERMENT,"[""SKIN CONDITIONING""]",[],[],"[""34816""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOBACILLUS FERMENT LYSATE,"[""SKIN CONDITIONING""]",[],[],"[""57924""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOBACILLUS/PORTULACA OLERACEA FERMENT EXTRACT,"[""ANTIOXIDANT"", ""SKIN CONDITIONING""]",[],[],"[""85654""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOBACILLUS/PUMPKIN FERMENT EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""92802""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOBACILLUS/PUNICA GRANATUM FRUIT FERMENT EXTRACT,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""58009""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOBACILLUS/SOYBEAN FERMENT EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""58016""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOBACILLUS/SOYMILK FERMENT FILTRATE,"[""SKIN CONDITIONING""]",[],[],"[""58017""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOBACILLUS/TOMATO FRUIT FERMENT EXTRACT,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""92854""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOBIONIC ACID,"[""BUFFERING""]",[],[],"[""58024""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOCOCCUS FERMENT LYSATE,"[""SKIN CONDITIONING""]",[],[],"[""58026""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOPEROXIDASE,"[""LIGHT STABILIZER""]",[],[],"[""34831""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LACTOSE,"[""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""34832""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAMINARIA DIGITATA EXTRACT,"[""SKIN PROTECTING""]",[],[],"[""34839""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAMINARIA JAPONICA EXTRACT,"[""SKIN PROTECTING""]",[],[],"[""78339""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAMINARIA SACCHARINA EXTRACT,"[""SKIN PROTECTING""]",[],[],"[""34842""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LANOLIN,"[""ANTISTATIC"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""34857""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LARIX EUROPAEA WOOD EXTRACT,"[""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""58170""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURAMIDOPROPYL BETAINE,"[""ANTISTATIC"", ""CLEANSING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - FOAM BOOSTING"", ""VISCOSITY CONTROLLING""]",[],[],"[""34880""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURDIMONIUM HYDROXYPROPYL HYDROLYZED BARLEY PROTEIN,"[""ANTISTATIC"", ""HAIR CONDITIONING"", ""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""94389""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURDIMONIUM HYDROXYPROPYL HYDROLYZED KERATIN,"[""ANTISTATIC"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""58184""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURETH-12,"[""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""76933""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURETH-2,"[""CLEANSING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""76942""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURETH-21,"[""CLEANSING"", ""SURFACTANT - CLEANSING""]",[],[],"[""56874""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURETH-23,"[""CLEANSING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""76947""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURETH-3,"[""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""34911""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURETH-4,"[""ANTISTATIC"", ""FRAGRANCE"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""34915""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURETH-7,"[""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""34924""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURETH-9,"[""SURFACTANT - EMULSIFYING""]",[],"[""OPINION on Polidocanol"", ""Opinion on Polidocanol (Laureth-9)""]","[""34930""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURIC ACID,"[""CLEANSING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""34931""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAUROYL LYSINE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""VISCOSITY CONTROLLING""]",[],[],"[""34940""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAUROYL/MYRISTOYL METHYL GLUCAMIDE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - CLEANSING"", ""VISCOSITY CONTROLLING""]",[],[],"[""93719""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURTRIMONIUM CHLORIDE,"[""ANTISTATIC"", ""PRESERVATIVE"", ""SURFACTANT - EMULSIFYING""]","[""V/44""]",[],"[""34945""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL ALCOHOL,"[""EMULSION STABILISING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - EMULSIFYING"", ""VISCOSITY CONTROLLING""]",[],[],"[""77060""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL BETAINE,"[""ANTISTATIC"", ""CLEANSING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SURFACTANT - CLEANSING""]",[],[],"[""34954""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL DIMETHICONE,"[""SKIN CONDITIONING""]",[],[],"[""56964""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL GLUCOSIDE,"[""CLEANSING"", ""SURFACTANT - CLEANSING""]",[],[],"[""56967""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL HYDROXYSULTAINE,"[""ANTISTATIC"", ""CLEANSING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - FOAM BOOSTING"", ""VISCOSITY CONTROLLING""]",[],[],"[""34961""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL LACTATE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""77074""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL LAURATE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""56969""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL PCA,"[""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""34972""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL PEG-10 TRIS(TRIMETHYLSILOXY)SILYLETHYL DIMETHICONE,"[""SKIN CONDITIONING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""89868""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL PEG-8 DIMETHICONE,"[""SURFACTANT - CLEANSING""]",[],[],"[""57050""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SURFACTANT - CLEANSING""]",[],[],"[""57051""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL PEG/PPG-18/18 METHICONE,"[""SKIN CONDITIONING""]",[],[],"[""57048""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL POLYGLYCERYL-3 POLYDIMETHYLSILOXYETHYL DIMETHICONE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SURFACTANT - CLEANSING""]",[],[],"[""57052""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAURYL/MYRISTYL POLYRICINOLEATE,"[""NAIL CONDITIONING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""VISCOSITY CONTROLLING""]",[],[],"[""96418""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAVANDULA ANGUSTIFOLIA EXTRACT,"[""SKIN CONDITIONING""]","[""III/360""]",[],"[""77149""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAVANDULA ANGUSTIFOLIA FLOWER EXTRACT,"[""CLEANSING"", ""DEODORANT"", ""FRAGRANCE"", ""REFRESHING"", ""TONIC""]",[],[],"[""57058""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAVANDULA ANGUSTIFOLIA FLOWER OIL,"[""FRAGRANCE""]",[],[],"[""96168""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAVANDULA ANGUSTIFOLIA FLOWER WATER,"[""SKIN CONDITIONING""]",[],[],"[""57060""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAVANDULA ANGUSTIFOLIA FLOWER/LEAF/STEM EXTRACT,"[""FLAVOURING"", ""FRAGRANCE"", ""ORAL CARE"", ""PERFUMING"", ""SKIN CONDITIONING""]",[],[],"[""84226""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAVANDULA ANGUSTIFOLIA OIL,"[""FRAGRANCE"", ""TONIC""]","[""III/360""]",[],"[""34989""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LAVANDULA HYBRIDA OIL,"[""SKIN CONDITIONING - EMOLLIENT""]","[""III/360""]",[],"[""34992""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LECITHIN,"[""ANTISTATIC"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""34995""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LENS ESCULENTA FRUIT EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""57159""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LENS ESCULENTA SEED EXTRACT,"[""SKIN PROTECTING""]",[],[],"[""84782""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LEONTOPODIUM ALPINUM CALLUS CULTURE EXTRACT,"[""ANTIOXIDANT"", ""HAIR CONDITIONING"", ""HUMECTANT"", ""SKIN PROTECTING""]",[],[],"[""88213""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LEONTOPODIUM ALPINUM EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""57162""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LEONTOPODIUM ALPINUM FLOWER/LEAF EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""84230""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LEONURUS SIBIRICUS FLOWER/LEAF/STEM EXTRACT,"[""SOOTHING""]",[],[],"[""83629""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LEUCINE,"[""ANTISTATIC"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""35003""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LEUCONOSTOC FERMENT FILTRATE,"[""ANTI-SEBORRHEIC"", ""ANTIMICROBIAL"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""88241""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE,"[""ANTI-SEBORRHEIC"", ""ANTIMICROBIAL""]",[],[],"[""57171""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LEVULINIC ACID,"[""PERFUMING"", ""SKIN CONDITIONING""]",[],[],"[""35007""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LILIUM CANDIDUM FLOWER EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""57182""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LIMNANTHES ALBA SEED OIL,"[""SKIN CONDITIONING""]",[],[],"[""35012""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LIMONENE,"[""DEODORANT"", ""PERFUMING"", ""SOLVENT""]","[""III/88 III/167 III/168""]",[],"[""57187""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LINALOOL,"[""DEODORANT"", ""PERFUMING""]","[""III/84""]",[],"[""35016""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LINALYL ACETATE,"[""FRAGRANCE""]","[""III/337""]",[],"[""77311""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LINOLEAMIDOPROPYL DIMETHYLAMINE DIMER DILINOLEATE,"[""ANTISTATIC"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""77318""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LINOLEAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE,"[""ANTISTATIC""]",[],[],"[""35027""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LINOLEIC ACID,"[""ANTISTATIC"", ""CLEANSING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - CLEANSING""]",[],[],"[""77323""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LINOLENIC ACID,"[""ANTISTATIC"", ""CLEANSING"", ""HAIR CONDITIONING"", ""PERFUMING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - CLEANSING""]",[],[],"[""77324""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LINUM USITATISSIMUM SEED EXTRACT,"[""PERFUMING"", ""SKIN CONDITIONING""]",[],[],"[""57297""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LINUM USITATISSIMUM SEED OIL,"[""PERFUMING"", ""SKIN CONDITIONING""]",[],[],"[""57298""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LITCHI CHINENSIS FRUIT EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""57306""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LITCHI CHINENSIS PERICARP EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""57308""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LITHIUM MAGNESIUM SODIUM SILICATE,"[""ABSORBENT"", ""BULKING"", ""VISCOSITY CONTROLLING""]",[],[],"[""35040""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LITHOSPERMUM ERYTHRORHIZON ROOT EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""57373""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LITHOTHAMNION CALCAREUM EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""92927""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LITSEA CUBEBA FRUIT OIL,"[""FRAGRANCE"", ""PERFUMING"", ""TONIC""]",[],[],"[""77408""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LONICERA CAPRIFOLIUM FLOWER EXTRACT,"[""PERFUMING"", ""SKIN CONDITIONING""]",[],[],"[""77414""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LONICERA JAPONICA FLOWER EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""57384""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LUPINUS ALBUS SEED EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""57458""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LYCIUM BARBARUM FRUIT EXTRACT,"[""ASTRINGENT"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""57462""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LYCIUM CHINENSE FRUIT EXTRACT,"[""ANTIOXIDANT""]",[],[],"[""57464""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LYSINE,"[""ANTISTATIC"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""35064""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LYSINE HCL,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""84654""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,LYSOLECITHIN,"[""SURFACTANT - EMULSIFYING""]",[],[],"[""35073""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,M-AMINOPHENOL,"[""HAIR DYEING""]","[""III/217""]","[""Opinion on m-Aminophenol""]","[""35147""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,MACADAMIA INTEGRIFOLIA SEED OIL,"[""SKIN CONDITIONING""]",[],[],"[""57478""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,MACROCYSTIS PYRIFERA EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""88726""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,MADECASSIC ACID,"[""SKIN CONDITIONING""]",[],[],"[""57486""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,MADECASSOSIDE,"[""ANTIOXIDANT"", ""SKIN CONDITIONING""]",[],[],"[""57487""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,MAGNESIUM ALUMINUM SILICATE,"[""ABSORBENT"", ""ANTICAKING"", ""OPACIFYING"", ""VISCOSITY CONTROLLING""]",[],[],"[""35080""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,MAGNESIUM ASCORBYL PHOSPHATE,"[""ANTIOXIDANT"", ""SKIN CONDITIONING""]",[],[],"[""35082""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,MAGNESIUM ASPARTATE,"[""SKIN CONDITIONING""]",[],[],"[""77615""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,MAGNESIUM CARBONATE,"[""ABSORBENT"", ""BINDING"", ""BULKING"", ""COLORANT"", ""OPACIFYING""]","[""IV/139""]",[],"[""77618""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,MAGNESIUM CHLORIDE,"[""FLAVOURING"", ""VISCOSITY CONTROLLING""]",[],[],"[""35088""]"
