product_id,canonical_id,kept_ingredient_name,kept_display_order,source_row_count,source_ingredient_ids,source_ingredient_names,source_display_orders,source_concentration_texts,source_normalized_concentrations,concentration_policy
prod_oy_a000000254908,cholesterol_fatty_acids,스테아릭애씨드,14,2,ing_pending_8e5e6501448c; ing_pending_bf86770f3c63,스테아릭애씨드; 콜레스테롤,14; 23,,,none
prod_oy_a000000184790,hyaluronic_acid,하이알루로닉애씨드,6,3,ing_pending_2a70c7167edc; ing_pending_d5a75e7d8737; ing_pending_dc86714c6b9b,하이알루로닉애씨드; 하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트,6; 7; 8,,,none
prod_oy_a000000249581,aha,글라이콜릭애씨드,6,2,ing_pending_41d4bbd36996; ing_pending_7b5bd3517e82,글라이콜릭애씨드; 락틱애씨드,6; 7,,,none
prod_oy_a000000252696,hyaluronic_acid,소듐하이알루로네이트,18,8,ing_pending_dc86714c6b9b; ing_pending_ebe20aa739f4; ing_pending_91a214fb54fa; ing_pending_699a72e62403; ing_pending_d5a75e7d8737; ing_pending_2a70c7167edc; ing_pending_1e416583864f; ing_pending_5830c0d1d488,소듐하이알루로네이트; 하이드롤라이즈드소듐하이알루로네이트; 하이드록시프로필트라이모늄하이알루로네이트; 소듐아세틸레이티드하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 하이알루로닉애씨드; 소듐하이알루로네이트크로스폴리머; 포타슘하이알루로네이트,18; 20; 22; 24; 25; 28; 29; 30,소듐하이알루로네이트 1.1ppm; 하이드롤라이즈드소듐하이알루로네이트 100.1ppb; 하이드록시프로필트라이모늄하이알루로네이트 100ppb; 소듐아세틸레이티드하이알루로네이트 10ppb; 하이드롤라이즈드하이알루로닉애씨드 10ppb; 하이알루로닉애씨드 2.5ppb; 소듐하이알루로네이트크로스폴리머 1ppb; 포타슘하이알루로네이트 0.2ppb,0.00011 %; 0.00001001 %; 0.00001 %; 0.000001 %; 0.00000025 %; 0.0000001 %; 0.00000002 %,ambiguous_numeric_blank
prod_oy_a000000200039,peptides,아세틸헥사펩타이드-8,30,4,ing_pending_2326ae2ec645; ing_pending_1af9a895ed19; ing_pending_bd76dfd9f575; ing_pending_f186dee4b53f,아세틸헥사펩타이드-8; 팔미토일펜타펩타이드-4; 팔미토일트라이펩타이드-1; 팔미토일테트라펩타이드-7,30; 33; 34; 35,,,none
prod_oy_a000000203207,peptides,아세틸헥사펩타이드-8,22,6,ing_pending_2326ae2ec645; ing_pending_2923850fc2fa; ing_pending_709f4e72c2ae; ing_pending_f186dee4b53f; ing_pending_bd76dfd9f575; ing_pending_1af9a895ed19,아세틸헥사펩타이드-8; 카퍼트라이펩타이드-1; 트라이펩타이드-1; 팔미토일테트라펩타이드-7; 팔미토일트라이펩타이드-1; 팔미토일펜타펩타이드-4,22; 25; 26; 27; 28; 30,,,none
prod_oy_a000000224040,hyaluronic_acid,소듐하이알루로네이트,24,3,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_2a70c7167edc,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 하이알루로닉애씨드,24; 25; 26,,,none
prod_oy_a000000224040,ceramides,세라마이드엔피,30,3,ing_pending_3db8a4dedc4c; ing_pending_742cd15ac3e7; ing_pending_f1de7c712f85,세라마이드엔피; 세라마이드에이피; 세라마이드이오피,30; 35; 38,,,none
prod_oy_a000000257195,hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,2,6,ing_pending_d5a75e7d8737; ing_pending_dc86714c6b9b; ing_pending_2a70c7167edc; ing_pending_ebe20aa739f4; ing_pending_91a214fb54fa; ing_pending_699a72e62403,하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트; 하이알루로닉애씨드; 하이드롤라이즈드소듐하이알루로네이트; 하이드록시프로필트라이모늄하이알루로네이트; 소듐아세틸레이티드하이알루로네이트,2; 18; 23; 24; 25; 27,하이드롤라이즈드하이알루로닉애씨드 10.0207%; 소듐하이알루로네이트 3.01 ppm; 하이알루로닉애씨드 0.1ppm; 하이드롤라이즈드소듐하이알루로네이트 0.1ppm; 하이드록시프로필트라이모늄하이알루로네이트 0.1ppm; 소듐아세틸레이티드하이알루로네이트 0.1ppm,10.0207 %; 0.000301 %; 0.00001 %,ambiguous_numeric_blank
prod_oy_a000000258292,hyaluronic_acid,소듐하이알루로네이트크로스폴리머,9,5,ing_pending_1e416583864f; ing_pending_dc86714c6b9b; ing_pending_699a72e62403; ing_pending_ebe20aa739f4; ing_pending_d5a75e7d8737,소듐하이알루로네이트크로스폴리머; 소듐하이알루로네이트; 소듐아세틸레이티드하이알루로네이트; 하이드롤라이즈드소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드,9; 10; 11; 12; 13,하이드롤라이즈드하이알루로닉애씨드 200ppm,0.02 %,single_numeric_preserved
prod_oy_a000000215222,hyaluronic_acid,하이알루로닉애씨드,13,2,ing_pending_2a70c7167edc; ing_pending_dc86714c6b9b,하이알루로닉애씨드; 소듐하이알루로네이트,13; 34,,,none
prod_oy_a000000215222,cholesterol_fatty_acids,올레익애씨드,35,2,ing_pending_452a2c10432c; ing_pending_bf86770f3c63,올레익애씨드; 콜레스테롤,35; 37,,,none
prod_oy_a000000228333,centella_asiatica,병풀추출물,10,2,ing_pending_ae9fa1bd4d57; ing_pending_04c695db8237,병풀추출물; 병풀잎추출물,10; 23,"병풀추출물 1,000ppm",0.1 %,single_numeric_preserved
prod_oy_a000000153859,hyaluronic_acid,소듐하이알루로네이트,5,4,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_2a70c7167edc; ing_pending_1e416583864f,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 하이알루로닉애씨드; 소듐하이알루로네이트크로스폴리머,5; 6; 7; 8,,,none
prod_oy_a000000254392,hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,9,8,ing_pending_d5a75e7d8737; ing_pending_dc86714c6b9b; ing_pending_ebe20aa739f4; ing_pending_2a70c7167edc; ing_pending_5830c0d1d488; ing_pending_91a214fb54fa; ing_pending_1e416583864f; ing_pending_699a72e62403,하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트; 하이드롤라이즈드소듐하이알루로네이트; 하이알루로닉애씨드; 포타슘하이알루로네이트; 하이드록시프로필트라이모늄하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 소듐아세틸레이티드하이알루로네이트,9; 20; 26; 27; 28; 29; 30; 32,하이드롤라이즈드하이알루로닉애씨드 601.5 ppm; 소듐하이알루로네이트 11 ppm; 하이드롤라이즈드소듐하이알루로네이트 1.5 ppm; 하이알루로닉애씨드 1 ppm; 포타슘하이알루로네이트 1 ppm; 하이드록시프로필트라이모늄하이알루로네이트 0.8 ppm; 소듐하이알루로네이트크로스폴리머 0.8 ppm; 소듐아세틸레이티드하이알루로네이트 0.4 ppm,0.06015 %; 0.0011 %; 0.00015 %; 0.0001 %; 0.00008 %; 0.00004 %,ambiguous_numeric_blank
prod_oy_a000000144551,hyaluronic_acid,소듐하이알루로네이트,9,3,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_699a72e62403,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 소듐아세틸레이티드하이알루로네이트,9; 14; 15,,,none
prod_oy_a000000217777,aha,락틱애씨드,12,2,ing_pending_7b5bd3517e82; ing_pending_41d4bbd36996,락틱애씨드; 글라이콜릭애씨드,12; 13,,,none
prod_oy_a000000213492,centella_asiatica,병풀잎추출물,24,2,ing_pending_04c695db8237; ing_pending_ae9fa1bd4d57,병풀잎추출물; 병풀추출물,24; 25,병풀잎추출물 0.001ppm; 병풀추출물 0.001ppm,0.0000001 %,single_numeric_preserved
prod_oy_a000000213492,peptides,카퍼트라이펩타이드-1,28,5,ing_pending_2923850fc2fa; ing_pending_2326ae2ec645; ing_pending_1af9a895ed19; ing_pending_f186dee4b53f; ing_pending_bd76dfd9f575,카퍼트라이펩타이드-1; 아세틸헥사펩타이드-8; 팔미토일펜타펩타이드-4; 팔미토일테트라펩타이드-7; 팔미토일트라이펩타이드-1,28; 29; 30; 31; 32,,,none
prod_oy_a000000197102,hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,15,8,ing_pending_d5a75e7d8737; ing_pending_dc86714c6b9b; ing_pending_5830c0d1d488; ing_pending_699a72e62403; ing_pending_1e416583864f; ing_pending_91a214fb54fa; ing_pending_ebe20aa739f4; ing_pending_2a70c7167edc,하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트; 포타슘하이알루로네이트; 소듐아세틸레이티드하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 하이드록시프로필트라이모늄하이알루로네이트; 하이드롤라이즈드소듐하이알루로네이트; 하이알루로닉애씨드,15; 19; 21; 24; 25; 26; 27; 29,,,none
prod_oy_a000000223425,hyaluronic_acid,소듐하이알루로네이트,19,2,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드,19; 21,,,none
prod_oy_a000000251819,hyaluronic_acid,하이알루로닉애씨드,25,3,ing_pending_2a70c7167edc; ing_pending_d5a75e7d8737; ing_pending_dc86714c6b9b,하이알루로닉애씨드; 하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트,25; 26; 27,,,none
prod_oy_a000000237491,hyaluronic_acid,소듐하이알루로네이트,21,5,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_1e416583864f; ing_pending_699a72e62403; ing_pending_91a214fb54fa,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트크로스폴리머; 소듐아세틸레이티드하이알루로네이트; 하이드록시프로필트라이모늄하이알루로네이트,21; 22; 28; 29; 37,,,none
prod_oy_a000000252722,green_tea,녹차수,1,2,ing_pending_272844c65d03; ing_pending_ac4bf60ce792,녹차수; 녹차추출물,1; 19,녹차수 50.9%; 녹차추출물 0.001%,50.9 %; 0.001 %,ambiguous_numeric_blank
prod_oy_a000000252722,hyaluronic_acid,소듐하이알루로네이트,20,8,ing_pending_dc86714c6b9b; ing_pending_91a214fb54fa; ing_pending_d5a75e7d8737; ing_pending_699a72e62403; ing_pending_2a70c7167edc; ing_pending_ebe20aa739f4; ing_pending_1e416583864f; ing_pending_5830c0d1d488,소듐하이알루로네이트; 하이드록시프로필트라이모늄하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 소듐아세틸레이티드하이알루로네이트; 하이알루로닉애씨드; 하이드롤라이즈드소듐하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 포타슘하이알루로네이트,20; 24; 25; 26; 27; 28; 29; 30,,,none
prod_oy_a000000255384,hyaluronic_acid,소듐하이알루로네이트크로스폴리머,22,4,ing_pending_1e416583864f; ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_2a70c7167edc,소듐하이알루로네이트크로스폴리머; 소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 하이알루로닉애씨드,22; 27; 41; 46,,,none
prod_oy_a000000257084,hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,14,3,ing_pending_d5a75e7d8737; ing_pending_dc86714c6b9b; ing_pending_699a72e62403,하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트; 소듐아세틸레이티드하이알루로네이트,14; 47; 49,,,none
prod_oy_a000000229521,hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,43,8,ing_pending_d5a75e7d8737; ing_pending_ebe20aa739f4; ing_pending_5830c0d1d488; ing_pending_2a70c7167edc; ing_pending_dc86714c6b9b; ing_pending_1e416583864f; ing_pending_91a214fb54fa; ing_pending_699a72e62403,하이드롤라이즈드하이알루로닉애씨드; 하이드롤라이즈드소듐하이알루로네이트; 포타슘하이알루로네이트; 하이알루로닉애씨드; 소듐하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 하이드록시프로필트라이모늄하이알루로네이트; 소듐아세틸레이티드하이알루로네이트,43; 45; 46; 47; 48; 49; 50; 52,,,none
prod_oy_a000000115420,cholesterol_fatty_acids,콜레스테롤,22,3,ing_pending_bf86770f3c63; ing_pending_8e5e6501448c; ing_pending_eef58792a781,콜레스테롤; 스테아릭애씨드; 팔미틱애씨드,22; 24; 25,,,none
prod_oy_a000000129443,hyaluronic_acid,소듐하이알루로네이트,4,3,ing_pending_dc86714c6b9b; ing_pending_2a70c7167edc; ing_pending_ebe20aa739f4,소듐하이알루로네이트; 하이알루로닉애씨드; 하이드롤라이즈드소듐하이알루로네이트,4; 8; 13,,,none
prod_oy_a000000136077,hyaluronic_acid,소듐하이알루로네이트크로스폴리머,27,4,ing_pending_1e416583864f; ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_2a70c7167edc,소듐하이알루로네이트크로스폴리머; 소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 하이알루로닉애씨드,27; 31; 39; 40,,,none
prod_oy_a000000144052,ceramides,세라마이드엔피,13,3,ing_pending_3db8a4dedc4c; ing_pending_742cd15ac3e7; ing_pending_f1de7c712f85,세라마이드엔피; 세라마이드에이피; 세라마이드이오피,13; 14; 15,,,none
prod_oy_a000000145833,hyaluronic_acid,소듐하이알루로네이트,25,5,ing_pending_dc86714c6b9b; ing_pending_1e416583864f; ing_pending_d5a75e7d8737; ing_pending_2a70c7167edc; ing_pending_ebe20aa739f4,소듐하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 하이드롤라이즈드하이알루로닉애씨드; 하이알루로닉애씨드; 하이드롤라이즈드소듐하이알루로네이트,25; 26; 27; 28; 29,,,none
prod_oy_a000000146589,hyaluronic_acid,소듐하이알루로네이트,11,2,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드,11; 15,,,none
prod_oy_a000000148252,hyaluronic_acid,소듐하이알루로네이트,10,2,ing_pending_dc86714c6b9b; ing_pending_2a70c7167edc,소듐하이알루로네이트; 하이알루로닉애씨드,10; 11,,,none
prod_oy_a000000150815,hyaluronic_acid,소듐하이알루로네이트,11,4,ing_pending_dc86714c6b9b; ing_pending_1e416583864f; ing_pending_d5a75e7d8737; ing_pending_2a70c7167edc,소듐하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 하이드롤라이즈드하이알루로닉애씨드; 하이알루로닉애씨드,11; 15; 32; 37,,,none
prod_oy_a000000151356,hyaluronic_acid,소듐하이알루로네이트크로스폴리머,14,4,ing_pending_1e416583864f; ing_pending_d5a75e7d8737; ing_pending_dc86714c6b9b; ing_pending_2a70c7167edc,소듐하이알루로네이트크로스폴리머; 하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트; 하이알루로닉애씨드,14; 15; 16; 18,,,none
prod_oy_a000000158930,cholesterol_fatty_acids,스테아릭애씨드,20,2,ing_pending_8e5e6501448c; ing_pending_bf86770f3c63,스테아릭애씨드; 콜레스테롤,20; 22,,,none
prod_oy_a000000160650,hyaluronic_acid,하이알루로닉애씨드,20,3,ing_pending_2a70c7167edc; ing_pending_d5a75e7d8737; ing_pending_dc86714c6b9b,하이알루로닉애씨드; 하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트,20; 21; 22,,,none
prod_oy_a000000162058,hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,16,2,ing_pending_d5a75e7d8737; ing_pending_dc86714c6b9b,하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트,16; 19,하이드롤라이즈드하이알루로닉애씨드 0.02%,0.02 %,single_numeric_preserved
prod_oy_a000000162977,green_tea,녹차추출물,1,3,ing_pending_ac4bf60ce792; ing_pending_272844c65d03; ing_pending_f1ab4c3867dd,녹차추출물; 녹차수; 녹차가루,1; 6; 9,,,none
prod_oy_a000000163734,hyaluronic_acid,소듐하이알루로네이트,22,6,ing_pending_dc86714c6b9b; ing_pending_1e416583864f; ing_pending_d5a75e7d8737; ing_pending_91a214fb54fa; ing_pending_2a70c7167edc; ing_pending_699a72e62403,소듐하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 하이드롤라이즈드하이알루로닉애씨드; 하이드록시프로필트라이모늄하이알루로네이트; 하이알루로닉애씨드; 소듐아세틸레이티드하이알루로네이트,22; 29; 30; 32; 34; 36,,,none
prod_oy_a000000163734,cholesterol_fatty_acids,콜레스테롤,24,2,ing_pending_bf86770f3c63; ing_pending_452a2c10432c,콜레스테롤; 올레익애씨드,24; 35,,,none
prod_oy_a000000168269,hyaluronic_acid,소듐하이알루로네이트크로스폴리머,16,4,ing_pending_1e416583864f; ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_2a70c7167edc,소듐하이알루로네이트크로스폴리머; 소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 하이알루로닉애씨드,16; 19; 21; 40,,,none
prod_oy_a000000170638,tea_tree,티트리잎추출물,1,2,ing_pending_41a0903d8eee; ing_pending_1403d81e744b,티트리잎추출물; 티트리잎오일,1; 15,,,none
prod_oy_a000000171755,hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,18,3,ing_pending_d5a75e7d8737; ing_pending_dc86714c6b9b; ing_pending_699a72e62403,하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트; 소듐아세틸레이티드하이알루로네이트,18; 19; 20,,,none
prod_oy_a000000176512,hyaluronic_acid,소듐하이알루로네이트,13,8,ing_pending_dc86714c6b9b; ing_pending_2a70c7167edc; ing_pending_d5a75e7d8737; ing_pending_91a214fb54fa; ing_pending_ebe20aa739f4; ing_pending_5830c0d1d488; ing_pending_1e416583864f; ing_pending_699a72e62403,소듐하이알루로네이트; 하이알루로닉애씨드; 하이드롤라이즈드하이알루로닉애씨드; 하이드록시프로필트라이모늄하이알루로네이트; 하이드롤라이즈드소듐하이알루로네이트; 포타슘하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 소듐아세틸레이티드하이알루로네이트,13; 14; 15; 16; 17; 18; 19; 20,,,none
prod_oy_a000000177477,centella_asiatica,병풀추출물,1,3,ing_pending_ae9fa1bd4d57; ing_pending_04c695db8237; ing_pending_cb61dc1fe377,병풀추출물; 병풀잎추출물; 병풀뿌리추출물,1; 9; 10,병풀추출물 80%,80 %,single_numeric_preserved
prod_oy_a000000177477,hyaluronic_acid,소듐하이알루로네이트,6,7,ing_pending_dc86714c6b9b; ing_pending_91a214fb54fa; ing_pending_d5a75e7d8737; ing_pending_699a72e62403; ing_pending_2a70c7167edc; ing_pending_1e416583864f; ing_pending_5830c0d1d488,소듐하이알루로네이트; 하이드록시프로필트라이모늄하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 소듐아세틸레이티드하이알루로네이트; 하이알루로닉애씨드; 소듐하이알루로네이트크로스폴리머; 포타슘하이알루로네이트,6; 11; 12; 13; 14; 17; 18,소듐하이알루로네이트 100ppm,0.01 %,single_numeric_preserved
prod_oy_a000000187241,hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,9,5,ing_pending_d5a75e7d8737; ing_pending_dc86714c6b9b; ing_pending_ebe20aa739f4; ing_pending_1e416583864f; ing_pending_91a214fb54fa,하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트; 하이드롤라이즈드소듐하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 하이드록시프로필트라이모늄하이알루로네이트,9; 10; 11; 12; 13,하이드롤라이즈드하이알루로닉애씨드 0.001%; 소듐하이알루로네이트 0.0010025%; 하이드롤라이즈드소듐하이알루로네이트 0.0010475%; 소듐하이알루로네이트크로스폴리머 0.000001%; 하이드록시프로필트라이모늄하이알루로네이트 0.001%,0.001 %; 0.0010025 %; 0.0010475 %; 0.000001 %,ambiguous_numeric_blank
prod_oy_a000000197660,hyaluronic_acid,소듐하이알루로네이트,20,8,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_2a70c7167edc; ing_pending_91a214fb54fa; ing_pending_699a72e62403; ing_pending_ebe20aa739f4; ing_pending_1e416583864f; ing_pending_5830c0d1d488,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 하이알루로닉애씨드; 하이드록시프로필트라이모늄하이알루로네이트; 소듐아세틸레이티드하이알루로네이트; 하이드롤라이즈드소듐하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 포타슘하이알루로네이트,20; 21; 22; 29; 32; 33; 34; 35,,,none
prod_oy_a000000198834,hyaluronic_acid,소듐하이알루로네이트,27,3,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_699a72e62403,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 소듐아세틸레이티드하이알루로네이트,27; 29; 30,,,none
prod_oy_a000000199652,hyaluronic_acid,소듐하이알루로네이트크로스폴리머,8,4,ing_pending_1e416583864f; ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_2a70c7167edc,소듐하이알루로네이트크로스폴리머; 소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 하이알루로닉애씨드,8; 10; 11; 12,,,none
prod_oy_a000000201363,centella_asiatica,병풀추출물,35,3,ing_pending_ae9fa1bd4d57; ing_pending_04c695db8237; ing_pending_cb61dc1fe377,병풀추출물; 병풀잎추출물; 병풀뿌리추출물,35; 36; 37,,,none
prod_oy_a000000201363,peptides,카퍼트라이펩타이드-1,51,2,ing_pending_2923850fc2fa; ing_pending_2326ae2ec645,카퍼트라이펩타이드-1; 아세틸헥사펩타이드-8,51; 52,,,none
prod_oy_a000000204639,hyaluronic_acid,하이알루로닉애씨드,28,2,ing_pending_2a70c7167edc; ing_pending_dc86714c6b9b,하이알루로닉애씨드; 소듐하이알루로네이트,28; 31,,,none
prod_oy_a000000207031,hyaluronic_acid,소듐하이알루로네이트,16,8,ing_pending_dc86714c6b9b; ing_pending_2a70c7167edc; ing_pending_91a214fb54fa; ing_pending_d5a75e7d8737; ing_pending_699a72e62403; ing_pending_1e416583864f; ing_pending_ebe20aa739f4; ing_pending_5830c0d1d488,소듐하이알루로네이트; 하이알루로닉애씨드; 하이드록시프로필트라이모늄하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 소듐아세틸레이티드하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 하이드롤라이즈드소듐하이알루로네이트; 포타슘하이알루로네이트,16; 23; 25; 27; 29; 30; 32; 36,,,none
prod_oy_a000000207031,peptides,트라이펩타이드-1,28,2,ing_pending_709f4e72c2ae; ing_pending_2326ae2ec645,트라이펩타이드-1; 아세틸헥사펩타이드-8,28; 35,,,none
prod_oy_a000000208718,hyaluronic_acid,소듐하이알루로네이트,33,5,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_1e416583864f; ing_pending_ebe20aa739f4; ing_pending_2a70c7167edc,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트크로스폴리머; 하이드롤라이즈드소듐하이알루로네이트; 하이알루로닉애씨드,33; 47; 61; 62; 63,,,none
prod_oy_a000000208986,hyaluronic_acid,소듐아세틸레이티드하이알루로네이트,23,2,ing_pending_699a72e62403; ing_pending_dc86714c6b9b,소듐아세틸레이티드하이알루로네이트; 소듐하이알루로네이트,23; 24,,,none
prod_oy_a000000209588,cholesterol_fatty_acids,스테아릭애씨드,25,2,ing_pending_8e5e6501448c; ing_pending_bf86770f3c63,스테아릭애씨드; 콜레스테롤,25; 26,,,none
prod_oy_a000000210050,hyaluronic_acid,소듐하이알루로네이트,21,2,ing_pending_dc86714c6b9b; ing_pending_1e416583864f,소듐하이알루로네이트; 소듐하이알루로네이트크로스폴리머,21; 38,,,none
prod_oy_a000000210950,centella_asiatica,병풀추출물,4,3,ing_pending_ae9fa1bd4d57; ing_pending_cb61dc1fe377; ing_pending_04c695db8237,병풀추출물; 병풀뿌리추출물; 병풀잎추출물,4; 8; 9,,,none
prod_oy_a000000213385,peptides,팔미토일트라이펩타이드-1,55,2,ing_pending_bd76dfd9f575; ing_pending_1af9a895ed19,팔미토일트라이펩타이드-1; 팔미토일펜타펩타이드-4,55; 56,,,none
prod_oy_a000000213407,ceramides,세라마이드엔피,4,5,ing_pending_3db8a4dedc4c; ing_pending_ed4d1dc71a25; ing_pending_6faa7f194935; ing_pending_742cd15ac3e7; ing_pending_f1de7c712f85,세라마이드엔피; 세라마이드엔에스; 세라마이드에이에스; 세라마이드에이피; 세라마이드이오피,4; 5; 6; 7; 8,"세라마이드엔피 1,100ppm; 세라마이드엔에스 1,500ppb; 세라마이드에이에스 500ppb; 세라마이드에이피 500ppb; 세라마이드이오피 1ppb",0.11 %; 0.00015 %; 0.00005 %; 0.0000001 %,ambiguous_numeric_blank
prod_oy_a000000213407,cholesterol_fatty_acids,콜레스테롤,14,2,ing_pending_bf86770f3c63; ing_pending_8e5e6501448c,콜레스테롤; 스테아릭애씨드,14; 31,,,none
prod_oy_a000000214034,hyaluronic_acid,소듐하이알루로네이트,8,8,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_2a70c7167edc; ing_pending_91a214fb54fa; ing_pending_1e416583864f; ing_pending_699a72e62403; ing_pending_ebe20aa739f4; ing_pending_5830c0d1d488,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 하이알루로닉애씨드; 하이드록시프로필트라이모늄하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 소듐아세틸레이티드하이알루로네이트; 하이드롤라이즈드소듐하이알루로네이트; 포타슘하이알루로네이트,8; 9; 10; 12; 13; 14; 15; 16,,,none
prod_oy_a000000219966,hyaluronic_acid,소듐하이알루로네이트,28,8,ing_pending_dc86714c6b9b; ing_pending_91a214fb54fa; ing_pending_d5a75e7d8737; ing_pending_699a72e62403; ing_pending_5830c0d1d488; ing_pending_1e416583864f; ing_pending_ebe20aa739f4; ing_pending_2a70c7167edc,소듐하이알루로네이트; 하이드록시프로필트라이모늄하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 소듐아세틸레이티드하이알루로네이트; 포타슘하이알루로네이트; 소듐하이알루로네이트크로스폴리머; 하이드롤라이즈드소듐하이알루로네이트; 하이알루로닉애씨드,28; 50; 51; 52; 53; 54; 55; 56,,,none
prod_oy_a000000219966,centella_asiatica,병풀잎추출물,30,2,ing_pending_04c695db8237; ing_pending_ae9fa1bd4d57,병풀잎추출물; 병풀추출물,30; 31,병풀잎추출물 100ppm; 병풀추출물 70ppm,0.01 %; 0.007 %,ambiguous_numeric_blank
prod_oy_a000000221331,hyaluronic_acid,소듐하이알루로네이트,15,5,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737; ing_pending_1e416583864f; ing_pending_2a70c7167edc; ing_pending_699a72e62403,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드; 소듐하이알루로네이트크로스폴리머; 하이알루로닉애씨드; 소듐아세틸레이티드하이알루로네이트,15; 16; 17; 18; 19,,,none
prod_oy_a000000222939,peptides,트라이펩타이드-1,14,3,ing_pending_709f4e72c2ae; ing_pending_2326ae2ec645; ing_pending_1af9a895ed19,트라이펩타이드-1; 아세틸헥사펩타이드-8; 팔미토일펜타펩타이드-4,14; 16; 17,트라이펩타이드-1 750ppb; 아세틸헥사펩타이드-8 100ppb; 팔미토일펜타펩타이드-4 100ppb,0.000075 %; 0.00001 %,ambiguous_numeric_blank
prod_oy_a000000224246,hyaluronic_acid,소듐하이알루로네이트,13,2,ing_pending_dc86714c6b9b; ing_pending_d5a75e7d8737,소듐하이알루로네이트; 하이드롤라이즈드하이알루로닉애씨드,13; 37,,,none
