alias,normalized_alias,previous_canonical_id,new_canonical_id,action,note
Prunus Persica (Peach) Juice,prunuspersica(peach)juice,,prunus_persica_peach_juice,added,공식 exact identity alias
Prunus Persica (Peach) Kernel Extract,prunuspersica(peach)kernelextract,,prunus_persica_peach_kernel_extract,added,공식 exact identity alias
Prunus Persica (Peach) Leaf Extract,prunuspersica(peach)leafextract,,prunus_persica_peach_leaf_extract,added,공식 exact identity alias
Prunus Serotina (Wild Cherry) Bark Extract,prunusserotina(wildcherry)barkextract,,prunus_serotina_wild_cherry_bark_extract,added,공식 exact identity alias
Prunus Serotina (Wild Cherry) Fruit Extract,prunusserotina(wildcherry)fruitextract,,prunus_serotina_wild_cherry_fruit_extract,added,공식 exact identity alias
Prunus Speciosa Flower Extract,prunusspeciosaflowerextract,,prunus_speciosa_flower_extract,added,공식 exact identity alias
Pseudoalteromonas Ferment Extract,pseudoalteromonasfermentextract,,pseudoalteromonas_ferment_extract,added,공식 exact identity alias
Pseudozyma Epicola/Camellia Sinensis Seed Oil Ferment Extract Filtrate,pseudozymaepicola/camelliasinensisseedoilfermentextractfiltrate,,pseudozyma_epicola_camellia_sinensis_seed_oil_ferment_kcia_22536,added,공식 exact identity alias
Pueraria Lobata Root Extract,puerarialobatarootextract,,pueraria_lobata_root_extract,added,공식 exact identity alias
Quillaja Saponaria Bark Extract,quillajasaponariabarkextract,,quillaja_saponaria_bark_extract,added,공식 exact identity alias
Rhamnose,rhamnose,,rhamnose,added,공식 exact identity alias
Rhododendron Chrysanthum Leaf Extract,rhododendronchrysanthumleafextract,,rhododendron_chrysanthum_leaf_extract,added,공식 exact identity alias
Rhodomyrtus Tomentosa Fruit Extract,rhodomyrtustomentosafruitextract,,rhodomyrtus_tomentosa_fruit_extract,added,공식 exact identity alias
Ribose,ribose,,ribose,added,공식 exact identity alias
Rosa Canina Seed Extract,rosacaninaseedextract,,rosa_canina_seed_extract,added,공식 exact identity alias
Rosa Rugosa Leaf Extract,rosarugosaleafextract,,rosa_rugosa_leaf_extract,added,공식 exact identity alias
Rosmarinic Acid,rosmarinicacid,,rosmarinic_acid,added,공식 exact identity alias
Rubus Idaeus (Raspberry) Fruit Extract,rubusidaeus(raspberry)fruitextract,,rubus_idaeus_raspberry_fruit_extract,added,공식 exact identity alias
Rumex Crispus Root Extract,rumexcrispusrootextract,,rumex_crispus_root_extract,added,공식 exact identity alias
Ruscus Aculeatus Root Extract,ruscusaculeatusrootextract,,ruscus_aculeatus_root_extract,added,공식 exact identity alias
Saccharide Hydrolysate,saccharidehydrolysate,,saccharide_hydrolysate,added,공식 exact identity alias
Saccharomyces/Barley Seed Ferment Filtrate,saccharomyces/barleyseedfermentfiltrate,,saccharomyces_barley_seed_ferment_filtrate,added,공식 exact identity alias
Saccharomyces/Potato Extract Ferment Filtrate,saccharomyces/potatoextractfermentfiltrate,,saccharomyces_potato_extract_ferment_filtrate,added,공식 exact identity alias
Saccharomyces/Rice Bran Ferment,saccharomyces/ricebranferment,,saccharomyces_rice_bran_ferment,added,공식 exact identity alias
Saccharomyces Ferment Filtrate,saccharomycesfermentfiltrate,,schizosaccharomyces_ferment_filtrate,added,공식 exact identity alias
Saccharomyces Lysate Extract,saccharomyceslysateextract,,saccharomyces_lysate_extract,added,공식 exact identity alias
Saccharum Officinarum (Sugarcane) Extract,saccharumofficinarum(sugarcane)extract,,saccharum_officinarum_sugarcane_extract,added,공식 exact identity alias
Salix Alba (Willow) Bark Extract,salixalba(willow)barkextract,,salix_alba_willow_bark_extract,added,공식 exact identity alias
Salix Alba (Willow) Bark Water,salixalba(willow)barkwater,,salix_alba_willow_bark_water,added,공식 exact identity alias
Salvia Hispanica Seed Oil,salviahispanicaseedoil,,salvia_hispanica_seed_oil,added,공식 exact identity alias
Salvia Officinalis (Sage) Extract,salviaofficinalis(sage)extract,,salvia_officinalis_sage_extract,added,공식 exact identity alias
Salvia Officinalis (Sage) Leaf Extract,salviaofficinalis(sage)leafextract,,salvia_officinalis_sage_leaf_extract,added,공식 exact identity alias
Salvia Sclarea (Clary) Extract,salviasclarea(clary)extract,,salvia_sclarea_clary_extract,added,공식 exact identity alias
Sambucus Nigra Flower Extract,sambucusnigraflowerextract,,sambucus_nigra_flower_extract,added,공식 exact identity alias
Santalum Acuminatum Fruit Extract,santalumacuminatumfruitextract,,santalum_acuminatum_fruit_extract,added,공식 exact identity alias
Saussurea Involucrata Extract,saussureainvolucrataextract,,saussurea_involucrata_extract,added,공식 exact identity alias
Schizosaccharomyces Ferment Filtrate,schizosaccharomycesfermentfiltrate,,schizosaccharomyces_ferment_filtrate,added,공식 exact identity alias
Sclerocarya Birrea Seed Butter,sclerocaryabirreaseedbutter,,sclerocarya_birrea_seed_butter,added,공식 exact identity alias
Scrophularia Nodosa Extract,scrophularianodosaextract,,scrophularia_nodosa_extract,added,공식 exact identity alias
Sea Salt,seasalt,,sea_salt,added,공식 exact identity alias
Sea Water,seawater,,sea_water,added,공식 exact identity alias
Sedum Sarmentosum Extract,sedumsarmentosumextract,,sedum_sarmentosum_extract,added,공식 exact identity alias
Sesamum Indicum (Sesame) Seed Extract,sesamumindicum(sesame)seedextract,,sesamum_indicum_sesame_seed_extract|sesamum_indicum_sesame_seed_extract_kcia_2795,skipped_conflict,KCIA alias가 둘 이상의 선택 canonical에 연결됨
sh-Octapeptide-4,sh-octapeptide-4,,sh_octapeptide_4,added,공식 exact identity alias
sh-Oligopeptide-9,sh-oligopeptide-9,,sh_oligopeptide_9,added,공식 exact identity alias
Shikimic Acid,shikimicacid,,shikimic_acid,added,공식 exact identity alias
Silk Amino Acids,silkaminoacids,,silk_amino_acids,added,공식 exact identity alias
Silkworm Cocoon Extract,silkwormcocoonextract,,silkworm_cocoon_extract,added,공식 exact identity alias
Sodium Caproyl/Lauroyl Lactylate,sodiumcaproyl/lauroyllactylate,,sodium_caproyl_lauroyl_lactylate,added,공식 exact identity alias
Sodium Dilauramidoglutamide Lysine,sodiumdilauramidoglutamidelysine,,sodium_dilauramidoglutamide_lysine,added,공식 exact identity alias
Sodium Glucuronate,sodiumglucuronate,,sodium_glucuronate,added,공식 exact identity alias
Sodium Hyaluronate Dimethylsilanol,sodiumhyaluronatedimethylsilanol,,sodium_hyaluronate_dimethylsilanol,added,공식 exact identity alias
Sodium Mannose Phosphate,sodiummannosephosphate,,sodium_mannose_phosphate,added,공식 exact identity alias
Sodium Nitrate,sodiumnitrate,,sodium_nitrate,added,공식 exact identity alias
Sodium Polyaspartate,sodiumpolyaspartate,,sodium_polyaspartate,added,공식 exact identity alias
Sodium Polyglutamate,sodiumpolyglutamate,,sodium_polyglutamate,added,공식 exact identity alias
Soluble Collagen,solublecollagen,,soluble_collagen,added,공식 exact identity alias
Sparassis Crispa Extract,sparassiscrispaextract,,sparassis_crispa_extract,added,공식 exact identity alias
Stearyl Glycyrrhetinate,stearylglycyrrhetinate,,stearyl_glycyrrhetinate,added,공식 exact identity alias
Stearyl Palmitate,stearylpalmitate,,stearyl_palmitate,added,공식 exact identity alias
Streptococcus Thermophilus Ferment,streptococcusthermophilusferment,,streptococcus_thermophilus_ferment,added,공식 exact identity alias
Subtilisin,subtilisin,,subtilisin,added,공식 exact identity alias
Sulfated Castor Oil,sulfatedcastoroil,,sulfated_castor_oil,added,공식 exact identity alias
Sulfur,sulfur,,sulfur,added,공식 exact identity alias
Swertia Chirata Extract,swertiachirataextract,,swertia_chirata_extract,added,공식 exact identity alias
Symphytum Officinale Root Extract,symphytumofficinalerootextract,,symphytum_officinale_root_extract,added,공식 exact identity alias
Tamarindus Indica Extract,tamarindusindicaextract,,tamarindus_indica_extract,added,공식 exact identity alias
Taraxacum Officinale (Dandelion) Rhizome/Root Extract,taraxacumofficinale(dandelion)rhizome/rootextract,,taraxacum_officinale_dandelion_rhizome_root_extract,added,공식 exact identity alias
Terminalia Ferdinandiana Fruit Extract,terminaliaferdinandianafruitextract,,terminalia_ferdinandiana_fruit_extract,added,공식 exact identity alias
Theanine,theanine,,theanine,added,공식 exact identity alias
Thuja Occidentalis Leaf Extract,thujaoccidentalisleafextract,,thuja_occidentalis_leaf_extract,added,공식 exact identity alias
Thuja Orientalis Extract,thujaorientalisextract,,thuja_orientalis_extract,added,공식 exact identity alias
Tilia Vulgaris Flower Extract,tiliavulgarisflowerextract,,tilia_vulgaris_flower_extract,added,공식 exact identity alias
Tremella Fuciformis (Mushroom) Extract,tremellafuciformis(mushroom)extract,,tremella_fuciformis_mushroom_extract,added,공식 exact identity alias
Tremella Fuciformis Sporocarp Extract,tremellafuciformissporocarpextract,,tremella_fuciformis_sporocarp_extract,added,공식 exact identity alias
Triacontanyl PVP,triacontanylpvp,,triacontanyl_pvp,added,공식 exact identity alias
Tricontanyl PVP,tricontanylpvp,,triacontanyl_pvp,added,공식 exact identity alias
Tripropylene Glycol,tripropyleneglycol,,tripropylene_glycol,added,공식 exact identity alias
Triticum Vulgare (Wheat) Germ Oil,triticumvulgare(wheat)germoil,,triticum_vulgare_wheat_germ_oil,added,공식 exact identity alias
Tuber Melanosporum Extract,tubermelanosporumextract,,tuber_melanosporum_extract,added,공식 exact identity alias
Ulmus Fulva Bark Extract,ulmusfulvabarkextract,,ulmus_fulva_bark_extract,added,공식 exact identity alias
Undecylenoyl Glycine,undecylenoylglycine,,undecylenoyl_glycine,added,공식 exact identity alias
Urtica Dioica (Nettle) Extract,urticadioica(nettle)extract,,urtica_dioica_nettle_extract,added,공식 exact identity alias
Vaccinium Angustifolium (Blueberry) Fruit Extract,vacciniumangustifolium(blueberry)fruitextract,,vaccinium_angustifolium_blueberry_fruit_extract,added,공식 exact identity alias
Viola Tricolor Extract,violatricolorextract,,viola_tricolor_extract,added,공식 exact identity alias
Viscum Album (Mistletoe) Extract,viscumalbum(mistletoe)extract,,viscum_album_mistletoe_extract,added,공식 exact identity alias
Viscum Album (Mistletoe) Fruit Extract,viscumalbum(mistletoe)fruitextract,,viscum_album_mistletoe_fruit_extract,added,공식 exact identity alias
Viscum Album (Mistletoe) Leaf Extract,viscumalbum(mistletoe)leafextract,,viscum_album_mistletoe_leaf_extract,added,공식 exact identity alias
Vitis Vinifera (Grape) Seed Extract,vitisvinifera(grape)seedextract,,vitis_vinifera_grape_seed_extract,added,공식 exact identity alias
Wheat Amino Acids,wheataminoacids,,wheat_amino_acids,added,공식 exact identity alias
Xylityl Sesquicaprylate,xylitylsesquicaprylate,,xylityl_sesquicaprylate,added,공식 exact identity alias
Xyloglucan,xyloglucan,,xyloglucan,added,공식 exact identity alias
Xylose,xylose,,xylose,added,공식 exact identity alias
Yeast Amino Acids,yeastaminoacids,,yeast_amino_acids,added,공식 exact identity alias
Zinc Chloride,zincchloride,,zinc_chloride,added,공식 exact identity alias
Zinc Hydrolyzed Hyaluronate,zinchydrolyzedhyaluronate,,zinc_hydrolyzed_hyaluronate,added,공식 exact identity alias
Zinc Pyrithione,zincpyrithione,,zinc_pyrithione,added,공식 exact identity alias
Zymomonas Ferment Extract,zymomonasfermentextract,,zymomonas_ferment_extract,added,공식 exact identity alias
가시오갈피뿌리추출물,가시오갈피뿌리추출물,,acanthopanax_senticosus_eleuthero_root_extract,added,공식 exact identity alias
갈근추출물,갈근추출물,,pueraria_lobata_root_extract,added,공식 exact identity alias
갈락토미세스발효여과물,갈락토미세스발효여과물,,galactomyces_ferment_filtrate,added,공식 exact identity alias
개양귀비꽃잎추출물,개양귀비꽃잎추출물,,papaver_rhoeas_petal_extract,added,공식 exact identity alias
검은깨추출물,검은깨추출물,,sesamum_indicum_sesame_seed_extract,added,공식 exact identity alias
검은서양송로추출물,검은서양송로추출물,,tuber_melanosporum_extract,added,공식 exact identity alias
겨우살이열매추출물,겨우살이열매추출물,,viscum_album_mistletoe_fruit_extract,added,공식 exact identity alias
겨우살이잎추출물,겨우살이잎추출물,,viscum_album_mistletoe_leaf_extract,added,공식 exact identity alias
겨우살이추출물,겨우살이추출물,,viscum_album_mistletoe_extract,added,공식 exact identity alias
고추열매추출물,고추열매추출물,,capsicum_annuum_fruit_extract_capsicum_frutescens_fruit_extract,added,공식 exact identity alias
고추추출물,고추추출물,,capsicum_annuum_fruit_extract_capsicum_frutescens_fruit_extract,added,공식 exact identity alias
곤약뿌리추출물,곤약뿌리추출물,,amorphophallus_konjac_root_extract,added,공식 exact identity alias
광곽향잎/줄기추출물,광곽향잎/줄기추출물,,pogostemon_cablin_leaf_stem_extract,added,공식 exact identity alias
귀리가루추출물,귀리가루추출물,,avena_sativa_oat_meal_extract,added,공식 exact identity alias
글라이코젠,글라이코젠,,glycogen,added,공식 exact identity alias
글라이콜,글라이콜,,glycol,added,공식 exact identity alias
글루코실헤스페리딘,글루코실헤스페리딘,,glucosyl_hesperidin,added,공식 exact identity alias
글루쿠로닉애씨드,글루쿠로닉애씨드,,glucuronic_acid,added,공식 exact identity alias
글리세레스-18,글리세레스-18,,glycereth_18,added,공식 exact identity alias
글리세레스-20,글리세레스-20,,glycereth_20,added,공식 exact identity alias
글리세릴글루코사이드,글리세릴글루코사이드,,glyceryl_glucoside,added,공식 exact identity alias
글리세릴아크릴레이트/아크릴릭애씨드코폴리머,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,,glyceryl_acrylate_acrylic_acid_copolymer,added,공식 exact identity alias
꽃송이버섯추출물,꽃송이버섯추출물,,sparassis_crispa_extract,added,공식 exact identity alias
꿀,꿀,,honey,added,공식 exact identity alias
꿀추출물,꿀추출물,,honey_extract,added,공식 exact identity alias
난노클로롭시스 오쿨라타추출물,난노클로롭시스오쿨라타추출물,,nannochloropsis_oculata_extract,added,공식 exact identity alias
노란만병초잎추출물,노란만병초잎추출물,,rhododendron_chrysanthum_leaf_extract,added,공식 exact identity alias
노랑만병초잎추출물,노랑만병초잎추출물,,rhododendron_chrysanthum_leaf_extract,added,공식 exact identity alias
노랑스위트클로버추출물,노랑스위트클로버추출물,,melilotus_officinalis_extract,added,공식 exact identity alias
녹두싹추출물,녹두싹추출물,,phaseolus_radiatus_sprout_extract,added,공식 exact identity alias
녹차씨오일,녹차씨오일,,camellia_sinensis_seed_oil,added,공식 exact identity alias
녹차씨추출물,녹차씨추출물,,camellia_sinensis_seed_extract,added,공식 exact identity alias
누에고치추출물,누에고치추출물,,silkworm_cocoon_extract,added,공식 exact identity alias
눈연꽃추출물,눈연꽃추출물,,saussurea_involucrata_extract,added,공식 exact identity alias
다발방패버섯추출물,다발방패버섯추출물,,albatrellus_confluens_mushroom_extract,added,공식 exact identity alias
다비드소니아 예르세야나열매추출물,다비드소니아예르세야나열매추출물,,davidsonia_jerseyana_fruit_extract,added,공식 exact identity alias
다이글리세린,다이글리세린,,diglycerin,added,공식 exact identity alias
다이메티콘/다이비닐다이메티콘/실세스퀴옥세인크로스폴 리머,다이메티콘/다이비닐다이메티콘/실세스퀴옥세인크로스폴리머,,dimethicone_divinyldimethicone_silsesquioxane_crosspolymer,added,공식 exact identity alias
다이메틸실란올하이알루로네이트,다이메틸실란올하이알루로네이트,,dimethylsilanol_hyaluronate,added,공식 exact identity alias
다이하이드록시아이소프로필팔모일팜아마이드,다이하이드록시아이소프로필팔모일팜아마이드,,dihydroxyisopropyl_palmoylpalmamide,added,공식 exact identity alias
다이하이드록시프로필알지닌에이치씨엘,다이하이드록시프로필알지닌에이치씨엘,,dihydroxypropyl_arginine_hcl,added,공식 exact identity alias
달난초추출물,달난초추출물,,phalaenopsis_amabilis_extract,added,공식 exact identity alias
당아욱추출물,당아욱추출물,,malva_sylvestris_mallow_extract,added,공식 exact identity alias
대나무잎/줄기추출물,대나무잎/줄기추출물,,bambusa_vulgaris_leaf_stem_extract,added,공식 exact identity alias
대추야자씨추출물,대추야자씨추출물,,phoenix_dactylifera_date_seed_extract,added,공식 exact identity alias
데저트라임열매추출물,데저트라임열매추출물,,citrus_glauca_fruit_extract,added,공식 exact identity alias
도금양열매추출물,도금양열매추출물,,rhodomyrtus_tomentosa_fruit_extract,added,공식 exact identity alias
도인추출물,도인추출물,,prunus_persica_peach_kernel_extract,added,공식 exact identity alias
돌나물추출물,돌나물추출물,,sedum_sarmentosum_extract,added,공식 exact identity alias
동충하초추출물,동충하초추출물,,cordyceps_sinensis_extract,added,공식 exact identity alias
디글리세린,디글리세린,,diglycerin,added,공식 exact identity alias
디메치콘/디비닐디메치콘/실세스퀴옥산크로스폴리머,디메치콘/디비닐디메치콘/실세스퀴옥산크로스폴리머,,dimethicone_divinyldimethicone_silsesquioxane_crosspolymer,added,공식 exact identity alias
디메칠실라놀하이알루로네이트,디메칠실라놀하이알루로네이트,,dimethylsilanol_hyaluronate,added,공식 exact identity alias
디하이드록시이소프로필팔모일팜아마이드,디하이드록시이소프로필팔모일팜아마이드,,dihydroxyisopropyl_palmoylpalmamide,added,공식 exact identity alias
디하이드록시프로필알지닌에이치씨엘,디하이드록시프로필알지닌에이치씨엘,,dihydroxypropyl_arginine_hcl,added,공식 exact identity alias
라우르다이모늄하이드록시프로필하이드롤라이즈드보리단 백질,라우르다이모늄하이드록시프로필하이드롤라이즈드보리단백질,,laurdimonium_hydroxypropyl_hydrolyzed_barley_protein,added,공식 exact identity alias
라우릴피씨에이,라우릴피씨에이,,lauryl_pca,added,공식 exact identity alias
라즈베리추출물,라즈베리추출물,,rubus_idaeus_raspberry_fruit_extract,added,공식 exact identity alias
라케모사승마뿌리추출물,라케모사승마뿌리추출물,,cimicifuga_racemosa_root_extract,added,공식 exact identity alias
락타마이드엠이에이,락타마이드엠이에이,,lactamide_mea,added,공식 exact identity alias
락토오스,락토오스,,lactose,added,공식 exact identity alias
락티톨,락티톨,,lactitol,added,공식 exact identity alias
람노오스,람노오스,,rhamnose,added,공식 exact identity alias
레몬그라스추출물,레몬그라스추출물,,cymbopogon_schoenanthus_extract,added,공식 exact identity alias
레스트해로우뿌리추출물,레스트해로우뿌리추출물,,ononis_spinosa_root_extract,added,공식 exact identity alias
로우스위트블루베리추출물,로우스위트블루베리추출물,,vaccinium_angustifolium_blueberry_fruit_extract,added,공식 exact identity alias
로즈마리닉애씨드,로즈마리닉애씨드,,rosmarinic_acid,added,공식 exact identity alias
로즈힙씨추출물,로즈힙씨추출물,,rosa_canina_seed_extract,added,공식 exact identity alias
류코노스톡발효여과물,류코노스톡발효여과물,,leuconostoc_ferment_filtrate,added,공식 exact identity alias
리보오스,리보오스,,ribose,added,공식 exact identity alias
마그네슘락테이트,마그네슘락테이트,,magnesium_lactate,added,공식 exact identity alias
마그네슘피씨에이,마그네슘피씨에이,,magnesium_pca,added,공식 exact identity alias
마그놀올,마그놀올,,magnolol,added,공식 exact identity alias
마룰라씨버터,마룰라씨버터,,sclerocarya_birrea_seed_butter,added,공식 exact identity alias
만노오스,만노오스,,mannose,added,공식 exact identity alias
만주자작나무잎추출물,만주자작나무잎추출물,,betula_alba_leaf_extract,added,공식 exact identity alias
말로우추출물,말로우추출물,,malva_sylvestris_mallow_extract,added,공식 exact identity alias
말토스,말토스,,maltose,added,공식 exact identity alias
말티톨,말티톨,,maltitol,added,공식 exact identity alias
망가니즈피씨에이,망가니즈피씨에이,,manganese_pca,added,공식 exact identity alias
매실추출물,매실추출물,,prunus_mume_fruit_extract,added,공식 exact identity alias
메칠글루세스-10,메칠글루세스-10,,methyl_gluceth_10,added,공식 exact identity alias
메칠글루세스-20,메칠글루세스-20,,methyl_gluceth_20,added,공식 exact identity alias
메칠글루코오스디올리에이트,메칠글루코오스디올리에이트,,methyl_glucose_dioleate,added,공식 exact identity alias
메칠니코티네이트,메칠니코티네이트,,methyl_nicotinate,added,공식 exact identity alias
메칠살리실레이트,메칠살리실레이트,,methyl_salicylate,added,공식 exact identity alias
메틸글루세스-10,메틸글루세스-10,,methyl_gluceth_10,added,공식 exact identity alias
메틸글루세스-20,메틸글루세스-20,,methyl_gluceth_20,added,공식 exact identity alias
메틸글루코오스다이올리에이트,메틸글루코오스다이올리에이트,,methyl_glucose_dioleate,added,공식 exact identity alias
메틸니코티네이트,메틸니코티네이트,,methyl_nicotinate,added,공식 exact identity alias
메틸살리실레이트,메틸살리실레이트,,methyl_salicylate,added,공식 exact identity alias
메틸헵틸글리세린,메틸헵틸글리세린,,methylheptylglycerin,added,공식 exact identity alias
멕시칸치아씨오일,멕시칸치아씨오일,,salvia_hispanica_seed_oil,added,공식 exact identity alias
멘틸피씨에이,멘틸피씨에이,,menthyl_pca,added,공식 exact identity alias
모과추출물,모과추출물,,chaenomeles_sinensis_fruit_extract,added,공식 exact identity alias
무화과추출물,무화과추출물,,ficus_carica_fig_fruit_extract,added,공식 exact identity alias
미로탐누스 플라벨리폴리아잎/줄기추출물,미로탐누스플라벨리폴리아잎/줄기추출물,,myrothamnus_flabellifolia_leaf_stem_extract,added,공식 exact identity alias
미로탐누스 플라벨리폴리아캘러스배양추출물,미로탐누스플라벨리폴리아캘러스배양추출물,,myrothamnus_flabellifolia_callus_culture_extract,added,공식 exact identity alias
미모사껍질추출물,미모사껍질추출물,,mimosa_tenuiflora_bark_extract,added,공식 exact identity alias
미모사잎추출물,미모사잎추출물,,mimosa_tenuiflora_leaf_extract,added,공식 exact identity alias
미모사 테누이플로라나무껍질추출물,미모사테누이플로라나무껍질추출물,,mimosa_tenuiflora_bark_extract,added,공식 exact identity alias
미모사 테누이플로라잎추출물,미모사테누이플로라잎추출물,,mimosa_tenuiflora_leaf_extract,added,공식 exact identity alias
미역고사리뿌리줄기추출물,미역고사리뿌리줄기추출물,,polypodium_vulgare_rhizome_extract,added,공식 exact identity alias
밀배아오일,밀배아오일,,triticum_vulgare_wheat_germ_oil,added,공식 exact identity alias
밀아미노산,밀아미노산,,wheat_amino_acids,added,공식 exact identity alias
바실러스/폴릭애씨드발효여과추출물,바실러스/폴릭애씨드발효여과추출물,,bacillus_folic_acid_ferment_filtrate_extract,added,공식 exact identity alias
바오밥나무펄프추출물,바오밥나무펄프추출물,,adansonia_digitata_pulp_extract,added,공식 exact identity alias
바이오플라보노이드,바이오플라보노이드,,bioflavonoids,added,공식 exact identity alias
바쿠리씨버터,바쿠리씨버터,,platonia_insignis_seed_butter,added,공식 exact identity alias
바투아야자열매오일,바투아야자열매오일,,oenocarpus_bataua_fruit_oil,added,공식 exact identity alias
밤부사 불가리스싹추출물,밤부사불가리스싹추출물,,bambusa_vulgaris_shoot_extract,added,공식 exact identity alias
밤부사 불가리스잎/줄기추출물,밤부사불가리스잎/줄기추출물,,bambusa_vulgaris_leaf_stem_extract,added,공식 exact identity alias
버지니아풍년화꽃수,버지니아풍년화꽃수,,hamamelis_virginiana_witch_hazel_flower_water,added,공식 exact identity alias
버지니아풍년화수,버지니아풍년화수,,hamamelis_virginiana_witch_hazel_water,added,공식 exact identity alias
벌꿀,벌꿀,,honey,added,공식 exact identity alias
벌사상자열매추출물,벌사상자열매추출물,,cnidium_monnieri_fruit_extract,added,공식 exact identity alias
베이베리열매추출물,베이베리열매추출물,,myrica_cerifera_bayberry_fruit_extract,added,공식 exact identity alias
베타인살리실레이트,베타인살리실레이트,,betaine_salicylate,added,공식 exact identity alias
베타피쿠스 겔라티눔추출물,베타피쿠스겔라티눔추출물,,betaphycus_gelatinum_extract,added,공식 exact identity alias
보리싹추출물,보리싹추출물,,hordeum_vulgare_sprout_extract,added,공식 exact identity alias
복사나무꽃추출물,복사나무꽃추출물,,prunus_persica_peach_flower_extract,added,공식 exact identity alias
복사나무잎추출물,복사나무잎추출물,,prunus_persica_peach_leaf_extract,added,공식 exact identity alias
복숭아나무꽃추출물,복숭아나무꽃추출물,,prunus_persica_peach_flower_extract,added,공식 exact identity alias
복숭아나무잎추출물,복숭아나무잎추출물,,prunus_persica_peach_leaf_extract,added,공식 exact identity alias
복숭아씨추출물,복숭아씨추출물,,prunus_persica_peach_kernel_extract,added,공식 exact identity alias
복숭아즙,복숭아즙,,prunus_persica_peach_juice,added,공식 exact identity alias
복숭아추출물,복숭아추출물,,prunus_persica_peach_fruit_extract,added,공식 exact identity alias
부처브룸뿌리추출물,부처브룸뿌리추출물,,ruscus_aculeatus_root_extract,added,공식 exact identity alias
부처스브룸뿌리추출물,부처스브룸뿌리추출물,,ruscus_aculeatus_root_extract,added,공식 exact identity alias
부틸옥탄올,부틸옥탄올,,butyloctanol,added,공식 exact identity alias
브로멜라인,브로멜라인,,bromelain,added,공식 exact identity alias
블래더랙앨지추출물,블래더랙앨지추출물,,fucus_vesiculosus_extract,added,공식 exact identity alias
블래더랙추출물,블래더랙추출물,,fucus_vesiculosus_extract,added,공식 exact identity alias
블랙체리나무껍질추출물,블랙체리나무껍질추출물,,prunus_serotina_wild_cherry_bark_extract,added,공식 exact identity alias
블랙체리나무열매추출물,블랙체리나무열매추출물,,prunus_serotina_wild_cherry_fruit_extract,added,공식 exact identity alias
블랙체리열매추출물,블랙체리열매추출물,,prunus_serotina_wild_cherry_fruit_extract,added,공식 exact identity alias
블루베리추출물,블루베리추출물,,vaccinium_angustifolium_blueberry_fruit_extract,added,공식 exact identity alias
"비스-에톡시다이글라이콜사이클로헥산1,4-다이카복실레이 트","비스-에톡시다이글라이콜사이클로헥산1,4-다이카복실레이트",,bis_ethoxydiglycol_cyclohexane_1_4_dicarboxylate,added,공식 exact identity alias
"비스-에톡시디글라이콜사이클로헥산1,4-디카복실레이트","비스-에톡시디글라이콜사이클로헥산1,4-디카복실레이트",,bis_ethoxydiglycol_cyclohexane_1_4_dicarboxylate,added,공식 exact identity alias
비스-피이지-18메칠에텔디메칠실란,비스-피이지-18메칠에텔디메칠실란,,bis_peg_18_methyl_ether_dimethyl_silane,added,공식 exact identity alias
비스-피이지-18메틸에터다이메틸실레인,비스-피이지-18메틸에터다이메틸실레인,,bis_peg_18_methyl_ether_dimethyl_silane,added,공식 exact identity alias
비피다발효추출물,비피다발효추출물,,bifida_ferment_extract,added,공식 exact identity alias
빅사씨오일,빅사씨오일,,bixa_orellana_seed_oil,added,공식 exact identity alias
뽕나무뿌리추출물,뽕나무뿌리추출물,,morus_alba_root_extract,added,공식 exact identity alias
사상자추출물,사상자추출물,,cnidium_monnieri_fruit_extract,added,공식 exact identity alias
사우수레아인볼루크라타추출물,사우수레아인볼루크라타추출물,,saussurea_involucrata_extract,added,공식 exact identity alias
사이클로헥실글리세린,사이클로헥실글리세린,,cyclohexylglycerin,added,공식 exact identity alias
사카라이드하이드롤리세이트,사카라이드하이드롤리세이트,,saccharide_hydrolysate,added,공식 exact identity alias
사탕수수추출물,사탕수수추출물,,saccharum_officinarum_sugarcane_extract,added,공식 exact identity alias
살구즙,살구즙,,prunus_armeniaca_apricot_juice,added,공식 exact identity alias
살비아잎추출물,살비아잎추출물,,salvia_officinalis_sage_leaf_extract,added,공식 exact identity alias
살비아추출물,살비아추출물,,salvia_officinalis_sage_extract,added,공식 exact identity alias
삼나무잎추출물,삼나무잎추출물,,cryptomeria_japonica_leaf_extract,added,공식 exact identity alias
삼색제비꽃추출물,삼색제비꽃추출물,,viola_tricolor_extract,added,공식 exact identity alias
샐렙꽃추출물,샐렙꽃추출물,,orchis_mascula_flower_extract,added,공식 exact identity alias
서브틸리신,서브틸리신,,subtilisin,added,공식 exact identity alias
서양고추나물추출물,서양고추나물추출물,,hypericum_perforatum_extract,added,공식 exact identity alias
서양민들레뿌리줄기/뿌리추출물,서양민들레뿌리줄기/뿌리추출물,,taraxacum_officinale_dandelion_rhizome_root_extract,added,공식 exact identity alias
서양송로추출물,서양송로추출물,,tuber_melanosporum_extract,added,공식 exact identity alias
서양송악잎/줄기추출물,서양송악잎/줄기추출물,,hedera_helix_ivy_leaf_stem_extract,added,공식 exact identity alias
서양송악추출물,서양송악추출물,,hedera_helix_ivy_extract,added,공식 exact identity alias
서양자두추출물,서양자두추출물,,prunus_domestica_fruit_extract,added,공식 exact identity alias
