ingredient_rank,ingredient_id,name_ko,name_en,canonical_name,ingredient_entity_type,product_count,search_status,search_result_status,source_status_json,sources_searched,sources_not_searched,raw_candidate_count,deduplicated_paper_count,representative_paper_count,eligibility_status,all_eligibility_statuses,verification_status,all_verification_statuses,applicability_status,all_applicability_statuses,effect_mapping_status,outcome_direction,score_status,machine_signal_status,primary_status,all_statuses,all_machine_signal_statuses,conflicting_evidence,candidate_effect_ids,new_effect_candidates,representative_paper_keys,full_text_gate,status_scope,review_status,runtime_score_change,manifest_version,manifest_sha256,ingredient_dictionary_sha256,outcome_dictionary_sha256,direction_dictionary_sha256,policy_version
292,calcium_gluconate,칼슘글루코네이트,Calcium Gluconate,Calcium Gluconate,not_extracted,1131,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success_protocol_capped|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,154,130,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,general_skin,general_skin|medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|reject_wrong_scope,N,,,PMID:12365650|PMID:27189091|PMID:24946967,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
293,hydroxypropyltrimonium_hyaluronate,하이드록시프로필트라이모늄하이알루로네이트,Hydroxypropyltrimonium Hyaluronate,Hydroxypropyltrimonium Hyaluronate,not_extracted,1127,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:zero_results|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,50,41,3,wrong_ingredient,wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,medical_context_limited|not_applicable,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,N,,,DOI:10.20944/preprints202501.0431.v1|DOI:10.3390/cosmetics12020034|DOI:10.3390/vision7020031,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
294,calcium_sodium_borosilicate,칼슘소듐보로실리케이트,Calcium Sodium Borosilicate,Calcium Sodium Borosilicate,not_extracted,1125,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:zero_results|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,50,33,3,wrong_ingredient,ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,safety_only,reject_wrong_scope,reject_wrong_scope,safety_only|reject_wrong_scope,N,,,DOI:10.25251/skin.6.4.8|DOI:10.20944/preprints202501.0431.v1|DOI:10.3390/cosmetics12020034,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
295,triethanolamine,트라이에탄올아민,Triethanolamine,Triethanolamine,not_extracted,1122,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success_protocol_capped|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,152,142,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,general_skin,experimental_challenge_limited|general_skin|medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|safety_only,N,,,PMID:19467032|PMID:33374575|DOI:10.1159/000211162,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
296,sodium_laureth_sulfate,소듐라우레스설페이트,Sodium Laureth Sulfate,Sodium Laureth Sulfate,not_extracted,1113,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,72,67,3,formulation_not_isolated,formulation_not_isolated|ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,experimental_challenge_limited|medical_context_limited|not_applicable,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,reject_wrong_scope|formulation_only,formulation_only|reject_wrong_scope,N,,,PMID:30022595|DOI:10.1111/ics.12127|PMID:18503452,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
297,hydrogenated_castor_oil,하이드로제네이티드캐스터오일,Hydrogenated Castor Oil,Hydrogenated Castor Oil,not_extracted,1105,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,98,81,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,general_skin,general_skin|medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|reject_wrong_scope,N,,,PMID:28906086|DOI:10.1080/109158197227189|PMID:18080873,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
298,tartrazine,황색4호,Tartrazine,Tartrazine,not_extracted,1101,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,116,104,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,medical_context_limited,medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|safety_only,N,,,PMID:3521240|PMID:2876909|DOI:10.1159/000211162,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
299,phospholipids,포스포리피드,Phospholipids,Phospholipids,not_extracted,1099,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success_protocol_capped|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,178,170,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,general_skin,experimental_challenge_limited|general_skin|medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|safety_only,N,,,PMID:20706605|PMID:31067163|DOI:10.1159/000211162,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
300,pelargonium_graveolens_flower_oil,센티드제라늄꽃오일,Pelargonium Graveolens Flower Oil,Pelargonium Graveolens Flower Oil,not_extracted,1090,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:zero_results|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,50,48,3,wrong_ingredient,wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,not_applicable,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,N,,,DOI:10.1038/s41598-025-00722-y|DOI:10.26538/tjnpr/v8i11.6|DOI:10.20944/preprints202504.1496.v1,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
301,sodium_methyl_cocoyl_taurate,소듐메틸코코일타우레이트,Sodium Methyl Cocoyl Taurate,Sodium Methyl Cocoyl Taurate,not_extracted,1088,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,51,43,3,formulation_not_isolated,formulation_not_isolated|ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,not_applicable,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,reject_wrong_scope|formulation_only,formulation_only|reject_wrong_scope,N,,,PMID:37469275|DOI:10.7759/cureus.90538|DOI:10.1080/109158101750300919,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
