portfolio_rank,ingredient_id,name_ko,name_en,effect_id,effect_name,current_runtime,current_effect_score,best_evidence_tier,best_relation_scope,best_applicability,best_pmid,signal_strength,score_basis,proposed_effect_score,scientific_evidence_score,runtime_score_eligible,counterfactual_score_eligible_after_review,score_exclusion_reason,review_status,activation_status
92,honey,꿀,Honey,effect_moisture_barrier,보습·장벽,N,,4,abstract_exact,human_topical,18452435,high,paper_candidate_tier_4,6.00,0.00,N,Y,,candidate_unverified,candidate_unverified
93,argania_spinosa_kernel_oil,아르간커넬오일,Argania Spinosa Kernel Oil,effect_moisture_barrier,보습·장벽,N,,2,title_exact,combination_or_formulation,41134387,medium,screening_only_tier_2,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
94,lactose,락토오스,Lactose,effect_moisture_barrier,보습·장벽,N,,4,abstract_exact,human_topical,23548340,high,paper_candidate_tier_4,6.00,0.00,N,Y,,candidate_unverified,candidate_unverified
95,sorbitol,솔비톨,Sorbitol,effect_moisture_barrier,보습·장벽,N,,4,title_exact,combination_or_formulation,23752031,high,screening_only_tier_4,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
96,sodium_pca,소듐피씨에이,Sodium PCA,effect_moisture_barrier,보습·장벽,N,,4,abstract_exact,combination_or_formulation,26596512,high,screening_only_tier_4,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
97,sea_salt,씨솔트,Sea Salt,effect_moisture_barrier,보습·장벽,N,,3,title_exact,combination_or_formulation,15689218,high,screening_only_tier_3,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
98,stearyl_glycyrrhetinate,스테아릴글리시레티네이트,Stearyl Glycyrrhetinate,effect_calming,진정,N,,3,abstract_exact,combination_or_formulation,32574015,high,screening_only_tier_3,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
99,glyceryl_stearate,글리세릴스테아레이트,Glyceryl Stearate,effect_moisture_barrier,보습·장벽,N,,3,abstract_exact,combination_or_formulation,10675696,medium,screening_only_tier_3,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
100,bioflavonoids,바이오플라보노이드,Bioflavonoids,effect_calming,진정,N,,3,abstract_exact,combination_or_formulation,24815058,high,screening_only_tier_3,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
101,cholesterol,콜레스테롤,Cholesterol,effect_moisture_barrier,보습·장벽,N,,4,abstract_exact,human_topical,38666261,medium,paper_candidate_tier_4,6.00,0.00,N,Y,,candidate_unverified,candidate_unverified
102,bakuchiol,바쿠치올,Bakuchiol,effect_moisture_barrier,보습·장벽,N,,2,title_exact,combination_or_formulation,41424674,medium,screening_only_tier_2,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
103,zinc_pyrithione,징크피리치온,Zinc Pyrithione,effect_acne_sebum,여드름·피지,N,,2,abstract_exact,combination_or_formulation,19335686,high,screening_only_tier_2,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
104,oligopeptide_68,올리고펩타이드-68,Oligopeptide-68,effect_brightening,미백·톤,N,,2,title_exact,combination_or_formulation,26833454,high,screening_only_tier_2,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
105,xyloglucan,자일로글루칸,Xyloglucan,effect_moisture_barrier,보습·장벽,N,,2,title_exact,combination_or_formulation,37560506,high,screening_only_tier_2,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
106,galactomyces_ferment_filtrate,갈락토미세스발효여과물,Galactomyces Ferment Filtrate,effect_moisture_barrier,보습·장벽,N,,5,title_exact,mechanistic,38924095,high,paper_candidate_tier_5,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
107,potassium_nitrate,포타슘나이트레이트,Potassium Nitrate,effect_calming,진정,N,,2,abstract_exact,combination_or_formulation,28250779,high,screening_only_tier_2,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
108,honey_extract,꿀추출물,Honey Extract,effect_moisture_barrier,보습·장벽,N,,4,abstract_exact,combination_or_formulation,32481539,high,screening_only_tier_4,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
109,tripeptide_1,트라이펩타이드-1,Tripeptide-1,effect_moisture_barrier,보습·장벽,N,,2,abstract_exact,combination_or_formulation,38932444,medium,screening_only_tier_2,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
110,canola_oil,카놀라오일,Canola Oil,effect_moisture_barrier,보습·장벽,N,,2,abstract_exact,combination_or_formulation,16918613,medium,screening_only_tier_2,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
111,lauryl_alcohol,라우릴알코올,Lauryl Alcohol,effect_moisture_barrier,보습·장벽,N,,4,abstract_exact,human_topical,17313403,medium,paper_candidate_tier_4,6.00,0.00,N,Y,,candidate_unverified,candidate_unverified
112,sphingolipids,스핑고리피드,Sphingolipids,effect_moisture_barrier,보습·장벽,N,,2,title_exact,combination_or_formulation,32197613,medium,screening_only_tier_2,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
113,ascorbyl_tetraisopalmitate,아스코빌테트라이소팔미테이트,Ascorbyl Tetraisopalmitate,effect_moisture_barrier,보습·장벽,N,,3,title_exact,combination_or_formulation,30924254,medium,screening_only_tier_3,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
114,acmella_oleracea_extract,올레라케아아크멜라추출물,Acmella Oleracea Extract,effect_moisture_barrier,보습·장벽,N,,2,title_exact,combination_or_formulation,39617635,medium,screening_only_tier_2,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
115,calamine,칼라민,Calamine,effect_moisture_barrier,보습·장벽,N,,4,abstract_exact,human_topical,29762208,medium,paper_candidate_tier_4,6.00,0.00,N,Y,,candidate_unverified,candidate_unverified
116,subtilisin,서브틸리신,Subtilisin,effect_exfoliation,각질,N,,5,title_exact,mechanistic,19995373,high,paper_candidate_tier_5,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
117,octyldodecanol,옥틸도데칸올,Octyldodecanol,effect_moisture_barrier,보습·장벽,N,,5,abstract_exact,mechanistic,40427501,medium,paper_candidate_tier_5,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
118,camellia_sinensis_leaf_extract,녹차추출물,Camellia Sinensis Leaf Extract,effect_moisture_barrier,보습·장벽,N,,7,title_exact,mechanistic,40391588,high,paper_candidate_tier_7,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
119,sodium_lactate,소듐락테이트,Sodium Lactate,effect_exfoliation,각질,N,,7,abstract_exact,mechanistic,22000639,high,paper_candidate_tier_7,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
119,sodium_lactate,소듐락테이트,Sodium Lactate,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
120,coco_caprylate_caprate,코코-카프릴레이트/카프레이트,Coco-Caprylate/Caprate,effect_moisture_barrier,보습·장벽,N,,4,abstract_exact,combination_or_formulation,41235541,medium,screening_only_tier_4,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
121,mannitol,만니톨,Mannitol,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,mechanistic,11702187,high,paper_candidate_tier_6,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
122,erythritol,에리스리톨,Erythritol,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,mechanistic,12771381,high,paper_candidate_tier_6,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
123,soluble_collagen,수용성콜라겐,Soluble Collagen,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,mechanistic,24018675,high,paper_candidate_tier_6,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
124,maltose,말토스,Maltose,effect_moisture_barrier,보습·장벽,N,,6,title_exact,mechanistic,17597381,high,paper_candidate_tier_6,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
125,glyceryl_stearate_citrate,글리세릴스테아레이트시트레이트,Glyceryl Stearate Citrate,effect_moisture_barrier,보습·장벽,N,,4,abstract_exact,combination_or_formulation,41235541,medium,screening_only_tier_4,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
126,oleyl_alcohol,올레일알코올,Oleyl Alcohol,effect_moisture_barrier,보습·장벽,N,,5,title_exact,mechanistic,37950377,medium,paper_candidate_tier_5,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
127,acetyl_hexapeptide_8,아세틸헥사펩타이드-8,Acetyl Hexapeptide-8,effect_moisture_barrier,보습·장벽,N,,2,title_exact,route_mismatch,33911590,high,screening_only_tier_2,0.00,0.00,N,N,route_mismatch,candidate_unverified,screening_only
128,cetyl_palmitate,세틸팔미테이트,Cetyl Palmitate,effect_moisture_barrier,보습·장벽,N,,4,abstract_exact,combination_or_formulation,21674018,medium,screening_only_tier_4,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
129,glycogen,글라이코젠,Glycogen,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,mechanistic,23781028,high,paper_candidate_tier_6,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
130,scutellaria_baicalensis_root_extract,황금추출물,Scutellaria Baicalensis Root Extract,effect_calming,진정,N,,6,abstract_exact,combination_or_formulation,34184069,high,screening_only_tier_6,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
130,scutellaria_baicalensis_root_extract,황금추출물,Scutellaria Baicalensis Root Extract,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
131,aloe_barbadensis_leaf_extract,알로에베라잎추출물,Aloe Barbadensis Leaf Extract,effect_moisture_barrier,보습·장벽,N,,7,abstract_exact,combination_or_formulation,38611819,high,screening_only_tier_7,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
132,hydroxyethyl_urea,하이드록시에틸우레아,Hydroxyethyl Urea,effect_moisture_barrier,보습·장벽,N,,8,title_exact,reference_only,41122587,high,screening_only_reference,0.00,0.00,N,N,reference_only,candidate_unverified,screening_only
133,algae_extract,조류추출물,Algae Extract,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,combination_or_formulation,26402714,high,screening_only_tier_6,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
134,glucosyl_hesperidin,글루코실헤스페리딘,Glucosyl Hesperidin,effect_moisture_barrier,보습·장벽,N,,5,abstract_exact,combination_or_formulation,36927667,high,screening_only_tier_5,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
135,fructooligosaccharides,프룩토올리고사카라이드,Fructooligosaccharides,effect_moisture_barrier,보습·장벽,N,,7,abstract_exact,combination_or_formulation,40952030,high,screening_only_tier_7,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
136,aluminum_hydroxide,알루미늄하이드록사이드,Aluminum Hydroxide,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
137,peg_20,피이지-20,PEG-20,effect_moisture_barrier,보습·장벽,N,,5,abstract_exact,combination_or_formulation,36122613,high,screening_only_tier_5,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
138,xylose,자일로오스,Xylose,effect_moisture_barrier,보습·장벽,N,,7,abstract_exact,mechanistic,41599327,high,paper_candidate_tier_7,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
139,ribose,리보오스,Ribose,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,mechanistic,42107012,high,paper_candidate_tier_6,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
140,vegetable_oil,식물성오일,Vegetable Oil,effect_moisture_barrier,보습·장벽,N,,4,abstract_exact,combination_or_formulation,33546378,medium,screening_only_tier_4,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
141,bromelain,브로멜라인,Bromelain,effect_exfoliation,각질,N,,8,title_exact,reference_only,28065968,high,screening_only_reference,0.00,0.00,N,N,reference_only,candidate_unverified,screening_only
142,leuconostoc_radish_root_ferment_filtrate,류코노스톡/무발효여과물,Leuconostoc/Radish Root Ferment Filtrate,effect_acne_sebum,여드름·피지,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
143,hydrolyzed_hyaluronic_acid,하이드롤라이즈드하이알루로닉애씨드,Hydrolyzed Hyaluronic Acid,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
144,glabridin,글라브리딘,Glabridin,effect_brightening,미백·톤,N,,6,title_exact,mechanistic,27348968,high,screening_only_tier_6,0.00,0.00,N,N,brightening_human_clinical_required,candidate_unverified,screening_only
145,dimethiconol,다이메티콘올,Dimethiconol,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
146,climbazole,클림바졸,Climbazole,effect_acne_sebum,여드름·피지,N,,7,title_exact,combination_or_formulation,24811958,high,screening_only_tier_7,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
147,tridecane,트라이데케인,Tridecane,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,mechanistic,11295251,medium,paper_candidate_tier_6,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
148,glucuronic_acid,글루쿠로닉애씨드,Glucuronic Acid,effect_moisture_barrier,보습·장벽,N,,7,abstract_exact,mechanistic,16977445,high,paper_candidate_tier_7,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
149,sodium_hyaluronate_crosspolymer,소듐하이알루로네이트크로스폴리머,Sodium Hyaluronate Crosspolymer,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
150,sodium_acetylated_hyaluronate,소듐아세틸레이티드하이알루로네이트,Sodium Acetylated Hyaluronate,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
151,peg_40,피이지-40,PEG-40,effect_moisture_barrier,보습·장벽,N,,5,abstract_exact,combination_or_formulation,36122613,high,screening_only_tier_5,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
152,hydrolyzed_soy_protein,하이드롤라이즈드콩단백질,Hydrolyzed Soy Protein,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
153,glycereth_26,글리세레스-26,Glycereth-26,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
154,fructose,프룩토오스,Fructose,effect_moisture_barrier,보습·장벽,N,,8,abstract_exact,route_mismatch,33510169,high,screening_only_tier_8,0.00,0.00,N,N,route_mismatch,candidate_unverified,screening_only
155,pca,피씨에이,PCA,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
156,polyglycerin_3,폴리글리세린-3,Polyglycerin-3,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
157,anhydroxylitol,안하이드로자일리톨,Anhydroxylitol,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
158,xylitylglucoside,자일리틸글루코사이드,Xylitylglucoside,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
159,hydrolyzed_keratin,하이드롤라이즈드케라틴,Hydrolyzed Keratin,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
160,magnesium_stearate,마그네슘스테아레이트,Magnesium Stearate,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
161,glyceryl_acrylate_acrylic_acid_copolymer,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,Glyceryl Acrylate/Acrylic Acid Copolymer,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
162,isododecane,아이소도데케인,Isododecane,effect_moisture_barrier,보습·장벽,N,,8,abstract_exact,reference_only,36121393,medium,screening_only_reference,0.00,0.00,N,N,reference_only,candidate_unverified,screening_only
163,salix_alba_willow_bark_extract,흰버드나무껍질추출물,Salix Alba (Willow) Bark Extract,effect_calming,진정,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
164,hydrolyzed_glycosaminoglycans,하이드롤라이즈드글라이코사미노글리칸,Hydrolyzed Glycosaminoglycans,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
165,ethyl_oleate,에틸올리에이트,Ethyl Oleate,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,mechanistic,39727555,medium,paper_candidate_tier_6,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
166,peg_8,피이지-8,PEG-8,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
167,methyl_gluceth_20,메틸글루세스-20,Methyl Gluceth-20,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
168,ficus_carica_fig_fruit_extract,무화과추출물,Ficus Carica (Fig) Fruit Extract,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
169,hydrolyzed_silk,하이드롤라이즈드실크,Hydrolyzed Silk,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
170,pantolactone,판토락톤,Pantolactone,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
171,vaccinium_angustifolium_blueberry_fruit_extract,로우스위트블루베리추출물,Vaccinium Angustifolium (Blueberry) Fruit Extract,effect_calming,진정,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
171,vaccinium_angustifolium_blueberry_fruit_extract,로우스위트블루베리추출물,Vaccinium Angustifolium (Blueberry) Fruit Extract,effect_moisture_barrier,보습·장벽,N,,,,,,medium,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
172,caprylyl_glycol,카프릴릴글라이콜,Caprylyl Glycol,effect_moisture_barrier,보습·장벽,N,,,,,,medium,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
173,diglycerin,다이글리세린,Diglycerin,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
174,sucrose_laurate,수크로오스라우레이트,Sucrose Laurate,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,mechanistic,25612540,medium,paper_candidate_tier_6,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
175,cyclopentasiloxane,사이클로펜타실록세인,Cyclopentasiloxane,effect_moisture_barrier,보습·장벽,N,,8,abstract_exact,reference_only,36121393,medium,screening_only_reference,0.00,0.00,N,N,reference_only,candidate_unverified,screening_only
176,rhamnose,람노오스,Rhamnose,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,route_mismatch,41532096,high,screening_only_tier_6,0.00,0.00,N,N,route_mismatch,candidate_unverified,screening_only
177,saccharum_officinarum_sugarcane_extract,사탕수수추출물,Saccharum Officinarum (Sugarcane) Extract,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
178,sodium_dilauramidoglutamide_lysine,소듐다이라우미도글루타미드라이신,Sodium Dilauramidoglutamide Lysine,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
179,pueraria_lobata_root_extract,칡뿌리추출물,Pueraria Lobata Root Extract,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
180,hydrogenated_starch_hydrolysate,하이드로제네이티드스타치하이드롤리세이트,Hydrogenated Starch Hydrolysate,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
181,peg_75,피이지-75,PEG-75,effect_moisture_barrier,보습·장벽,N,,7,abstract_exact,combination_or_formulation,36577808,high,screening_only_tier_7,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
182,sclerocarya_birrea_seed_oil,마룰라씨오일,Sclerocarya Birrea Seed Oil,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
183,salvia_officinalis_sage_leaf_extract,살비아잎추출물,Salvia Officinalis (Sage) Leaf Extract,effect_acne_sebum,여드름·피지,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
184,hydrogenated_polyisobutene,하이드로제네이티드폴리아이소부텐,Hydrogenated Polyisobutene,effect_moisture_barrier,보습·장벽,N,,8,title_exact,combination_or_formulation,19296892,medium,screening_only_tier_8,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
185,theobroma_cacao_cocoa_seed_butter,카카오씨버터,Theobroma Cacao (Cocoa) Seed Butter,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,combination_or_formulation,42410212,medium,screening_only_tier_6,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
186,punica_granatum_extract,석류나무추출물,Punica Granatum Extract,effect_moisture_barrier,보습·장벽,N,,7,title_exact,mechanistic,40755496,medium,paper_candidate_tier_7,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
187,tremella_fuciformis_sporocarp_extract,흰목이버섯포자낭과추출물,Tremella Fuciformis Sporocarp Extract,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
188,prunus_persica_peach_fruit_extract,복숭아추출물,Prunus Persica (Peach) Fruit Extract,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
189,rubus_idaeus_raspberry_fruit_extract,라즈베리추출물,Rubus Idaeus (Raspberry) Fruit Extract,effect_exfoliation,각질,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
190,dimethylsilanol_hyaluronate,다이메틸실란올하이알루로네이트,Dimethylsilanol Hyaluronate,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
191,coptis_japonica_extract,황련추출물,Coptis Japonica Extract,effect_acne_sebum,여드름·피지,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
192,vitis_vinifera_grape_seed_extract,포도씨추출물,Vitis Vinifera (Grape) Seed Extract,effect_acne_sebum,여드름·피지,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
192,vitis_vinifera_grape_seed_extract,포도씨추출물,Vitis Vinifera (Grape) Seed Extract,effect_moisture_barrier,보습·장벽,N,,,,,,medium,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
193,camellia_sinensis_seed_oil,녹차씨오일,Camellia Sinensis Seed Oil,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
194,glucomannan,글루코만난,Glucomannan,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,mechanistic,35100602,medium,paper_candidate_tier_6,4.00,0.00,N,Y,,candidate_unverified,candidate_unverified
195,bis_peg_18_methyl_ether_dimethyl_silane,비스-피이지-18메틸에터다이메틸실레인,Bis-PEG-18 Methyl Ether Dimethyl Silane,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
196,hamamelis_virginiana_witch_hazel_water,버지니아풍년화수,Hamamelis Virginiana (Witch Hazel) Water,effect_calming,진정,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
197,sodium_hyaluronate_dimethylsilanol,소듐하이알루로네이트다이메틸실란올,Sodium Hyaluronate Dimethylsilanol,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
198,tremella_fuciformis_mushroom_extract,흰목이버섯추출물,Tremella Fuciformis (Mushroom) Extract,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
199,acetyl_tetrapeptide_5,아세틸테트라펩타이드-5,Acetyl Tetrapeptide-5,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
200,terminalia_ferdinandiana_fruit_extract,카카두플럼추출물,Terminalia Ferdinandiana Fruit Extract,effect_brightening,미백·톤,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
201,acetyl_octapeptide_3,아세틸옥타펩타이드-3,Acetyl Octapeptide-3,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
202,sodium_polyaspartate,소듐폴리아스파테이트,Sodium Polyaspartate,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
203,triticum_vulgare_wheat_germ_oil,밀배아오일,Triticum Vulgare (Wheat) Germ Oil,effect_moisture_barrier,보습·장벽,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
204,myristyl_alcohol,미리스틸알코올,Myristyl Alcohol,effect_moisture_barrier,보습·장벽,N,,6,abstract_exact,combination_or_formulation,12429475,medium,screening_only_tier_6,0.00,0.00,N,N,combination_not_separable,candidate_unverified,screening_only
205,capryloyl_glycine,카프릴로일글라이신,Capryloyl Glycine,effect_acne_sebum,여드름·피지,N,,,,,,high,screening_only_cosing_function,0.00,0.00,N,N,no_exact_pubmed_paper,candidate_unverified,screening_only
