fetched_on,source_url,inci_name,functions_json,restrictions_json,sccs_opinions_json,substance_ids_json
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CITRUS AURANTIUM DULCIS FRUIT EXTRACT,"[""FRAGRANCE"", ""SKIN CONDITIONING""]",[],[],"[""55360""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CITRUS AURANTIUM DULCIS PEEL OIL,"[""FRAGRANCE"", ""SKIN CONDITIONING""]","[""III/351""]",[],"[""92537""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CITRUS LIMON FRUIT EXTRACT,"[""FRAGRANCE"", ""SKIN CONDITIONING - MISCELLANEOUS"", ""SKIN CONDITIONING - OCCLUSIVE""]","[""II/358""]",[],"[""85114""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CITRUS LIMON PEEL OIL,"[""FRAGRANCE"", ""PERFUMING"", ""SKIN CONDITIONING""]","[""III/353""]",[],"[""85124""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COCAMIDE MIPA,"[""EMULSION STABILISING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING"", ""SURFACTANT - FOAM BOOSTING"", ""VISCOSITY CONTROLLING""]",[],[],"[""32920""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COCAMIDOPROPYL BETAINE,"[""ANTISTATIC"", ""CLEANSING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING - MISCELLANEOUS"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - FOAM BOOSTING"", ""VISCOSITY CONTROLLING""]",[],[],"[""75231""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COCAMIDOPROPYL HYDROXYSULTAINE,"[""ANTISTATIC"", ""CLEANSING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - FOAM BOOSTING"", ""VISCOSITY CONTROLLING""]",[],[],"[""75240""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COCO-BETAINE,"[""ANTISTATIC"", ""CLEANSING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - FOAM BOOSTING"", ""VISCOSITY CONTROLLING""]",[],[],"[""75265""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COCO-CAPRYLATE/CAPRATE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""75266""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COCO-GLUCOSIDE,"[""CLEANSING"", ""FOAMING"", ""SURFACTANT - CLEANSING""]",[],[],"[""75276""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COCONUT ACID,"[""CLEANSING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""75280""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COCONUT ALKANES,"[""SKIN CONDITIONING - EMOLLIENT"", ""SOLVENT""]",[],[],"[""86954""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COCOS NUCIFERA OIL,"[""FRAGRANCE"", ""HAIR CONDITIONING"", ""PERFUMING"", ""SKIN CONDITIONING""]",[],[],"[""75444""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COLLOIDAL OATMEAL,"[""ABRASIVE"", ""ABSORBENT"", ""BULKING"", ""SKIN PROTECTING""]",[],[],"[""33009""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COPPER TRIPEPTIDE-1,"[""SKIN CONDITIONING""]",[],[],"[""55687""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CORALLINA OFFICINALIS EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""33034""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,COUMARIN,"[""PERFUMING""]","[""III/77""]",[],"[""33057""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CUCUMIS SATIVUS FRUIT EXTRACT,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""55603""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CURCUMA LONGA ROOT EXTRACT,"[""FRAGRANCE"", ""PERFUMING""]",[],[],"[""75441""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CYCLOHEXASILOXANE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SOLVENT""]","[""Restricted under COMMISSION REGULATION (EU) 2024/1328.\n1. Shall not be placed on the market\n(a) as a substance on its own;\n(b) as a constituent of other substances; or\n(c) in mixtures; in a concentration equal to or greater than 0,1 % by weight of the respective substance after 6 June 2026. \n[...] \n3. By way of derogation: \n(a) for D4 and D5 in wash-off cosmetic products, paragraph 1, point (c), shall apply after 31 January 2020. For the purposes of this point, “wash-off cosmetic products” means cosmetic products as defined in Article 2(1), point (a), of Regulation (EC) No 1223/2009 of the European Parliament and of the Council (*1) that, under normal conditions of use, are washed off with water after application;\n(b) for all cosmetic products other than the ones mentioned in paragraph 3(a), paragraph 1 shall apply after 6 June 2027.""]",[],"[""75406""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CYCLOPENTASILOXANE,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SOLVENT""]","[""Restricted under COMMISSION REGULATION (EU) 2024/1328.\n1. Shall not be placed on the market\n(a) as a substance on its own;\n(b) as a constituent of other substances; or\n(c) in mixtures;\nin a concentration equal to or greater than 0,1 % by weight of the respective substance after 6 June 2026.\n[...]\n3. By way of derogation:\n(a) for D4 and D5 in wash-off cosmetic products, paragraph 1, point (c), shall apply after 31 January 2020.\nFor the purposes of this point, “wash-off cosmetic products” means cosmetic products as defined in Article 2(1), point (a), of Regulation (EC) No 1223/2009 of the European Parliament and of the Council (*1) that, under normal conditions of use, are washed off with water after application;\n(b) for all cosmetic products other than the ones mentioned in paragraph 3(a), paragraph 1 shall apply after 6 June 2027.""]","[""OPINION ON decamethylcyclopentasiloxane (cyclopentasiloxane, D5) in cosmetic products"", ""Opinion on Cyclomethicone: D4 and D5""]","[""75413""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,CYSTEINE,"[""ANTIOXIDANT"", ""ANTISTATIC"", ""FRAGRANCE"", ""HAIR CONDITIONING"", ""HAIR WAVING OR STRAIGHTENING"", ""REDUCING""]",[],[],"[""75422""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DAUCUS CAROTA SATIVA ROOT EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""55585""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DECYL GLUCOSIDE,"[""CLEANSING"", ""EMULSION STABILISING"", ""SURFACTANT - CLEANSING""]",[],[],"[""75502""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DEHYDROACETIC ACID,"[""PRESERVATIVE""]","[""V/13""]",[],"[""33185""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DEXTRAN,"[""BINDING"", ""VISCOSITY CONTROLLING""]",[],[],"[""33196""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DEXTRIN,"[""ABSORBENT"", ""BINDING"", ""BULKING"", ""VISCOSITY CONTROLLING""]",[],[],"[""75529""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIAMOND POWDER,"[""ABRASIVE""]",[],[],"[""55816""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIBUTYL ADIPATE,"[""FILM FORMING"", ""PLASTICISER"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SOLVENT""]",[],[],"[""75650""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DICALCIUM PHOSPHATE,"[""ABRASIVE"", ""BULKING"", ""OPACIFYING"", ""ORAL CARE""]",[],[],"[""75666""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DICAPRYLYL CARBONATE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""55832""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DICAPRYLYL ETHER,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SOLVENT""]",[],[],"[""75672""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE,"[""LIGHT STABILIZER"", ""UV ABSORBER"", ""UV FILTER""]","[""VI/28""]",[],"[""38990""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIETHYLHEXYL SYRINGYLIDENEMALONATE,"[""SKIN PROTECTING""]",[],[],"[""55849""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIISOPROPYL SEBACATE,"[""PLASTICISER"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SOLVENT""]",[],[],"[""75613""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIISOSTEARYL MALATE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - CLEANSING""]",[],[],"[""75620""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIMETHICONE,"[""ANTIFOAMING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SKIN PROTECTING""]",[],[],"[""33401""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIMETHICONE CROSSPOLYMER,"[""EMULSION STABILISING"", ""HAIR FIXING"", ""VISCOSITY CONTROLLING""]",[],[],"[""55749""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIMETHICONE/PEG-10/15 CROSSPOLYMER,"[""FILM FORMING"", ""OPACIFYING""]",[],[],"[""55785""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER,"[""SKIN CONDITIONING"", ""VISCOSITY CONTROLLING""]",[],[],"[""33439""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIMETHICONOL,"[""ANTIFOAMING"", ""MOISTURISING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""75588""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIMETHYL ISOSORBIDE,"[""SOLVENT"", ""VISCOSITY CONTROLLING""]",[],[],"[""75870""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIPHENYLSILOXY PHENYL TRIMETHICONE,"[""ANTIFOAMING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""55863""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIPOTASSIUM GLYCYRRHIZATE,"[""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""33554""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DIPROPYLENE GLYCOL,"[""FRAGRANCE"", ""PERFUMING"", ""SOLVENT"", ""VISCOSITY CONTROLLING""]",[],[],"[""75742""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DISODIUM EDTA,"[""CHELATING"", ""VISCOSITY CONTROLLING""]",[],[],"[""33604""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DISODIUM PHOSPHATE,"[""ANTICORROSIVE"", ""BUFFERING"", ""FRAGRANCE""]",[],[],"[""33650""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DISODIUM STEAROYL GLUTAMATE,"[""CLEANSING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SURFACTANT - CLEANSING""]",[],[],"[""33659""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,DISTEARDIMONIUM HECTORITE,"[""LIGHT STABILIZER"", ""VISCOSITY CONTROLLING""]",[],[],"[""33691""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,ECTOIN,"[""SKIN CONDITIONING""]",[],[],"[""56122""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,ETHYLENE/PROPYLENE/STYRENE COPOLYMER,"[""VISCOSITY CONTROLLING""]",[],[],"[""56078""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,ETHYLHEXYL METHOXYCINNAMATE,"[""LIGHT STABILIZER"", ""UV ABSORBER"", ""UV FILTER""]","[""VI/12""]",[],"[""33886""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,ETHYLHEXYL PALMITATE,"[""PERFUMING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""33890""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,ETHYLHEXYL SALICYLATE,"[""LIGHT STABILIZER"", ""UV ABSORBER"", ""UV FILTER""]","[""VI/20""]",[],"[""33893""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,ETHYLHEXYL TRIAZONE,"[""LIGHT STABILIZER"", ""UV ABSORBER"", ""UV FILTER""]","[""VI/15""]",[],"[""33895""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,ETHYLHEXYLGLYCERIN,"[""DEODORANT"", ""SKIN CONDITIONING""]",[],[],"[""33896""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,EUCALYPTUS GLOBULUS LEAF OIL,"[""PERFUMING"", ""SKIN CONDITIONING""]","[""III/355""]",[],"[""76052""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,EUGENOL,"[""DENATURANT"", ""PERFUMING"", ""TONIC""]","[""III/71""]",[],"[""33910""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,FARNESOL,"[""DEODORANT"", ""PERFUMING""]","[""III/82""]",[],"[""33921""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,FRUCTOOLIGOSACCHARIDES,"[""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""85219""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,FRUCTOSE,"[""HUMECTANT""]",[],[],"[""33960""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GARDENIA FLORIDA FRUIT EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""56322""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GERANIOL,"[""PERFUMING"", ""TONIC""]","[""III/78""]",[],"[""33991""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GERANYL ACETATE,"[""PERFUMING"", ""TONIC""]","[""III/369""]",[],"[""33995""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLABRIDIN,"[""BLEACHING""]",[],[],"[""84479""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLUCONOLACTONE,"[""CHELATING"", ""SKIN CONDITIONING""]",[],[],"[""34009""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLUCOSE,"[""HUMECTANT""]",[],[],"[""34012""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLUTAMIC ACID,"[""ANTISTATIC"", ""HAIR CONDITIONING"", ""HUMECTANT""]",[],[],"[""34017""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLUTATHIONE,"[""REDUCING""]",[],[],"[""34021""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLYCERETH-26,"[""HUMECTANT"", ""VISCOSITY CONTROLLING""]",[],[],"[""76277""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLYCERIN,"[""DENATURANT"", ""FRAGRANCE"", ""HAIR CONDITIONING"", ""HUMECTANT"", ""ORAL CARE"", ""PERFUMING"", ""SKIN CONDITIONING - HUMECTANT"", ""SKIN PROTECTING"", ""SOLVENT"", ""VISCOSITY CONTROLLING""]",[],[],"[""34040""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLYCERYL CAPRYLATE,"[""DEODORANT"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""34049""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLYCERYL OLEATE,"[""PERFUMING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""76237""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLYCERYL STEARATE,"[""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""34103""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLYCERYL STEARATE CITRATE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""76253""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLYCERYL STEARATE SE,"[""SURFACTANT - EMULSIFYING""]",[],[],"[""76256""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLYCINE,"[""ANTISTATIC"", ""BUFFERING"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""34117""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLYCINE SOJA OIL,"[""PERFUMING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""34121""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GLYCOL DISTEARATE,"[""OPACIFYING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - EMULSIFYING"", ""VISCOSITY CONTROLLING""]",[],[],"[""34134""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE,"[""ANTISTATIC"", ""FILM FORMING"", ""SKIN CONDITIONING"", ""VISCOSITY CONTROLLING""]",[],[],"[""34177""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HDI/TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER,"[""ANTICAKING""]",[],[],"[""34225""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HELIANTHUS ANNUUS EXTRACT,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""34234""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HELIANTHUS ANNUUS SEED EXTRACT,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING - MISCELLANEOUS"", ""UV ABSORBER""]",[],[],"[""34237""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HELIANTHUS ANNUUS SEED OIL,"[""SKIN CONDITIONING - EMOLLIENT"", ""SKIN CONDITIONING - MISCELLANEOUS"", ""SKIN CONDITIONING - OCCLUSIVE"", ""SOLVENT""]",[],[],"[""34238""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HEXYL CINNAMAL,"[""PERFUMING""]","[""III/87""]",[],"[""40233""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HEXYL LAURATE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""34269""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HEXYLENE GLYCOL,"[""PERFUMING"", ""SKIN CONDITIONING"", ""SOLVENT"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""34283""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HIBISCUS SABDARIFFA FLOWER EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""56451""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HISTIDINE,"[""ANTISTATIC"", ""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""34297""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HOUTTUYNIA CORDATA EXTRACT,"[""SKIN CONDITIONING""]",[],[],"[""34310""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYALURONIC ACID,"[""ANTISTATIC"", ""HUMECTANT"", ""MOISTURISING"", ""SKIN CONDITIONING""]",[],[],"[""34315""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROGEN DIMETHICONE,"[""FILM FORMING""]",[],[],"[""82242""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROGENATED CASTOR OIL,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SURFACTANT - CLEANSING"", ""SURFACTANT - EMULSIFYING"", ""VISCOSITY CONTROLLING""]",[],[],"[""34330""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROGENATED ETHYLHEXYL OLIVATE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""56639""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROGENATED LECITHIN,"[""SKIN CONDITIONING"", ""SURFACTANT - EMULSIFYING""]",[],[],"[""34357""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROGENATED OLIVE OIL UNSAPONIFIABLES,"[""HAIR CONDITIONING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""34366""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROGENATED POLYDECENE,"[""FRAGRANCE"", ""HAIR CONDITIONING"", ""PERFUMING"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""SOLVENT""]",[],[],"[""76642""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROGENATED POLYISOBUTENE,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT"", ""VISCOSITY CONTROLLING""]",[],[],"[""76643""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROGENATED VEGETABLE OIL,"[""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""34414""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROLYZED COLLAGEN,"[""ANTISTATIC"", ""FILM FORMING"", ""HAIR CONDITIONING"", ""HUMECTANT"", ""SKIN CONDITIONING"", ""SKIN CONDITIONING - EMOLLIENT""]",[],[],"[""76560""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROLYZED HYALURONIC ACID,"[""HAIR CONDITIONING"", ""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""82209""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROLYZED KERATIN,"[""ANTISTATIC"", ""FILM FORMING"", ""HAIR CONDITIONING"", ""HUMECTANT"", ""SKIN CONDITIONING""]",[],[],"[""34437""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROLYZED QUINOA,"[""SKIN CONDITIONING""]",[],[],"[""34451""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROLYZED RICE PROTEIN,"[""ANTISTATIC"", ""HAIR CONDITIONING"", ""SKIN CONDITIONING""]",[],[],"[""76578""]"
2026-07-12,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,HYDROLYZED SODIUM HYALURONATE,"[""SKIN CONDITIONING""]",[],[],"[""87175""]"
